Purchase Requisition Number,Grant Number,Institution,NASA Center,Proposal Title,Program Title,Principal Investigator Name,Technical Officer,Award Date,Performance Start Date,Performance End Date,Status,Description of Action
"(N/A)","NNX09AM43G S08","TRANQUILLITY ENTERPRISES","HQ","HIGH-ACCURACY PHOTOREALISTIC, IMMERSIVE 3D COMPUTER MODELS OF THE LUNAR SURFACE: FUTURE SPACE EXPLORATION THROUGH VIRTUAL SIMULATION, MISSION TRAINING, AND PUBLIC OUTREACH","LUNAR ADVANCED SCIENCE AND EXPLORATIONS RESEARCH (LASER) PROGRAM","RONALD A WELLS","ROBERT A FOGEL","2016-11-10","2009-08-01","2017-10-01","Approved/ Awarded","Distribution"
"(N/A)","NNX09AQ11A S13","SPACE TELESCOPE SCIENCE INSTITUTE","HQ","ASTROPHYSICS SCIENCE EDUCATION AND PUBLIC OUTREACH FORUM","SCIENCE EDUCATION AND PUBLIC OUTREACH FORUMS","DENISE SMITH","KRISTEN J ERICKSON","2016-09-23","2009-10-01","2017-09-30","Approved/ Awarded","Distribution"
"(N/A)","NNX09AQ12A S14","UNIVERSITY OF CALIFORNIA","HQ","HEPOF: A FORUM TO SUPPORT EXCELLENCE IN HELIOPHYSICS EDUCATION AND PUBLIC OUTREACH THROUGH SUSTAINED COLLABORATION","SCIENCE EDUCATION AND PUBLIC OUTREACH FORUMS","LAURA PETICOLAS","KRISTEN J ERICKSON","2016-08-10","2009-10-01","2016-05-31","Work In Progress","Distribution"
"(N/A)","NNX09AV77G S07","University of Houston, Houston - See Notes","HQ","ENERGY BALANCE OF SATURN AND JUPITER","OUTER PLANETS RESEARCH (OPR) PROGRAM","LIMING LI","TERRY A HURFORD","2016-08-25","2009-10-01","2017-09-30","Work In Progress","Distribution"
"(N/A)","NNX09AV96G S08","Planetary Science Institute","HQ","OPTIMIZING LUNAR SCIENCE RETURN FROM LUNAR MOBILE ROBOTIC MISSIONS BY TESTING ROVER FIELD METHODOLOGIES","MOON AND MARS ANALOGUE MISSIONS ACTIVITIES (MMAMA)","R. AILEEN YINGST","SARAH K NOBLE","2016-08-26","2009-09-15","2017-03-14","Work In Progress","Distribution"
"(N/A)","NNX10AB27G S07","Massachusetts Institute of Technology","HQ","EXPLORING THE OUTER SOLAR SYSTEM WITH STELLAR OCCULTATIONS","PLANETARY ASTRONOMY (PAST) PROGRAM","MICHAEL J PERSON","KELLY FAST","2016-04-08","2010-05-01","2017-06-30","Work In Progress","Package Processing"
"(N/A)","NNX10AD47G S07","University of Arizona","HQ","GALAXY FORMATION IN ACTION: A MULTI-WAVELENGTH STUDY OF LYALPHA NEBULAE IN THE DISTANT UNIVERSE","ASTROPHYSICS DATA ANALYSIS PROGRAM","ANN ZABLUDOFF","DOUGLAS M HUDGINS","2016-01-28","2010-01-01","2016-12-31","Work In Progress","Receiving"
"(N/A)","NNX10AD53G S08","UNIVERSITY OF HAWAII","HQ","DETECTING DARK ENERGY FROM WMAP AND PAN-STARRS1","ASTROPHYSICS DATA ANALYSIS PROGRAM","ISTVAN SZAPUDI","DOUGLAS M HUDGINS","2016-04-15","2010-01-01","2016-12-31","Work In Progress","Receiving"
"(N/A)","NNX10AE15G S09","UNIVERSITY OF ALABAMA -TUSCALOOSA","HQ","THE QUEST TO FIND INTERMEDIATE MASS BLACK HOLES","ASTROPHYSICS DATA ANALYSIS PROGRAM (ADP)","JIMMY A IRWIN","DOUGLAS M HUDGINS","2016-11-04","2009-12-16","2017-12-15","Approved/ Awarded","Distribution"
"(N/A)","NNX10AF17G S07","Johns Hopkins University","HQ","UNDERSTANDING SATURN'S MAGNETIC FIELD PERIODICITIES","CASSINI DATA ANALYSIS PROGRAM (CDAP)","PONTUS BRANDT","MAX P BERNSTEIN","2016-09-22","2010-02-10","2017-09-30","Approved/ Awarded","Distribution"
"4200591556","NNX10AF42G S12","STANFORD UNIVERSITY","HQ","INVESTIGATIONS OF CLIMATE AND ENVIRONMENTAL CHANGE ON ARCTIC PACIFIC SHELVES (ICECAPS)","OCEAN BIOLOGY AND BIOGEOCHEMISTRY","KEVIN ARRIGO","Paula Bontempi","2016-06-16","2010-03-29","2016-11-30","Work In Progress","Package Prep"
"(N/A)","NNX10AG14G S06","UNIVERSITY OF CALIFORNIA","HQ","FAST DATA ARCHIVE: DATA SERVICES CONTINUATION","HELIOPHYSICS DATA ENVIRONMENT ENHANCEMENTS (HDEE) PROGRAM","james mcfadden","D. AARON ROBERTS","2016-06-22","2010-03-03","2017-02-28","Work In Progress","Administrative | Administrative - 1st No Cost Extension"
"(N/A)","NNX10AG27G S06","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HQ","SMASS NEXT: NEXT GENERATION NEO SPECTROSCOPIC SURVEY","NEAR EARTH OBJECT OBSERVATIONS (NEOO) PROGRAM","RICHARD BINZEL","LINDLEY N JOHNSON","2016-03-20","2010-03-08","2017-03-07","Work In Progress","Distribution"
"(N/A)","NNX10AG30G S07","SPACE TELESCOPE SCIENCE INSTITUTE","HQ","XO PROJECT: DISCOVERY AND CHARACTERIZATION OF TRANSITING EXTRASOLAR PLANETS","ORIGINS OF SOLAR SYSTEMS (SSO)","PETER MCCULLOUGH","MARTIN STILL","2016-03-16","2010-03-15","2017-03-14","Work In Progress","Receiving"
"(N/A)","NNX10AG34G S13","FLORIDA INTERNATIONAL UNIVERSITY","HQ","A TRMM-BASED TROPICAL CYCLONE PRECIPITATION FEATURE DATABASE AND ITS USAGE ON INTENSIFICATION STUDY","HURRICANE SCIENCE RESEARCH PROGRAM (HSRP)","HAIYAN JIANG","Ramesh Kakar","2016-11-01","2010-05-01","2018-04-30","Approved/ Awarded","Distribution"
"(N/A)","NNX10AG39G S07","(N/A)","HQ","THE PLANETARY GEOLOGY AND GEOPHYSICS UNDERGRADUATE RESEARCH PROGRAM (PGGURP)","PLANETARY GEOLOGY AND GEOPHYSICS (PG&G)","TRACY K P GREGG","MICHAEL S KELLEY","2016-03-03","2010-04-15","2016-03-15","Work In Progress","Distribution"
"4200584394","NNX10AG44G S08","UNIVERSITY OF ARIZONA","HQ","SUPPORT FOR THE SPACE IMAGERY CENTER: A NASA REGIONAL PLANETARY IMAGE FACILITY","PLANETARY GEOLOGY AND GEOPHYSICS (PG&G) PROGRAM","SHANE BYRNE","JONATHAN RALL","2016-04-08","2010-05-01","2017-04-30","Work In Progress","Package Processing"
"(N/A)","NNX10AH37G S06","Princeton University","HQ","PREDICTING SIGNATURES OF ACCRETION AND TURBULENCE IN PROTOPLANETARY DISKS","ORIGINS OF SOLAR SYSTEMS","JEREMY GOODMAN","MAX BERNSTEIN","2016-06-22","2010-09-01","2017-08-31","Work In Progress","Receiving"
"(N/A)","NNX10AI17G S10","Johns Hopkins University/Applied Physics Lab","HQ","SOLAR WIND INTERACTION AND ATMOSPHERIC LOSS AT VENUS AND MARS","UNSOLICITED","PONTUS BRANDT","ADRIANA C OCAMPO","2016-09-30","2010-05-01","2017-09-30","Work In Progress","Receiving"
"(N/A)","NNX10AI42G S09","American Museum of Natural History","HQ","THERMOCHEMICAL HISTORIES OF THE EARLIEST SOLAR SYSTEM SOLIDS","COSMOCHEMISTRY (COS) PROGRAM","DENTON EBEL","JEFFREY GROSSMAN","2016-03-30","2010-04-15","2017-04-14","Work In Progress","Distribution"
"(N/A)","NNX10AI63G S09","Carnegie Institution of Washington","HQ","PRESOLAR MATERIALS IN METEORITES AND INTERPLANETARY DUST PARTICLES","COSMOCHEMISTRY (COS) PROGRAM","LARRY NITTLER","JEFFREY GROSSMAN","2016-03-30","2010-04-15","2017-03-31","Work In Progress","Receiving"
"(N/A)","NNX10AI92H S09","MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY","HQ","MISSOURI SPACE GRANT CONSORTIUM","NASA EARTH AND SPACE SCIENCE FELLOWSHIP (NESSF) PROGRAM","S.N. BALAKRISHNAN","Lenell Allen","2016-01-07","2010-05-01","2016-04-30","Work In Progress","Receiving"
"(N/A)","NNX10AJ17G S07","Ten to the Ninth Plus Foundation (formerly Singularity University)","HQ","CHEMICAL AND MINERALOGICAL ANALYSIS OF INTERPLANETARY DUST PARTICLES","COSMOCHEMISTRY PROGRAM","GEORGE FLYNN","JEFFREY N GROSSMAN","2016-03-28","2010-04-29","2016-07-31","Work In Progress","Receiving"
"(N/A)","NNX10AK17G S05","Pacific Science Center Foundation","HQ","NASA NOW: USING CURRENT DATA, PLANETARIUM TECHNOLOGY AND YOUTH CAREER DEVELOPMENT TO CONNECT PEOPLE TO THE UNIVERSE","COMPETITIVE PROGRAM FOR SCIENCE MUSEUMS AND PLANETARIUMS (CP4SMP) 2009","KENI STURGEON","BRENDA J. COLLINS","2016-05-26","2010-08-01","2016-07-31","Work In Progress","Distribution"
"(N/A)","NNX10AK99G S06","University of California-Los Angeles","HQ","QUANTITATIVE ANALYSIS OF THE BOUNCE AND GYRO RESONANT SCATTERING BY MAGNETOSONIC WAVES","GEOSPACE SCIENCE PROGRAM","YURI SHPRITS","MONA KESSEL","2016-05-26","2010-07-01","2017-06-30","Work In Progress","Receiving"
"(N/A)","NNX10AL96H S08","University of Kentucky - Lexington","HQ","KENTUCKY SPACE GRANT CONSORTIUM","NATIONAL SPACE GRANT COLLEGE AND FELLOWSHIP PROGRAM","SUZANNE WEAVER SMITH","LENNELL ALLEN","2016-08-10","2010-06-08","2016-06-07","Work In Progress","Receiving"
"(N/A)","NNX10AM46H S08","University of Michigan, Regents of the","HQ","MICHIGAN SPACE GRANT CONSORTIUM","NATIONAL SPACE GRANT COLLEGE AND FELLOWSHIP PROGRAM","ALEC GALLIMORE","LENELL ALLEN","2016-09-19","2010-06-14","2016-06-13","Work In Progress","Receiving"
"(N/A)","NNX10AM46H S09","University of Michigan, Regents of the","HQ","MICHIGAN SPACE GRANT CONSORTIUM","NATIONAL SPACE GRANT COLLEGE AND FELLOWSHIP PROGRAM","ALEC GALLIMORE","LENELL ALLEN","2016-11-30","2010-06-14","2016-06-13","Approved/ Awarded","Distribution"
"(N/A)","NNX10AN62H S08","University of Nebraska - Omaha","HQ","NEBRASKA SPACE GRANT CONSORTIUM","NATIONAL SPACE GRANT COLLEGE AND FELLOWSHIP PROGRAM","Scott Tarry","Lenell Allen","2016-02-29","2010-07-12","2017-07-01","Work In Progress","Distribution"
"(N/A)","NNX10AN63H S08","UNIVERSITY OF DELAWARE","HQ","DELAWARE SPACE GRANT CONSORTIUM","NATIONAL SPACE GRANT COLLEGE AND FELLOWSHIP PROGRAM","William Matthaeus","LENELL ALLEN","2016-04-28","2010-07-12","2016-07-11","Work In Progress","Receiving"
"(N/A)","NNX10AN88G S08","University of California-Los Angeles","HQ","MULTIDIMENSIONAL/MULTIVARIATE MAPPING OF FLUVIAL MORPHOLOGIES AND RELATED EVENTS ON MARS","UNSOLICITED","KAREN MCBRIDE","CATHARINE A CONLEY","2016-12-02","2010-07-15","2017-05-31","Approved/ Awarded","Distribution"
"(N/A)","NNX10AO97G S11","University of California-Los Angeles","HQ","INTERGRATED HYDROLOGIC RESPONSE TO EXTREME DUST DEPOSITION TO THE SNOW COVER OF THE COLORADO RIVER BASIN","INTERDISCIPLINARY RESEARCH IN EARTH SCIENCE","THOMAS PAINTER","Hank Margolis","2016-02-08","2010-09-01","2017-08-31","Work In Progress","Package Processing"
"(N/A)","NNX10AP87G S06","CORNELL UNIVERSITY","HQ","ARECIBO PLANETARY RADAR OBSERVATIONS OF NEAR-EARTH ASTEROIDS","NEAR EARTH OBJECT OBSERVATION (NEOO) PROGRAM","DONALD B CAMPBELL","LINDLEY N JOHNSON","2016-08-11","2010-09-01","2017-08-31","Work In Progress","Receiving"
"(N/A)","NNX10AQ09G S07","SETI INSTITUTE","HQ","CRATER RELAXATION AND STEREO IMAGING OF THE ICY SATELLITES OF JUPITER AND SATURN","OUTER PLANETS RESEARCH (OPR) PROGRAM","CYNTHIA PHILLIPS","TERRY A HURFORD","2016-07-21","2010-11-01","2015-05-31","Work In Progress","Receiving"
"(N/A)","NNX10AQ20G S06","ARIZONA STATE UNIVERSITY","HQ","MODELING THERMOCHEMICAL CONVECTION OF EUROPA'S ICY SHELL","OUTER PLANETS RESEARCH (OPR) PROGRAM","ALLEN MCNAMARA","TERRY A HURFORD","2016-10-21","2010-11-01","2017-08-31","Approved/ Awarded","Distribution"
"(N/A)","NNX10AQ56G S06","Johns Hopkins University","HQ","LWS TR&T: THE ROLE OF CURRENTS AND CONDUCTANCE IN CONTROLLING PLASMASPHERE DYNAMICS","LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY (TR&T) PROGRAM","PONTUS BRANDT","ELSAYED TALAAT","2016-09-23","2010-08-04","2017-09-30","Approved/ Awarded","Distribution"
"4200581819","NNX10AT57A S16","UNIVERSITY OF TEXAS - GALVESTON","HQ","FUNDING ? INCREMENTAL","UNSOLICITED","TARAH CASTLEBERRY","MARC A SHEPANEK","2016-03-23","2010-08-11","2015-12-31","Work In Progress","Receiving"
"4200584771","NNX10AT57A S17","UNIVERSITY OF TEXAS - GALVESTON","HQ","FUNDING ? INCREMENTAL","UNSOLICITED","TARAH CASTLEBERRY","MARC A SHEPANEK","2016-04-27","2010-08-11","2015-12-31","Work In Progress","Receiving"
"(N/A)","NNX10AT81G S10","Arizona State University","HQ","THE ORGANIC COMPOSITION OF CR2 METEORITES: PREBIOTIC CHEMISTRY MADE EASY?","ASTROBIOLOGY: EXOBIOLOGY AND EVOLUTIONARY BIOLOGY PROGRAM (EXOB)","SANDRA PIZZARELLO","MICHAEL H NEW","2016-06-24","2010-09-01","2016-09-30","Work In Progress","Distribution"
"4200596028","NNX10AT81G S11","Arizona State University","HQ","THE ORGANIC COMPOSITION OF CR2 METEORITES: PREBIOTIC CHEMISTRY MADE EASY?","ASTROBIOLOGY: EXOBIOLOGY AND EVOLUTIONARY BIOLOGY PROGRAM (EXOB)","SANDRA PIZZARELLO","MICHAEL H NEW","2016-07-15","2010-09-01","2016-09-30","Work In Progress","Receiving"
"(N/A)","NNX10AT91H S09","American University","HQ","DISTRICT OF COLUMBIA SPACE GRANT CONSORTIUM","NATIONAL SPACE GRANT COLLEGE AND FELLOWSHIP PROGRAM","ULYSSES J SOFIA","LENELL ALLEN","2016-09-02","2010-08-26","2017-08-25","Work In Progress","Distribution"
"(N/A)","NNX11AB19G S07","(N/A)","HQ","THE UV THROUGH IR EXTINCTION IN THE LOCAL INTERSTELLAR MEDIUM","ASTROPHYSICS DATA ANALYSIS (ADP)","EDWARD FITZPATRICK","DOUGLAS HUDGINS","2016-01-05","2011-01-01","2016-12-31","Work In Progress","Distribution"
"(N/A)","NNX11AB19G S08","Villanova University","HQ","THE UV THROUGH IR EXTINCTION IN THE LOCAL INTERSTELLAR MEDIUM","ASTROPHYSICS DATA ANALYSIS (ADP)","EDWARD FITZPATRICK","DOUGLAS HUDGINS","2016-12-28","2011-01-01","2017-12-31","Approved/ Awarded","Distribution"
"(N/A)","NNX11AB84G S06","Planetary Science Institute","HQ","INVESTIGATIONS OF MERCURY'S INTERNAL MAGNETIC FIELD","MESSENGER MISSION PARTICIPATING SCIENTISTS","CATHERINE JOHNSON","EDWIN GRAYZECK","2016-02-04","2011-03-03","2017-03-01","Work In Progress","Receiving"
"4200582538","NNX11AC07G S06","University Corporation For Atmospheric Research - UCAR/NCAR","HQ","MICROPHYSICAL OBSERVATIONS IN SUPPORT OF MID-LATITUDE AIRBORNE CIRRUS PROPERTIES EXPERIMENT (MACPEX)","ATMOSPHERIC COMPOSITION: MID-LATITUDE AIRBORNE CIRRUS PROPERTIES EXPERIMENT","Andrew Heymsfield","HAL B MARING","2016-04-20","2010-11-15","2016-05-13","Work In Progress","Receiving"
"(N/A)","NNX11AC59G S06","Planetary Science Institute","HQ","SCIENTIFIC CHARACTERIZATION OF LUNAR REGIONS OF INTEREST: PREPARATION FOR NASA'S RETURN TO THE MOON","LUNAR ADVANCED SCIENCE AND EXPLORATION RESEARCH (LASER)","SCOTT MEST","ROBERT FOGEL","2016-12-13","2010-12-15","2017-12-14","Approved/ Awarded","Distribution"
"(N/A)","NNX11AC67G S09","Smithsonian Institution","HQ","A PETROLOGIC, CHEMICAL, AND EXPERIMENTAL STUDY OF DIFFERENTIATION OF "OXIDIZED" ASTEROIDS","COSMOCHEMISTRY (COS)","Timothy McCoy","JEFFREY N GROSSMAN","2016-01-20","2010-12-09","2016-12-08","Work In Progress","Distribution"
"(N/A)","NNX11AD61G S06","Southwest Research Institute","HQ","OBSEVATIONS OF GALILEAN SATELLITES AND BEYOND","PLANETARY ASTRONOMY (PAST) PROGRAM","JOHN SPENCER","KELLY E FAST","2016-03-07","2015-03-26","2017-04-30","Work In Progress","Package Processing"
"(N/A)","NNX11AE19G S05","UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH (UCAR)","HQ","ATMOSPHERIC COMPOSITION AND AIR QUALITY SCIENCE USING DATA FROM THE EUROPENA METOP INFRARED ATMOSPHERIC SOUNDING INTERFEROMETER (IASI)","EARTH SCIENCE U.S. PARTICIPATING INVESTIGATOR","David Edwards","RICHARD S ECKMAN","2016-01-19","2011-01-21","2017-01-20","Work In Progress","Receiving"
"(N/A)","NNX11AE20G S07","University of Maryland-College Park","HQ","SENTINEL - 3 SCIENCE PRODUCTS: A US CONTRIBUTION","EARTH SCIENCE U.S. PARTICIPATING INVESTIGATOR","CHRIS JUSTICE","GEORGE G GUTMAN","2016-08-11","2011-01-21","2017-01-20","Work In Progress","Receiving"
"(N/A)","NNX11AE20G S08","University of Maryland-College Park","HQ","SENTINEL - 3 SCIENCE PRODUCTS: A US CONTRIBUTION","EARTH SCIENCE U.S. PARTICIPATING INVESTIGATOR","CHRIS JUSTICE","GEORGE G GUTMAN","2016-08-31","2011-01-21","2017-06-30","Work In Progress","Receiving"
"(N/A)","NNX11AF12G S11","University of California-Berkeley","HQ","COORDINATED SYNCHROTRON X-RAY MICROPROBE, TEM, AND ION MICROPROBE ANALYSIS OF STARDUST COMETARY SAMPLES","LABORATORY ANALYSIS OF RETURNED SAMPLES (LARS)","Andrew Westphal","JEFFREY N GROSSMAN","2016-02-03","2011-03-01","2017-02-28","Work In Progress","Receiving"
"4200586504","NNX11AF12G S12","UNIVERSITY OF CALIFORNIA, BERKELEY","HQ","COORDINATED SYNCHROTRON X-RAY MICROPROBE, TEM, AND ION MICROPROBE ANALYSIS OF STARDUST COMETARY SAMPLES","LABORATORY ANALYSIS OF RETURNED SAMPLES (LARS)","Andrew Westphal","JEFFREY N GROSSMAN","2016-04-27","2011-03-01","2017-02-28","Work In Progress","Receiving"
"(N/A)","NNX11AF42G S05","MICHIGAN TECHNOLOGICAL UNIVERSITY","HQ","A-TRAIN VOLCANO OBSERVATORY (ATVO)","ATMOSPHERIC COMPOSITION: AURA SCIENCE TEAM (AURA)","SIMON CARN","KENNETH W. JUCKS","2016-02-02","2011-02-16","2016-12-31","Work In Progress","Receiving"
"(N/A)","NNX11AF47G S04","UNIVERSITY OF COLORADO - BOULDER","HQ","SURFACE PROCESSES, GLACIO-HYDROLOGY, AND ENGLACIAL MODELING OF THE GREENLAND ICE SHEET","CRYOSPHERIC SCIENCE","KONRAD STEFFEN","THOMAS P WAGNER","2016-05-30","2011-06-01","2016-05-31","Work In Progress","Receiving"
"(N/A)","NNX11AF56G S06","ARIZONA STATE UNIVERSITY","HQ","THERMAL CONDUCTIVITY LABORATORY MEASUREMENTS OF COMPLEX SURFACES WITH APPLICATION TO MARS","MARS FUNDAMENTAL RESEARCH (MFRP)","PHILIP CHRISTENSEN","Mitchell Schulte","2016-03-22","2011-02-23","2017-02-22","Work In Progress","Receiving"
"(N/A)","NNX11AF88G S07","Planetary Science Institute","HQ","CHARACTERIZING SPACE WEATHERING ON MERCURY'S SURFACE USING MESSENGER EXPERIMENTAL DATA","RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES-2006","FAITH VILAS","EDWIN J GRAYZECK","2016-02-09","2011-04-29","2017-04-28","Work In Progress","Receiving"
"(N/A)","NNX11AF90G S05","Montclair State University","HQ","A DECADE IN CHANGES IN ABOVEGROUND LIVE STANDING DRY BIOMASS, CANOPY COVER, HEIGHT, AND UNDERSTORY DENSITY IN THE SOUTHWESTERN UNITED STATES FROM EOS MISR AND MODIS","SCIENCE OF TERRA AND AQUA","MARK CHOPPING","Hank Margolis","2016-01-20","2011-03-03","2016-12-31","Work In Progress","Receiving"
"(N/A)","NNX11AF95G S06","UNIVERSITIES SPACE RESEARCH ASSOCIATION","HQ","TRACKING THE VERY FIRST STAGES OF MASSIVE STAR FORMATION IN THE SPITZER ARCHIVE","ASTROPHYSICS DATA ANALYSIS PROGRAM","RANDOLF KLEIN","DOUGLAS HUDGINS","2016-08-31","2011-05-18","2016-12-31","Work In Progress","Package Processing"
"(N/A)","NNX11AG68G S06","Smithsonian Institution","HQ","CLASSIFICATION AND CURATION OF ANTARTIC METEORITES","UNSOLICITED","CATHERINE CORRIGAN","MICHAEL S KELLEY","2016-03-04","2011-01-03","2017-06-30","Work In Progress","Package Prep"
"4200604730","NNX11AG68G S07","Smithsonian Institution","HQ","CLASSIFICATION AND CURATION OF ANTARTIC METEORITES","UNSOLICITED","CATHERINE CORRIGAN","MICHAEL S KELLEY","2016-09-23","2011-01-03","2017-06-30","Approved/ Awarded","Distribution"
"(N/A)","NNX11AH98G S06","Columbia University","HQ","MULTI-SENSOR FUSION TO DETERMINE CLIMATE SENSITIVITY OF AGRICULTURAL INTENSIFICATION IN SOUTH ASIA","LAND-COVER/LAND-USE CHANGE","RUTH DEFRIES","GARIK GUTMAN","2016-09-27","2011-05-03","2017-05-31","Approved/ Awarded","Distribution"
"(N/A)","NNX11AI01G S07","University of Massachusetts-Amherst","HQ","PEERING THROUGH THE DUSTY VEIL: MULTI-BAND INFRARED MAPPING OF THE GALACTIC NUCLEAR REGION","ASTROPHYSICS DATA ANALYSIS","Q DANIEL WANG","DOUGLAS M HUDGINS","2016-01-21","2011-05-03","2017-05-02","Work In Progress","Distribution"
