Purchase Requisition Number,Grant Number,Institution,NASA Center,Proposal Title,Program Title,Principal Investigator Name,Technical Officer,Award Date,Performance Start Date,Performance End Date,Status,Description of Action
(N/A),NNX07AO30A S07,UNIVERSITY OF PUERTO RICO - SAN JUAN,HQ,PUERTO RICO NASA EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT,DNNXEVELOPING RESEARCH EXPERTISE IN SUPPORT OF SPACE EXPLORATION,GERARDO MORELL,JEPPIE COMPTON,12/18/2013,6/28/2007,6/27/2014,Awarded,Distribution
(N/A),NNX07AO30A S08,UNIVERSITY OF PUERTO RICO - SAN JUAN,HQ,PUERTO RICO NASA EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT,DNNXEVELOPING RESEARCH EXPERTISE IN SUPPORT OF SPACE EXPLORATION,GERARDO MORELL,JEPPIE COMPTON,12/19/2013,6/28/2007,6/27/2014,Awarded,Distribution
(N/A),NNX07AO42A S11,NEW MEXICO STATE UNIVERSITY,HQ,NEW MEXICO NASA EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,PATRICIA HYNES,JEPPIE ROBERT COMPTON,12/18/2013,6/28/2007,6/27/2014,Awarded,Distribution
(N/A),NNX07AO46G S08,SOCIETY FOR THE HISTORY OF TECHNOLOGY,HQ,NASA/ SOCIETY FOR THE HISTORY OF TECHNOLOGY FELLOWSHIP IN THE HISTORY OF SPACE TECHNOLOGY,UNSOLICITED,W BERNARD CARLSON,WILLIAM P BARRY,1/31/2013,6/1/2008,6/30/2014,Awarded,Distribution
4200475397,NNX07AR59G S06,Catholic University of America,HQ,SURFACE ELEMENTAL ANALYSIS OF MERCURY WITH THE MESSENGER GEOCHEMISTRY,MESSENGER MISSION PARTICIPATING SCIENTISTS,RICHARD D STARR,EDWIN J GRAYZECK,5/30/2013,8/15/2007,8/14/2014,Work In Progress,Receiving
4200459471,NNX07AR60G S05,SMITHSONIAN INSTITUTION,HQ,GLOBAL CHARACTERIZATION AND ANALYSIS OF TECTONISM ON MERCURY,MESSENGER PARTICIPATING SCIENTIST PROGRAM,THOMAS R WATTERS,EDWIN J GRAYZECK,1/3/2013,8/15/2007,8/14/2013,Work In Progress,Funding |
4200478234,NNX07AR60G S06,SMITHSONIAN INSTITUTION,HQ,GLOBAL CHARACTERIZATION AND ANALYSIS OF TECTONISM ON MERCURY,MESSENGER PARTICIPATING SCIENTIST PROGRAM,THOMAS R WATTERS,EDWIN J GRAYZECK,6/27/2013,8/15/2007,8/14/2014,Work In Progress,Funding |
4200477809,NNX07AR61G S06,University of Maryland-Baltimore County,HQ,ADVANCED MHD MODELING OF THE MAGNETOSPHERE OF MERCURY TO SUPPORT THE MESSENGER MISSION,MESSENGER MISSION PARTICIPATING SCIENTISTS,MEHDI BENNA,EDWIN J GRAYZECK,6/7/2013,8/15/2007,8/14/2014,Work In Progress,Distribution
4200477833,NNX07AR62G S06,University of California-Los Angeles,HQ,UNDERSTANDING MERCURY'S MAGNETOSPHERE USING MESSENGER DATEA AND GLOBAL KINETIC SIMULATIONS,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES - 2006,DAVID SCHRIVER,EDWIN J GRAYZECK,6/6/2013,8/15/2007,8/14/2014,Work In Progress,Receiving
4200471457,NNX07AR63G S06,JOHNS HOPKINS UNIVERSITY,HQ,A COMPREHENSIVE INVESTIGATION OF MERCURY'S EXOSPHERE:  A MESSENGER PARTICIPATING SCIENTIST PROPOSAL,MESSENGER MISSION PARTICIPATING SCIENTISTS PROGRAM,RONALD VERVACK,EDWIN J GRAYZECK,4/16/2013,8/15/2007,8/14/2015,Work In Progress,Receiving
4200475400,NNX07AR63G S07,JOHNS HOPKINS UNIVERSITY,HQ,A COMPREHENSIVE INVESTIGATION OF MERCURY'S EXOSPHERE:  A MESSENGER PARTICIPATING SCIENTIST PROPOSAL,MESSENGER MISSION PARTICIPATING SCIENTISTS PROGRAM,RONALD VERVACK,EDWIN J GRAYZECK,5/14/2013,8/15/2007,8/14/2015,Work In Progress,Distribution
(N/A),NNX07AR63G S08,JOHNS HOPKINS UNIVERSITY,HQ,A COMPREHENSIVE INVESTIGATION OF MERCURY'S EXOSPHERE:  A MESSENGER PARTICIPATING SCIENTIST PROPOSAL,MESSENGER MISSION PARTICIPATING SCIENTISTS PROGRAM,RONALD VERVACK,EDWIN J GRAYZECK,5/20/2013,8/15/2007,8/14/2015,Work In Progress,Distribution
4200477832,NNX07AR64G S07,University of California-Los Angeles,HQ,FUNDING - INCREMENTAL,MESSENGER PARTICIPATING SCIENTIST PROGRAM,DAVID A PAIGE,ED GRAYZECK,6/6/2013,8/15/2007,8/14/2014,Work In Progress,Receiving
(N/A),NNX07AR70G S07,PLANETARY SCIENCE INSTITUTE,HQ,"SHAPE, TOPOGRAPHY AND INTERNAL STRUCTURE OF MERCURY FROM MDIS DATA",MESSENGER MISSION PARTICIPATING SCIENTISTS PROGRAM,ROBERT W GASKELL,EDWIN J GRAYZECK,5/29/2013,8/15/2007,8/14/2014,Awarded,Distribution
4200479041,NNX07AR71G S07,UNIVERSITY OF CALIFORNIA - BERKELEY,HQ,INTEGRATING THE MESSENBER GRNS EXPERIMENT INTO THE 3RD INTERPLANETARY NETWORK OF COSMIC GAMMA-RAY BURST DETECTORS,MESSENGER MISSION PARTICIPATING SCIENTISTS PROGRAM,KEVIN HURLEY,ED GRAYZECK,6/24/2013,8/15/2007,8/14/2014,Work In Progress,Receiving
(N/A),NNX07AR72G S06,CARNEGIE INSTITUTION OF WASHINGTON,HQ,MESSENGER INVESTIGATIONS OF THE GEOCHEMISTRY OF MERCURY,MESSENGER PARTICIPATING SCIENTIST PROGRAM,LARRY NITTLER,EDWIN J GRAYZECK,7/29/2013,8/15/2007,12/31/2013,Awarded,Distribution
(N/A),NNX07AR75G S11,UNIVERSITY OF HAWAII,HQ,INTEGRATING MESSENGER DATA TO INVESTIGATE THE ORIGIN OF MERCURY'S INTERCRATER AND SMOOTH PLAINS DEPOSITS,MESSENGER MISSION PARTICIPATING SCIENTISTS,JEFFREY J GILLIS-DAVIS,EDWIN GRAYZECK,1/29/2013,8/15/2007,8/17/2014,Work In Progress,Receiving
4200475398,NNX07AR76G S10,SMITHSONIAN INSTITUTION,HQ,MAPPING THE MINERALOGY OF MERCURY,MESSENGER PARTICIPATING SCIENTIST PROGRAM,TIMOTHY MCCOY,EDWIN J GRAYZECK,6/6/2013,8/15/2007,8/14/2014,Work In Progress,Distribution
4200475399,NNX07AR77G S06,CASE WESTERN RESERVE UNIVERSITY,HQ,CONTRIBUTIONS TO MESSENGER AND THE GEOPHYSICAL STRUCTURE AND EVOLUTION OF MERCURY,MESSENGER PARTICIPATING SCIENTIST PROGRAM,STEVEN A HAUCK II,EDWIN J GRAYZECK,5/29/2013,8/15/2007,8/14/2014,Work In Progress,Receiving
(N/A),NNX07AR77G S07,CASE WESTERN RESERVE UNIVERSITY,HQ,CONTRIBUTIONS TO MESSENGER AND THE GEOPHYSICAL STRUCTURE AND EVOLUTION OF MERCURY,MESSENGER PARTICIPATING SCIENTIST PROGRAM,STEVEN A HAUCK II,EDWIN J GRAYZECK,6/7/2013,8/15/2007,8/14/2014,Work In Progress,Distribution
(N/A),NNX07AT51A S06,UNIVERSITY OF DELAWARE,HQ,DELAWARE NASA EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),DERMOTT MULLAN,JEPPIE R COMPTON,12/6/2013,9/1/2007,2/28/2014,Awarded,Distribution
(N/A),NNX07AU11G S06,THE OCEANOGRAPHY SOCIETY,HQ,THE OCEAN OPTICS CONFERENCE SERIES,UNSOLICITED,JENNIFER RAMARUI,PAULA S BONTEMPI,3/19/2013,9/1/2007,7/31/2014,Awarded,Distribution
(N/A),NNX07AU64G S06,DREXEL UNIVERSITY,HQ,A NEXT GENERATION CORONAL ACTIVE REGION MODEL,LIVING WITH A STAR STRATEGIC CAPABILITY PROGRAM,KEVIN OLSON,MADHULIKA GUHATHAKURTA,9/12/2013,9/6/2007,9/5/2014,Awarded,Distribution
4200468546,NNX08AB07G S06,NATIONAL ACADEMY OF SCIENCE,HQ,BOARD ON ATMOSPHERIC SCIENCES AND CLIMATE ACTIVITIES IN SUPPORT OF NASA'S MISSIONS,UNSOLICITED,CHRIS ELFRING,JACK A. KAYE,4/2/2013,10/15/2007,10/14/2013,Work In Progress,Receiving
4200491825,NNX08AB07G S07,NATIONAL ACADEMY OF SCIENCE,HQ,BOARD ON ATMOSPHERIC SCIENCES AND CLIMATE ACTIVITIES IN SUPPORT OF NASA'S MISSIONS,UNSOLICITED,CHRIS ELFRING,JACK A. KAYE,9/24/2013,10/15/2007,10/14/2016,Work In Progress,Receiving
4200463195,NNX08AC28A S37,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX BERNSTEIN,1/22/2013,1/1/2008,12/31/2013,Work In Progress,Receiving
4200469444,NNX08AC28A S38,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX BERNSTEIN,3/21/2013,1/1/2008,12/31/2013,Work In Progress,Receiving
4200470485,NNX08AC28A S39,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX BERNSTEIN,4/4/2013,1/1/2008,12/31/2013,Work In Progress,Receiving
4200474113,NNX08AC28A S40,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX BERNSTEIN,5/10/2013,1/1/2008,12/31/2013,Work In Progress,Receiving
4200475486/ 4200475484/ 4200475515,NNX08AC28A S41,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX BERNSTEIN,5/16/2013,1/1/2008,12/31/2013,Work In Progress,Receiving
4200476101,NNX08AC28A S42,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX BERNSTEIN,5/23/2013,1/1/2008,12/31/2013,Work In Progress,Receiving
4200477685,NNX08AC28A S43,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX BERNSTEIN,6/3/2013,1/1/2008,12/31/2013,Work In Progress,Receiving
4200477682,NNX08AC28A S44,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX BERNSTEIN,6/11/2013,1/1/2008,12/31/2013,Work In Progress,Receiving
4200489130,NNX08AC28A S45,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX P BERNSTEIN,8/28/2013,1/1/2008,12/31/2013,Work In Progress,Receiving
4200490398,NNX08AC28A S46,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX P BERNSTEIN,9/9/2013,1/1/2008,12/31/2013,Work In Progress,Receiving
4200491117,NNX08AC28A S47,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX P BERNSTEIN,9/13/2013,1/1/2008,12/31/2013,Work In Progress,Receiving
(N/A),NNX08AC28A S48,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX P BERNSTEIN,9/27/2013,1/1/2008,12/31/2014,Work In Progress,Receiving
4200493562,NNX08AC28A S49,Universities Space Research Association-USRA,HQ,OPERATION OF THE LUNAR AND PLANETARY INSTITUTE,NASA ASTROBIOLOGY INSTITUTE - CYCLE 3,STEPHEN MACKWELL,MAX P BERNSTEIN,10/25/2013,1/1/2008,12/31/2014,Work In Progress,Receiving
(N/A),NNX08AE38A S21,UNIVERSITY OF HAWAII,HQ,THE NASA INFRARED TELESCOPE FACILITY:  MISSION SUPPORT AND SOLAR SYSTEM OBSERVATIONS,UNSOLICITED,ALAN TOKUNAGA,KELLY E FAST,3/6/2013,2/1/2008,7/31/2013,Awarded,Distribution
(N/A),NNX08AE90G S05,SMITH COLLEGE,HQ,IN VITRO AND IN VIVO EXPERIMENTAL EVOLUTION OF EUBACTERIAL RNASE P,UNSOLICITED,ROBERT DORIT,MICHAEL H NEW,9/11/2013,12/19/2007,8/31/2013,Awarded,Distribution
(N/A),NNX08AG33G S07,SPACE TELESCOPE SCIENCE INSTITUTE,HQ,"INTERNATIOANL YEAR OF ASTRONOMY AND BEYOND:  LIBRARIES AS A PATHWAY TO INSPIRING, ENGAGING, AND EDUCATING TOMORROW'S EXPLORERS",RESEARCH OPPERTUNITIES IN EDUCATION AND PUBLIC OUTREACH FOR EARTH AND SPACE SCIENCE,DENISE SMITH,JAMES C LOCHNER,1/9/2013,1/24/2008,9/30/2013,Work In Progress,Receiving
(N/A),NNX08AG35G S06,SPACE SCIENCE INSTITUTE,HQ,"FINDING NEO-USING THE SEARCH FOR ASTEROIDS AS A FRAMEWORK FOR ENGAGING WEB, SCIENCE CENTER, AND LIBRARY AUDIENCES IN ASTRONOMY, MATHEMATICS, AND ENGINEERING TOPICS",OPPORTUNITIES IN SCIENCE MISSION DIRECTORATE EDUCATION AND PUBLIC OUTREACH FOR EARTH AND SPACE SCIENCE PROGRAM,JAMES HAROLD,JAMES C LOCHNER,1/9/2013,1/24/2008,7/23/2013,Awarded,Distribution
4200459079/ 4200459080,NNX08AH49A S20,CALIFORNIA ASSOCIATION FOR RESEARCH IN ASTRONOMY,HQ,ORIGINS SCIENCE AT W.M. KECK OBSERVATORY:  FY2008-FY2012,UNSOLICITED,TAFT ARMANDROFF,MARIO R PEREZ,1/10/2013,3/1/2008,2/28/2013,Awarded,Distribution
(N/A),NNX08AH71G S06,UNIVERSITY OF MARYLAND - COLLEGE PARK,HQ,EAST ASIAN STUDY OF TROPOSHERIC AEROSOLS:  AN INTERNATIONAL REGIONAL EXERIMENT (EAST-AIRE),ATMOSPHERIC COMPOSITION:  RESEARCH AND MODELING,ZHANQING LI,HAL B MARING,2/5/2013,2/29/2008,2/28/2014,Awarded,Distribution
(N/A),NNX08AI42G S06,SOUTHWEST RESEARCH INSTITUTE,HQ,CONSTRAINING PLANET FORMATION PROCESSES BY MODELING THE COLLISIONAL AND DYNAMICAL EVOLUTION OF INNER SOLAR SYSTEM ASTEROIDS,ORIGINS OF SOLAR SYSTEMS PROGRAM,WILLIAM F. BOTTKE,MAX P BERNSTEIN,2/27/2013,4/15/2008,4/14/2014,Awarded,Distribution
(N/A),NNX08AJ15G S05,PENNSYLVANIA STATE UNIVERSITY,HQ,A STRATEGIC OZONESONDE NETWORK FOR ARCTAS (ARC-IONS) AND DEPLOYMENT OF PSU'S NATIVE FOR SATELLITE VALIDATION DURING SUMMER-ARCTAS,TROPOSPHERIC CHEMISTRY:  ARCTIC RESEARCH OF THE COMPOSITON OF THE TROPOSPHERE FROM AIRCRAFT AND SATELLITES,ANNE THOMPSON,JASSIM A AL-SAADI,2/13/2013,2/26/2008,1/31/2014,Awarded,Distribution
(N/A),NNX08AJ15G S06,PENNSYLVANIA STATE UNIVERSITY,HQ,A STRATEGIC OZONESONDE NETWORK FOR ARCTAS (ARC-IONS) AND DEPLOYMENT OF PSU'S NATIVE FOR SATELLITE VALIDATION DURING SUMMER-ARCTAS,TROPOSPHERIC CHEMISTRY:  ARCTIC RESEARCH OF THE COMPOSITON OF THE TROPOSPHERE FROM AIRCRAFT AND SATELLITES,GEORGE S YOUNG,ALEXANDER A PSZENNY,4/27/2013,2/26/2008,1/31/2014,Awarded,Distribution
(N/A),NNX08AJ38G S06,UNIVERSITY OF CALIFORNIA - BERKELEY,HQ,ENHANCING OUR UNDERSTANDING OF THE CREATION OF THE ELEMENTS - MEASURING THE GALACTIC 60FE/26A1 RATIO WITH COMPTEL,ASTROPHYSICS DATA ANALYSIS PROGRAM,STEVEN BOGGS,DOUGLAS M HUDGINS,1/28/2013,2/28/2008,2/27/2014,Awarded,Distribution
(N/A),NNX08AJ66G S06,SMITHSONIAN ASTROPHYSICAL OBSERVATORY,HQ,CONSTRAINING THE STELLAR INITIAL MASS FUNCTION THROUGH A BROAD SPECTRUM ARCHIVAL STUDY OF STAR FORMING REGIONS,ASTROPHYSICS DATA ANALYSIS PROGRAM,AUGUST MUENCH,DOUGLAS M HUDGINS,1/16/2013,2/28/2008,2/27/2014,Awarded,Distribution
(N/A),NNX08AJ92G S11,UNIVERSITY OF MICHIGAN - ANN ARBOR,HQ,MAPPING GLOBAL CO2: DEVELOPMENT AND APPLICATION OF GEOSTATISTICAL ALGORITHMS FOR GAP FILLING AND UNCERTAINTY ASSESSMENT FOR THE ORBITING CARBON OBSERVATORY,CARBON CYCLE SCIENCE,NANCY LOVE,DIANE E WICKLAND,3/29/2013,4/1/2008,3/31/2014,Awarded,Distribution
(N/A),NNX08AK43G S10,THE RESEARCH FOUNDATION OF SUNY - STONYBROOK UNIVERSITY,HQ,GRAVITY WAVE PARAMETERIZATION IN GISS CLIMATE MODELS,ATMOSPHERIC COMPOSITION: MODELING AND ANALYSIS,MARVIN GELLER,RICHARD S ECKMAN,2/15/2013,4/1/2008,7/14/2013,Awarded,Distribution
(N/A),NNX08AK43G S11,THE RESEARCH FOUNDATION OF SUNY - STONYBROOK UNIVERSITY,HQ,GRAVITY WAVE PARAMETERIZATION IN GISS CLIMATE MODELS,ATMOSPHERIC COMPOSITION: MODELING AND ANALYSIS,MARVIN GELLER,RICHARD S ECKMAN,5/1/2013,4/1/2008,3/31/2014,Awarded,Distribution
4200481355,NNX08AK43G S12,THE RESEARCH FOUNDATION OF SUNY - STONYBROOK UNIVERSITY,HQ,GRAVITY WAVE PARAMETERIZATION IN GISS CLIMATE MODELS,ATMOSPHERIC COMPOSITION: MODELING AND ANALYSIS,MARVIN GELLER,RICHARD S ECKMAN,7/9/2013,4/1/2008,3/31/2014,Awarded,Distribution
4200486251,NNX08AK43G S13,THE RESEARCH FOUNDATION OF SUNY - STONYBROOK UNIVERSITY,HQ,GRAVITY WAVE PARAMETERIZATION IN GISS CLIMATE MODELS,ATMOSPHERIC COMPOSITION: MODELING AND ANALYSIS,MARVIN GELLER,RICHARD S ECKMAN,8/27/2013,4/1/2008,3/31/2014,Awarded,Distribution
(N/A),NNX08AK68G S05,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,HQ,U.S. PARTICIPATION IN THE MARCO POLO MISSION,UNSOLICITED,RICHARD BINZEL,LINDLEY N JOHNSON,3/22/2013,3/27/2008,3/29/2014,Awarded,Distribution
