Purchase Requisition Number,Grant Number,Institution,NASA Center,Proposal Title,Program Title,Principal Investigator Name,Technical Officer,Award Date,Performance Start Date,Performance End Date,Status,Description of Action
(N/A),NNX06AH48G S07,SCRIPPS INSTITUTION OF OCEANOGRAPHY,HQ,"LOW-RELIEF SURFACES FOR SATELLITE ALTIMETER PERFORMANCE ASSESSMENT AND GEOMORPHIC PROCESS INVESTIGATIONS: SALAR DE UYUNI BOLIVIA AS SEEN BY ICESAT, CRYOSAT AND OTHER SATELLITE SENSORS",ICE CLOUD AND LAND ELEVATION SATELLITE (ICESAT) AND CRYOSAT,HELEN A. FRICKER,THOMAS WAGNER,3/29/2011,9/12/2006,9/11/2012,Awarded,Distribution
(N/A),NNX06AI03G S07,UNIVERSITY OF WASHINGTON,GSFC,"ANTARTIC ICE SHELF CHANGE AND BASAL MELT USING ICESAT, CRYOSAT, AND OTHER SATELLITE DATA",UNSOLICITED,IAN JOUGHIN,NANCY MAYNARD,9/6/2011,9/21/2006,9/30/2012,Awarded,Distribution
4200237392,NNX07AB21G S05,THE AEROSPACE CORPORATION,GSFC,POLAR CEPPAD EXTENDED MISSION,UNSOLICITED,SETH CLAUDEPIERRE,THOMAS MOORE,2/10/2011,10/1/2006,3/31/2011,Awarded,Distribution
(N/A),NNX07AB33A S08,YALE UNIVERSITY,GRC,FUEL DILUTION STUDIES OF COFLOW LAMINAR DIFFUSION FLAMES IN A MICROGRAVITY ENVIRONMENT,UNSOLICITED,MARSHALL LONG,DENNIS P STOCKER,9/23/2011,10/1/2006,12/31/2011,Awarded,Distribution
(N/A),NNX07AB37A S07,UNIVERSITY OF HAWAII,GRC,FLAME DESIGN: A NOVEL APPROACH TO CLEAN EFFICIENT DIFFUSION FLAMES,UNSOLICITED,BEEI-HUAN CHAO,DENNIS P STOCKER,9/7/2011,10/1/2006,9/30/2012,Awarded,Distribution
4200398627,NNX07AB49G S06,THE HISTORY OF SCIENCE SOCIETY,HQ,NASA/HSS FELLOWSHIP IN THE HISTORY OF SPACE SCIENCE,UNSOLICITED,ROBERT J. MALONE,STEPHEN J GARBER,8/11/2011,2/2/2007,2/1/2012,Awarded,Distribution
4200329319,NNX07AB68G S10,REGENTS OF THE UNIVERSITY OF COLORADO,GSFC,TIMED SEE EXPERIMENT - PHASE E,MISSION OPERATIONS AND DATA ANALYSIS PROGRAM,THOMAS N WOODS,RICHARD A GOLDBERG,1/24/2011,1/1/2007,12/31/2011,Awarded,Distribution
4200377822,NNX07AB79G S06,UNIVERSITY OF COLORADO - BOULDER,HQ,CHEMISTRY-CLIMATE STUDIES USING GENERAL CIRCULATION METHODS,UNSOLICITED,JUDITH PERLWITZ,ANNE R DOUGLASS,3/17/2011,10/1/2006,9/30/2011,Awarded,Distribution
(N/A),NNX07AB83A S06,UNIVERSITY OF RHODE ISLAND,GRC,ADMINISTRATIVE - 2ND NO COST EXTENSION,AVIATION SAFETY PROGRAM: AGING AIRCRAFT AND DURABILITY PROJECT,OTTO GREGORY,GUSTAVE C FRALICK,7/6/2011,1/1/2007,12/31/2011,Awarded,Distribution
(N/A),NNX07AB83A S07,UNIVERSITY OF RHODE ISLAND,GRC,SEMI-CONDUCTIVE OXIDES FOR HIGH-TEMPERATURE THIN FILM SENSORS APPLICATIONS,AVIATION SAFETY PROGRAM: AGING AIRCRAFT AND DURABILITY PROJECT,OTTO GREGORY,GUSTAVE C FRALICK,12/22/2011,1/1/2007,3/31/2012,Awarded,Distribution
4200371422,NNX07AB90A S05,STANFORD UNIVERSITY,GRC,DETAILED MODELING OF COMBUSTION NOISE USING A COMBINED LARGE-EDDY SIMULATION/COMPUTATIONAL AEROCOUSTICS MODEL,FUNDAMENTAL AERONAUTICS PROGRAM: SUBSONIC FIXED WING PROJECT,HEINZ PITSCH,LENNART S HULTGREN,1/24/2011,1/16/2007,1/15/2012,Awarded,Distribution
4200381792,NNX07AB90A S06,STANFORD UNIVERSITY,GRC,DETAILED MODELING OF COMBUSTION NOISE USING A COMBINED LARGE-EDDY SIMULATION/COMPUTATIONAL AEROCOUSTICS MODEL,FUNDAMENTAL AERONAUTICS PROGRAM: SUBSONIC FIXED WING PROJECT,HEINZ PITSCH,LENNART S HULTGREN,4/13/2011,1/16/2007,1/15/2012,Awarded,Distribution
(N/A),NNX07AB90A S07,STANFORD UNIVERSITY,GRC,DETAILED MODELING OF COMBUSTION NOISE USING A COMBINED LARGE-EDDY SIMULATION/COMPUTATIONAL AEROCOUSTICS MODEL,FUNDAMENTAL AERONAUTICS PROGRAM: SUBSONIC FIXED WING PROJECT,HEINZ PITSCH,LENNART S HULTGREN,12/19/2011,1/16/2007,12/31/2012,Awarded,Distribution
4200371423,NNX07AB92A S04,STANFORD UNIVERSITY,GRC,INTEGRATED LARGE EDDY SIMULATION OF MULTI-PHASE TURBULENT REACTING FLOWS FOR REALISTIC GAS-TURBINE COMBUSTORS,FUNDAMENTAL AERONAUTICS PROGRAM: SUBSONIC FIXED WING PROJECT,HEINZ PITSCH,NAN-SUEY LIU,1/24/2011,1/16/2007,1/15/2012,Awarded,Distribution
4200381795,NNX07AB92A S05,STANFORD UNIVERSITY,GRC,INTEGRATED LARGE EDDY SIMULATION OF MULTI-PHASE TURBULENT REACTING FLOWS FOR REALISTIC GAS-TURBINE COMBUSTORS,FUNDAMENTAL AERONAUTICS PROGRAM: SUBSONIC FIXED WING PROJECT,HEINZ PITSCH,NAN-SUEY LIU,4/13/2011,1/16/2007,1/15/2012,Awarded,Distribution
(N/A),NNX07AB92A S06,STANFORD UNIVERSITY,GRC,INTEGRATED LARGE EDDY SIMULATION OF MULTI-PHASE TURBULENT REACTING FLOWS FOR REALISTIC GAS-TURBINE COMBUSTORS,FUNDAMENTAL AERONAUTICS PROGRAM: SUBSONIC FIXED WING PROJECT,HEINZ PITSCH,NAN-SUEY LIU,12/15/2011,1/16/2007,12/31/2012,Awarded,Distribution
4200397063,NNX07AB98G S05,SMITHSONIAN ASTROPHYSICAL OBSERVATORY,HQ,QUANTITATIVE VALIDATION AND ASSESSMENTS OF SOLAR/HELIOSPHERIC 3D MODEL CODES USING EMPIRICAL DATA FROM REMOTE-SENSING AND IN SITU MEASUREMENTS,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,LEONARD STRACHAN,RAMONA L KESSEL,7/13/2011,11/30/2006,11/29/2011,Awarded,Distribution
(N/A),NNX07AB98G S06,SMITHSONIAN ASTROPHYSICAL OBSERVATORY,HQ,QUANTITATIVE VALIDATION AND ASSESSMENTS OF SOLAR/HELIOSPHERIC 3D MODEL CODES USING EMPIRICAL DATA FROM REMOTE-SENSING AND IN SITU MEASUREMENTS,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,LEONARD STRACHAN,MADHULIKA GUHATHAKURTA,9/21/2011,11/30/2006,11/29/2012,Awarded,Distribution
4200397064,NNX07AB99G S04,UNIVERSITY OF MICHIGAN,HQ,QUANTITATIVE VALIDATION AND ASSESSMENTS OF SOLAR/HELIOSPHERIC 3D MODELING CODES USING EMPIRICAL DATA FROM REMOTE-SENSING AND IN SITU MEASUREMENTS,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,THOMAS ZURBUCHEN,MADHULIKA GUHATHAKURTA,7/13/2011,12/1/2006,11/30/2011,Awarded,Distribution
(N/A),NNX07AB99G S05,UNIVERSITY OF MICHIGAN,HQ,QUANTITATIVE VALIDATION AND ASSESSMENTS OF SOLAR/HELIOSPHERIC 3D MODELING CODES USING EMPIRICAL DATA FROM REMOTE-SENSING AND IN SITU MEASUREMENTS,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,THOMAS ZURBUCHEN,MADHULIKA GUHATHAKURTA,11/9/2011,12/1/2006,11/30/2012,Awarded,Distribution
4200380810/ 4200383436,NNX07AC12G S04,SOUTHWEST RESEARCH INSTITUTE,HQ,EARTH-MOON-MARS RADIATION EXPOSURE MODEL (EMMREM),LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,MIHIR DESAI,MADHULIKA GUHATHAKURTA,4/11/2011,12/1/2006,11/30/2011,Awarded,Distribution
(N/A),NNX07AC12G S05,SOUTHWEST RESEARCH INSTITUTE,HQ,EARTH-MOON-MARS RADIATION EXPOSURE MODEL (EMMREM),LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,MIHIR DESAI,MADHULIKA GUHATHAKURTA,11/22/2011,12/1/2006,11/30/2012,Awarded,Distribution
4200380809,NNX07AC14G S04,UNIVERSITY OF TENNESSEE,HQ,(N/A),LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,LAWRENCE TOWNSEND,MADHULIKA GUHATHAKURTA,4/1/2011,11/30/2006,10/29/2011,Awarded,Distribution
4200383434,NNX07AC14G S05,UNIVERSITY OF TENNESSEE,HQ,EARTH-MOON-MARS RADIATION MODEL,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,LAWRENCE TOWNSEND,MADHULIKA GUHATAKURTA,4/28/2011,11/30/2006,10/29/2011,Awarded,Distribution
(N/A),NNX07AC14G S06,UNIVERSITY OF TENNESSEE,HQ,EARTH-MOON-MARS RADIATION MODEL,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,LAWRENCE TOWNSEND,MADHULIKA GUHATAKURTA,9/30/2011,11/30/2006,10/29/2012,Awarded,Distribution
4200318636,NNX07AC15G S05,THE TRUSTEES OF BOSTON UNIVERSITY,HQ,EARTH-MOON-MARS RADIATION EXPOSURE MODULE (EMMREM),LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,NATHAN SCHWADRON,CHARLES GOODRICH,3/1/2011,12/1/2006,3/1/2011,Awarded,Distribution
4200393848,NNX07AC16G S04,UNIVERSITY OF MICHIGAN,HQ,THE COMPREHENSIVE CORONA AND HELIOSPHERE MODEL,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,TAMAS GOMBOSI,MADHULIKA GUHATHAKURTA,6/28/2011,1/1/2007,12/31/2011,Awarded,Distribution
(N/A),NNX07AC16G S05,UNIVERSITY OF MICHIGAN,HQ,THE COMPREHENSIVE CORONA AND HELIOSPHERE MODEL,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,TAMAS GOMBOSI,MADHULIKA GUHATHAKURTA,9/8/2011,1/1/2007,12/31/2012,Awarded,Distribution
4200180043,NNX07AC21G S03,SPACE TELESCOPE SCIENCE INSTITUTE,GSFC,PROBING SMALL-SCALE ISM VARIATIONS WITH MULT-EPOCH FUSE OBSERVATIONS,FUSE GUEST INVESTIGATOR PROGRAM - CYCLE 7,SCOTT FRIEDMAN,GEORGE SONNEBORN,1/7/2011,12/1/2006,11/30/2011,Awarded,Distribution
(N/A),NNX07AC40A S04,NORTH CAROLINA STATE UNIVERSITY,LaRC,RECONFIGURABLE ROBUST GAIN SCHEDULED CONTROL FOR AIR-BREATHING HYPERSONIC VEHICLES,FUNDAMENTAL AERONAUTICS PROGRAM: HYPERSONICS PROJECT,FEN WU,DONALD I SOLOWAY,12/8/2011,1/5/2007,12/31/2011,Awarded,Distribution
(N/A),NNX07AC42A S05,ARIZONA STATE UNIVERSITY,ARC,ROBUST HIERATCHICAL CONTROL FOR FUTURE HYPERSONIC VEHICLES WITH AERO-THERMO-ELASTIC-PROPULSION INTERACTIONS,FUNDAMENTAL AERONAUTICS PROGRAM,ARMANDO RODRIGUEZ,DONALD I SOLOWAY,7/13/2011,1/20/2007,7/31/2012,Awarded,Distribution
4200377874,NNX07AC64A S08,AUBURN UNIVERSITY,LaRC,INVESTIGATION OF STRAIN-RATE EFFECTS ON CRACK GROWTH IN GRAPHIC-EPOXY COMPOSITES WITH STIFFENERS,FUNDAMENTAL AERONAUTICS PROGRAM: SUPERSONICS PROJECT,HAREESH TIPPUR,PHILIP B BOGERT,3/18/2011,12/6/2006,10/1/2011,Awarded,Distribution
4200390349,NNX07AC72A S08,LELAND JUNIOR STANFORD UNIVERSITY,GRC,EMISSIONS PREDICTION AND MODELING OF SUPERSONIC VEHICLE COMUBSTION SYSTEMS,FUNDAMENTAL AERONAUTICS PROGRAM: SUPERSONICS PROJECT,HEINZ PITSCH,NAN-SUEY LIU,6/7/2011,1/19/2007,1/18/2012,Awarded,Distribution
(N/A),NNX07AC72A S09,LELAND JUNIOR STANFORD UNIVERSITY,GRC,EMISSIONS PREDICTION AND MODELING OF SUPERSONIC VEHICLE COMUBSTION SYSTEMS,FUNDAMENTAL AERONAUTICS PROGRAM: SUPERSONICS PROJECT,HEINZ PITSCH,NAN-SUEY LIU,12/28/2011,1/19/2007,12/31/2012,Awarded,Distribution
(N/A),NNX07AC86A S08,OHIO STATE UNIVERSITY RESEARCH FOUNDATION,GRC,"SUPERSONIC JET NOISE SUPPRESSION USING PLASMA ACTUATORS: COUPLED EXPERIMENTS, LES AND ADJOINT-BASED OPTIMIZATION",FUNDAMENTAL AERONAUTICS PROGRAM:  SUPERSONICS PROJECT,MOHAMMED SAMIMY,CLIFFORD A BROWN,6/3/2011,1/1/2007,12/31/2011,Awarded,Distribution
4200414331,NNX07AC86A S09,OHIO STATE UNIVERSITY RESEARCH FOUNDATION,GRC,"SUPERSONIC JET NOISE SUPPRESSION USING PLASMA ACTUATORS: COUPLED EXPERIMENTS, LES AND ADJOINT-BASED OPTIMIZATION",FUNDAMENTAL AERONAUTICS PROGRAM:  SUPERSONICS PROJECT,MOHAMMED SAMIMY,CLIFFORD A BROWN,11/10/2011,1/1/2007,12/31/2011,Awarded,Distribution
(N/A),NNX07AC86A S10,OHIO STATE UNIVERSITY,GRC,"SUPERSONIC JET NOISE SUPPRESSION USING PLASMA ACTUATORS: COUPLED EXPERIMENTS, LES AND ADJOINT-BASED OPTIMIZATION",FUNDAMENTAL AERONAUTICS PROGRAM:  SUPERSONICS PROJECT,MOHAMMED SAMIMY,CLIFFORD A BROWN,12/21/2011,1/1/2007,3/31/2012,Awarded,Distribution
(N/A),NNX07AC94A S05,STANFORD UNIVERSITY,GRC,PREDICTION AND MODELING OF SUPERSONIC JET NOISE USING LARGE-EDDY SIMULATION,FUNDAMENTAL AERONAUTICS PROGRAM: SUPERSONICS PROJECT,SANJIVA LELE,JAMES R DEBONIS,3/3/2011,1/3/2007,9/30/2011,Awarded,Distribution
4200274513,NNX07AD21G S04,COLUMBIA UNIVERSITY,GSFC,INVESTIGATING LARGE-SCALE TROPICAL ATMOSPHERIC DYNAMICS USING TRMM DATA,PRECIPITATION MEASUREMENT MISSIONS SCIENCE TEAM,ADAM SOBEL,MATHEW R SCHWALLER,3/31/2011,1/4/2007,1/3/2012,Awarded,Distribution
4200389969,NNX07AD22G S06,UNIVERSITY OF IOWA,GRC,SELF-STRUCTURING IN DUSTY PLASMAS,UNSOLICITED,JOHN GOREE,ARNON CHAIT,6/7/2011,3/1/2007,4/14/2013,Awarded,Distribution
(N/A),NNX07AD42A S06,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,LaRC,A NOISE ASSESSMENT METHODOLOGY FOR HIGHLY-INTEGRATED PROPULSION SYSTEMS WITH INLET FLOW DISTORTION,FUNDAMENTAL AERONAUTICS PROGRAM: SUBSONIC FIXED WING PROJECT,ZOLTAN SPAKOVSZKY,RUSSELL H THOMAS,4/4/2011,6/1/2007,3/31/2011,Awarded,Distribution
4200373238,NNX07AD58A S09,UNIVERSITY OF TENNESSEE (SPACE INSTITUTE),GRC,REAL TIME METHODS TO REDUCE INFLIGHT ICING HAZARDS,AVIATION SAFETY PROGRAM:  INTEGRATED VEHICLE HEALTH MANAGEMENT PROJECT,BORJA MARTOS,THOMAS P RATVASKY,3/28/2011,2/1/2007,1/31/2012,Awarded,Distribution
4200383285,NNX07AD58A S10,UNIVERSITY OF TENNESSEE (SPACE INSTITUTE),GRC,REAL TIME METHODS TO REDUCE INFLIGHT ICING HAZARDS,AVIATION SAFETY PROGRAM:  INTEGRATED VEHICLE HEALTH MANAGEMENT PROJECT,BORJA MARTOS,THOMAS P RATVASKY,5/10/2011,2/1/2007,1/31/2012,Awarded,Distribution
4200389471,NNX07AD58A S11,UNIVERSITY OF TENNESSEE (SPACE INSTITUTE),GRC,REAL TIME METHODS TO REDUCE INFLIGHT ICING HAZARDS,AVIATION SAFETY PROGRAM:  INTEGRATED VEHICLE HEALTH MANAGEMENT PROJECT,BORJA MARTOS,THOMAS P RATVASKY,6/13/2011,2/1/2007,1/31/2012,Awarded,Distribution
(N/A),NNX07AD58A S12,UNIVERSITY OF TENNESSEE (SPACE INSTITUTE),GRC,REAL TIME METHODS TO REDUCE INFLIGHT ICING HAZARDS,AVIATION SAFETY PROGRAM:  INTEGRATED VEHICLE HEALTH MANAGEMENT PROJECT,BORJA MARTOS,THOMAS P RATVASKY,12/20/2011,2/1/2007,1/31/2013,Awarded,Distribution
4200264988,NNX07AD70A S05,ARIZONA STATE UNIVERSITY,GRC,AN INTEGRATED VEHICLE HEALTH MANAGEMENT APPROACH TO HETEROGENEOUS STRUCTURAL SYSTEMS,AVIATION SAFETY PROGRAM: INTEGRATED VEHICLE HEALTH MANAGEMENT PROJECT,ADITI CHATTOPADHYAY,STEVEN M ARNOLD,2/14/2011,1/24/2007,7/23/2011,Awarded,Distribution
4200362548,NNX07AD96A S11,SETI INSTITUTE,ARC,SCIENCE PROCESSING SUPPORT FOR NASA DISCOVERY PROGRAM'S KEPLER MISSION,DISCOVERY PROGRAM - 2000,JON M JENKINS,CHARLES K SOBECK,1/12/2011,3/15/2007,3/14/2011,Awarded,Distribution
4200362548,NNX07AD96A S12,SETI INSTITUTE,ARC,SCIENCE PROCESSING SUPPORT FOR NASA DISCOVERY PROGRAM'S KEPLER MISSION,DISCOVERY PROGRAM - 2000,JON M JENKINS,CHARLES K SOBECK,2/18/2011,3/15/2007,9/14/2011,Awarded,Distribution
4200374046,NNX07AD98A S07,SETI INSTITUTE,ARC,CHARACTERIZING THE PHOTOMETER FOR NASA DISCOVERY PROGRAMS KELPLER MISSION,DISCOVERY PROGRAM,JON M JENKINS,CHARLES K SOBECK,2/23/2011,3/15/2007,11/30/2014,Awarded,Distribution
(N/A),NNX07AD98A S08,SETI INSTITUTE,ARC,CHARACTERIZING THE PHOTOMETER FOR NASA DISCOVERY PROGRAMS KELPLER MISSION,DISCOVERY PROGRAM,JON M JENKINS,CHARLES K SOBECK,3/31/2011,3/15/2007,5/14/2011,Awarded,Distribution
4200371742,NNX07AD99G S12,GEORGE MASON UNIVERSITY,GSFC,JOINT LABORATORY FOR GEOSCIENCES INTEROPERABILITY PARTNERSHIP,UNSOLICITED,CHAOWEI YANG,MYRA J BAMBACUS,2/1/2011,1/18/2007,1/17/2012,Awarded,Distribution
4200388797,NNX07AD99G S13,GEORGE MASON UNIVERSITY,GSFC,JOINT LABORATORY FOR GEOSCIENCES INTEROPERABILITY PARTNERSHIP,UNSOLICITED,CHAOWEI YANG,MYRA J BAMBACUS,5/25/2011,1/18/2007,1/17/2012,Awarded,Distribution
4200393548,NNX07AD99G S14,GEORGE MASON UNIVERSITY,GSFC,JOINT LABORATORY FOR GEOSCIENCES INTEROPERABILITY PARTNERSHIP,UNSOLICITED,CHAOWEI YANG,MYRA J BAMBACUS,6/30/2011,1/18/2007,1/17/2012,Awarded,Distribution
4200405392,NNX07AD99G S15,GEORGE MASON UNIVERSITY,GSFC,JOINT LABORATORY FOR GEOSCIENCES INTEROPERABILITY PARTNERSHIP,UNSOLICITED,CHAOWEI YANG,MYRA J BAMBACUS,8/22/2011,1/18/2007,1/17/2012,Awarded,Distribution
4200412378,NNX07AD99G S16,GEORGE MASON UNIVERSITY,GSFC,JOINT LABORATORY FOR GEOSCIENCES INTEROPERABILITY PARTNERSHIP,UNSOLICITED,CHAOWEI YANG,MYRA J BAMBACUS,10/31/2011,1/18/2007,1/17/2012,Awarded,Distribution
4200383279,NNX07AE11A S04,LELAND STANFORD JUNIOR UNIVERSITY,ARC,ROBUST OPTIMAL ESTIMATION OF HYBIRD SYSTEM STATES FOR DIAGNOSIS AND PROGNOSIS OF AIRCRAFT SYSTEMS,AVIATION SAFETY PROGRAM:  INTEGRATED VEHICLE HEALTH MANAGEMENT PROJECT,STEPHEN BOYD,RODNEY A MARTIN,4/25/2011,3/1/2007,2/29/2012,Awarded,Distribution
4200383279,NNX07AE11A S05,LELAND STANFORD JUNIOR UNIVERSITY,ARC,ROBUST OPTIMAL ESTIMATION OF HYBIRD SYSTEM STATES FOR DIAGNOSIS AND PROGNOSIS OF AIRCRAFT SYSTEMS,AVIATION SAFETY PROGRAM:  INTEGRATED VEHICLE HEALTH MANAGEMENT PROJECT,STEPHEN BOYD,RODNEY A MARTIN,7/19/2011,3/1/2007,2/29/2012,Awarded,Distribution
4200406962,NNX07AE30G S11,CARNEGIE MELLON UNIVERSITY,GRC,ROBOTIC MOBILITY IN LUNAR POLAR TERRAIN,UNSOLICITED,DAVID WETTERGREEN,COLIN M CREAGER,9/19/2011,3/16/2007,12/31/2011,Awarded,Distribution
(N/A),NNX07AE30G S12,CARNEGIE MELLON UNIVERSITY,GRC,ROBOTIC MOBILITY IN LUNAR POLAR TERRAIN,UNSOLICITED,DAVID WETTERGREEN,COLIN M CREAGER,11/21/2011,3/16/2007,12/31/2012,Awarded,Distribution
(N/A),NNX07AE36G S15,SAN JOSE STATE UNIVERSITY RESEARCH FOUNDATION,ARC,CHARACTERIZATION OF THE LUNAR DUST ENVIROMENT FOR HUMAN EXPLORATION AND AS A TRACER OF THE HISTORY OF ORGANICS IN THE SOLAR SYSTEM,UNSOLICITED,MICHAEL KAUFMAN,SANFORD S DAVIS,5/12/2011,5/1/2007,6/30/2011,Awarded,Distribution
