Purchase Requisition Number,Grant Number,Institution,NASA Center,Proposal Title,Program Title,Principal Investigator Name,Technical Officer,Award Date,Performance Start Date,Performance End Date,Status,Description of Action
4200157234,NNX06AB27G,SOUTHWEST RESEARCH INSTITUTE,HQ,PHYSICAL STUDIES OF LARGE SCALE COLLISIONS,(N/A),DAVID NESVORNEY,R. STEPHEN SAUNDERS,6/23/2006,5/10/2006,5/9/2009,Awarded,Distribution
4200155942,NNX06AB28G,UNIVERSITY OF ARIZONA,HQ,IMPLANTATION OF MARTIAN ATMOSPHERE INTO METEORITES AS A FUNCTION OF TEMPERATURE,(N/A),TIM SWINDLE,MARILYN LINDSTROM,6/22/2006,5/10/2006,5/9/2009,Awarded,Distribution
4200157233,NNX06AB29G,Brown University,HQ,GEOLOGICAL MAPPING OF VENUS CHARACTERIZATION OF SOME MAJOR TOPOGRAPHIC FEATURES AND DEVELOPING CRITERIA TO A TEST,(N/A),JAMES HEAD,STEVE SAUNDERS,6/9/2006,5/10/2006,5/9/2007,Awarded,Distribution
4200157264,NNX06AB30G,ARIZONA STATE UNIVERSITY,HQ,STUDIES OF ASTEROIDS AND SATELLITES,(N/A),ALAN HARRIS,STEVE SAUNDERS,6/14/2006,5/10/2006,5/9/2007,Awarded,Distribution
4200157266,NNX06AB31G,Arizona State University,HQ,Global Geological Map of Europa,(N/A),RONALD GREELEY,STEVE SAUNDERS,6/15/2006,5/15/2006,5/14/2007,Awarded,Distribution
4200172552 /  4200175358,NNX06AB32G,UTAH STATE UNIVERSITY,GSFC,SPACE DYNAMICS LABORATORY CALIBRATION STANDARDS INITIATIVE,(N/A),ALAN THURGOOD,DAVE LAVERY,9/17/2006,8/28/2006,8/27/2007,Awarded,Distribution
4200156173,NNX06AB33G,UT,HQ,Chronological and Mineralogical Studies,(N/A),Stephen Symes,Marilyn Lindstrom,6/9/2006,7/17/2006,7/16/2009,Awarded,Distribution
4200156173,NNX06AB33G S01,UNIVERSITY OF TENNESSEE,HQ,SUPPLEMENTAL ADMINISTRATIVE DEOBLIGATION,(N/A),STEVEN SYMES,MARILYN LINDSTROM,7/27/2006,7/17/2006,7/16/2009,Awarded,Distribution
4200147996,NNX06AB34G,Massachusetts Institute of Technology,HQ,Voyager 1 & 2 at Saturn Revisited,(N/A),John Richardson,Curt Niebur,6/6/2006,5/10/2006,5/9/2007,Awarded,Distribution
4200154464,NNX06AB35G,AAVSO,GSFC,ABSOLUTE UBV CALIBRATION FOR THE UVOT,(N/A),ARNE HENDEN,FRANCIS MARSHALL,7/24/2006,5/10/2006,5/9/2007,Awarded,Distribution
4200147992,NNX06AB36G S01,UNIVERSITY OF CALIFORNIA,GSFC,THIS SUPPLEMENT CANCELS THIS GRANT AWARD IN ITS ENTIRETY AND IS REPLACED WITH GRANT NNX06AD48G,(N/A),GERALD SCHUBERT,CURT NIEBUR,7/24/2006,5/10/2006,5/9/2007,Awarded,Distribution
4200147337,NNX06AB37G,PURDUE UNIVERSITY,HQ,HIGH-RESOLUTION FOSSIL FUEL EMISSION ESTIMATES IN SUPPORT OF NACP CO2 MEASUREMENTS AND ASSIMILATION,(N/A),KEVIN GURNEY,WILLIAM EMANUEL,6/16/2006,5/10/2006,5/9/2008,Awarded,Distribution
4200150358,NNX06AB38G,UCLA,GSFC,INSIGHT ABOUT INDUCED STAR FORMATION: SFT IN THE SHELL SYSTEM OF EARLY TYPE GALAXIES,(N/A),MICHAEL RICH,SUSAN NEFF,7/31/2006,6/1/2006,5/31/2007,Awarded,Distribution
4200150266,NNX06AB39G,COLA Center of the Institute of Global Environment,GSFC,Development of Standard Implementation Practices and Productivity Software for ESMF-BASE MAP Systems,(N/A),PAUL SCHOPF,MAX J. SUAREZ,6/22/2006,5/10/2006,5/9/2009,Awarded,Distribution
4200156029,NNX06AB40G,Carnegie Institution of Washington,GSFC,A Train Depot:  Integrating Atmospheric Measurements,(N/A),MARILYN FOGEL,DANIEL GLAVIN,6/16/2006,6/1/2006,5/31/2009,Awarded,Distribution
4200148024,NNX06AB41G,CAL TECH,HQ,HEAVY ION ABSORPTION SIGNATURES NEAR THE INNER JOVIAN MOONS,(N/A),CHRISTINA COHEN,CURT NIEBUR,6/29/2006,5/10/2006,5/9/2009,Awarded,Distribution
4200154407,NNX06AB43G,COLLEGE OF CHARLESTON,GSFC,A SYSTEMATIC SEARCH FOR TWO DISTINCT GAMMA-RAY BURST PULSE TYPES IN SWIFT BAT DATA,(N/A),JON HAKKILA,F. RICK HARNDEN,6/29/2006,5/10/2006,5/9/2007,Awarded,Distribution
4200154462,NNX06AB44G,CAL TECH,GSFC,RADIO AFTERGLOW STUDIES:  THE LONG AND SHORT OF IT,(N/A),SHRINIVAS KULKARNI,F. RICK HARNDEN,6/16/2006,5/10/2006,5/9/2007,Awarded,Distribution
4200155295,NNX06AB45G,SPACE TELESCOPE SCIENCE INSTITUTE,GSFC,CONSTRAINING LOW LEVEL STAR FORMATION ACTIVITY:  A DEEP GALEX SURVEY AT THE OUTSKIRTS OF THE COMA CL,(N/A),HENRY FERGUSON,SUSAN NEFF,6/22/2006,5/8/2006,5/7/2007,Awarded,Distribution
4200155293,NNX06AB46G,UNIVERSITY OF COLORADO,GSFC,MAGNETIC FIELDS ON ALIEN DWARFS: STELLAR ACTIVITY IN THE ARCTURUS MOVING GROUP,(N/A),ALEXANDER BROWN,SUSAN NEFF,6/29/2006,7/1/2006,6/30/2007,Awarded,Distribution
4200155119,NNX06AB47G,The College of Charleston,GSFC,THE TRANSITION FROM GAMMA-RAY BURST TO AFTERGLOW,(N/A),Timothy Giblin,Francis Marshall,6/7/2006,5/8/2006,5/7/2007,Awarded,Distribution
4200146088,NNX06AB48G,COLUMBIA UNIVERSITY,GSFC,MOIST PHYSICS DEVELOPMENT FOR GEOS-5 USING SINGLE COLUMN MODELS WITH PARAMETERIZED DYNAMICS,(N/A),ADAM SOBEL,MICHELE RIENECKER,6/23/2006,5/8/2006,5/7/2009,Awarded,Distribution
4200156105,NNX06AB49A,GEORGE MASON UNIVERSITY,GSFC,THE DEVELOPMENT AND DEPLOYMENT OF A CEOP SATELLITE DATA SERVER,(N/A),LIPING DI,KEN MCDONALD,7/2/2006,5/8/2006,5/7/2008,Awarded,Distribution
4200145373,NNX06AB50G,UNIVERSITY OF COLORADO,GSFC,PATHWAYS TO PREDICTABILITY ON SUB-SEASONAL TIME SCALES: ASSESSING THE ROLE OF TROPICAL FORCING AND,(N/A),JIALIN LIN,SIEGFRIED SCHUBERT,7/13/2006,5/1/2006,4/30/2011,Awarded,Distribution
4200155471,NNX06AB51G,University of Alabama-Tuscaloosa,GSFC,STAR FORMATION HISTORY IN THE RICHEST CLUSTERS OF GALAXIES,(N/A),William Keel,Susan Neff,6/13/2006,8/1/2006,7/31/2007,Awarded,Distribution
4200157370,NNX06AB52G,UNIVERSITY OF ALABAMA-HUNTSVILLE,GSFC,ASSUME THE RESPONSIBILITIES OF NASA GLOBAL PRECIPITATION MISSION GROUND VALIDATION SCIENCE MANAGER,(N/A),WALTER PETERSEN,ARTHUR Y. HOU,7/13/2006,5/9/2006,5/8/2007,Awarded,Distribution
4200155929,NNX06AB53G,UNIVERSITY OF HAWAII,HQ,SPECTROSCOPY OF NATURAL GLASSES AND CONSTRAINTS ON MINERAL DETECTABILITY IN THE MIDDLE INFRARED,(N/A),VICTORIA HAMILTON,MARILYN LINDSTROM,6/13/2006,5/10/2006,5/9/2008,Awarded,Distribution
4200157377,NNX06AB54G,SOUTHWEST RESEARCH INSTITUTE,GSFC,LAND INFORMATION SYSTEM PRECIPITATION CLIMATOLOGY IMPROVEMENTS,(N/A),CHRISTOPHER DALY,CHRISTA PETERS-LIDARD,5/30/2006,6/1/2006,5/31/2008,Awarded,Distribution
4200155117,NNX06AB55G,"University of NC, Chapel Hill",GSFC,UNC AND FUN GRB FOLLOW-UP OBSERVATIONS OF SWIFT GRBS,(N/A),DANIEL REICHART,FRANCIS MARSHALL,5/24/2006,5/8/2006,5/7/2007,Awarded,Distribution
4200154047,NNX06AB56G,UNIVERSITY OF HAWAII AT MANOA,GSFC,SAM MSL,(N/A),TOBIAS OWEN,PAUL MAHAFFY,6/21/2006,7/1/2006,6/30/2009,Awarded,Distribution
4200155846,NNX06AB57G,UNIVERSITY OF MARYLAND BALTIMORE COUNTY,GSFC,THE VALIDATION OF AURA OZONE MEASUREMENTS USING CLOUD SLICING,(N/A),SUSHIL CHANDRA,P.K. BHARTTIA,6/15/2006,6/15/2006,6/14/2009,Awarded,Distribution
4200156505,NNX06AB58G,UNIVERSITY OF HAWAII,GSFC,PARTICIPATION IN THE CASSINI-HUYGENS GAS CHROMATOGRAPH-MASS SPECTROMETER TEAM,(N/A),TOBIAS OWEN,WAYNE KASPRZAK,6/14/2006,5/4/2006,5/3/2008,Awarded,Distribution
4200156505,NNX06AB58G S01,UNIVERSITY OF HAWAII,GSFC,ADMINISTRATIVE SUPPLEMENT TO AMEND CONDITIONS,(N/A),TOBIAS C.  OWEN,WAYNE KASPRZAK,11/13/2006,5/4/2007,5/3/2008,Awarded,Distribution
4200176977,NNX06AB58G S02,UNIVERSITY OF HAWAII,GSFC,SUPPLEMENT TO ADD YEAR 2 FUNDING,(N/A),TOBIAS C. OWEN,WAYNE KASPRZAK,11/13/2006,5/4/2007,5/3/2008,Awarded,Distribution
4200156759,NNX06AB60G,University of Michigan,HQ,Study of Cometary Activity Using Measurements by the Solar Wind Anistropies (SWAN) Instrument SOHO,(N/A),MICHAEL COMBI,CRAIG NIEBUR,6/6/2006,5/10/2006,5/9/2009,Awarded,Distribution
4200157839,NNX06AB61G,SRI International,HQ,Temperature Dependence of Oxygen Atom Recombination,(N/A),DAVID HUESTIS,PHILIP RICHARDS,6/12/2006,6/1/2006,5/31/2007,Awarded,Distribution
4200156041,NNX06AB62G,PLANETARY SCIENCE INSTITUTE,HQ,FURTHER ANALYSIS AND CHARACTERIZATION OF SULFATESAND SULFIDES USING MULTIPLE SPECTRAL TECHNIQUES,(N/A),MELISSA LANE,MARILYN LINDSTROM,6/6/2006,6/1/2006,5/31/2009,Awarded,Distribution
4200156303,NNX06AB63G,Colorado State University,GSFC,"A-TRAIN DATA DEPOT: INTEGRATING ATMOSPHERE MEASUREMENTS ALONG THE A-TRAIN TRACKS UTILIZING DATA FROM THE AQUA, CLOUDSAT, AND CALIPSO MISSIONS",(N/A),GRAEME STEPHENS,STEVE KEMPLER,6/12/2006,5/8/2006,5/7/2008,Awarded,Distribution
4200157713,NNX06AB64G,University of Arizona,GSFC,Sub-millimeter Spectroscopy of Astrophysically Significant Metal Hydrade-Species,(N/A),LUCY ZIURYS,PAMELA MARCUM,6/12/2006,6/1/2006,5/31/2009,Awarded,Distribution
4200156265,NNX06AB65G,Planetary Science Institute,HQ,"Impact Cratering On Mars: Hydrothermal Systems, Ejecta and Ramparts",(N/A),Elisabetta Pierazzo,Marilyn Lindstrom,6/2/2006,5/15/2006,5/14/2009,Awarded,Distribution
4200180417,NNX06AB65G S01,PLANETARY SCIENCE INSTITUTE,HQ,SUPPLEMENT FOR EPO FUNDING,(N/A),ELISABETTA PIERAZZO,MARILYN LINDSTROM,12/8/2006,5/15/2006,5/14/2009,Awarded,Distribution
4200156251,NNX06AB66G,COLORADO STATE UNIVERSITY,GSFC,A-TRAIN DEPOT INTEGRATING ATMOSPHERIC MEASUREMENTS ALONG THE A-TRAIN TRACKS UTILIZING DATA AQUA,(N/A),DON REINKE,STEVEN KEMPLER,6/9/2006,5/9/2006,5/8/2008,Awarded,Distribution
4200156694,NNX06AB67G,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,HQ,EVAPORATIVE PROCESSES ON MARS: CONSTRAINTS FROM EXPERIMENTS AND MODELING,(N/A),SCOTT MCLENNAN,MARILYN LINDSTROM,6/29/2006,5/10/2006,5/9/2007,Awarded,Distribution
4200157775,NNX06AB68G,UNIVERSITY OF ALABAMA-HUNTSVILLE,HQ,FOREST STRUCTURE AND BIODIVERSITY ON A STEEP GEOPHYSICAL GRADIENT,(N/A),ROBERT LAWTON,WOODY TURNER,7/13/2006,5/31/2006,5/30/2009,Awarded,Distribution
4200154249,NNX06AB69G,University of Colorado,GSFC,Numerical Simulations of Afterglow Dynamics,(N/A),Mitchell Begelman,Francis Marshall,6/5/2006,6/1/2006,5/31/2007,Awarded,Distribution
4200156192,NNX06AB70H,"UNIVERSITY OF FLORIDA, OFFICE OF ENGINEERING RESEA",GSFC,DEVELOPMENT AND VALIDATION OF AN IMPROVED PERFORMANCE MODEL FOR AIRBORNE PHOTON-COUNTING LIDAR,(N/A),CLINT SLATTON,MABLELENE BURRELL,8/2/2006,9/1/2006,8/31/2009,Awarded,Distribution
4200153509,NNX06AB71G,COLUMBIA UNIVERSITY,GSFC,NUMERICAL MODELING OF EARLY AFTERGLOWS OF GRBS,(N/A),ANDREI BELOBORODOV,FRANCIS MARSHALL,7/13/2006,6/29/2006,6/28/2007,Awarded,Distribution
4200156091,NNX06AB72H,UNIVERSITY OF VIRGINIA,GSFC,CHARACTERIZING DETECTORS FOR THE JAMES WEBB SPACE TELESCOPE NEAR-INFRARED SPECTROGRAPH,(N/A),ORI FOX,MABELENE BURRELL,7/20/2006,9/1/2006,8/31/2009,Awarded,Distribution
4200158005,NNX06AB73G,RUTGERS UNIVERSITY,GSFC,UV TEST & EVALUATION ASSISTANCE FOR GODDARD SPACE FLIGHT CENTER,(N/A),CHARLES JOSEPH,CARL STAHLE,6/5/2006,5/24/2006,5/23/2007,Awarded,Distribution
4200157961,NNX06AB74G,UCAR,HQ,TESTING CLIMATE MODEL SIMULATIONS OF CLOUD LIFECYCLE DYNAMICS USING NASA A-TRAIN,(N/A),JAMES HACK,DONALD ANDERSON,6/21/2006,5/18/2006,5/17/2009,Awarded,Distribution
4200156280,NNX06AB75H,YALE UNIVERSITY,GSFC,LAND COVER EFFECTS ON WATER FLUXES AND ATMOSPHERIC DEPOSITION ACROSS A FRAGMENTED TROPICAL MONTANE,(N/A),LISA CURRAN,MABLELENE BURRELL,7/21/2006,8/1/2006,7/31/2009,Awarded,Distribution
4200157953,NNX06AB76G,UTAH STATE UNIVERSITY  RESEARCH FOUNDATION,HQ,PROPOSAL FOR THE 2006 ACHIEVING SATELLITE INSTRUMENT CALIBRATION FOR CLIMATE CHANGE (ASIC3) WORKSHOP,(N/A),JOE TANSOCK,JACK KAYE,6/12/2006,5/18/2006,5/17/2007,Awarded,Distribution
4200156090,NNX06AB78H,GEORGE MASON UNIVERSITY,GSFC,LOW IONIZATION NUCLEAR EMISSION-LINE REGIONS: THE MISSING LINK IN THE GALAXY POPULATION,(N/A),SHOBITA SATYAPAL,MABLELENE BURRELL,8/23/2006,7/18/2006,7/17/2009,Awarded,Distribution
4200156118,NNX06AB79H,"UNIVERSITY OF WISCONSIN, MADISON",GSFC,DEVELOPMENT OF TRANSITION-EDGE HOT-ELECTRON MICROBOLOMETERS,(N/A),PETER TIMBIE,MABLELENE BURRELL,8/1/2006,9/1/2006,8/31/2009,Awarded,Distribution
4200153546,NNX06AB80G,YALE UNIVERSITY,GSFC,OPTICAL/IR FOLLOW UP OF SWIFT GAMMA-RAY BURSTS FROM SMARTS,(N/A),CHARLES BAILYN,FRANCIS MARSHALL,7/19/2006,7/11/2006,7/10/2007,Awarded,Distribution
4200143736,NNX06AB82G,SRI INTERNATIONAL,HQ,GENERATION OF O AND O IN COMETARY ATMOSPHERES,(N/A),TOM SLANGER,CURT NIEBUR,6/14/2006,5/18/2006,5/17/2009,Awarded,Distribution
4200158628,NNX06AB83G,MONTANA STATE UNIVERSITY,HQ,SOLAR FLARE FORECASTING USING TOPOLOGICAL ENERGY MODELS,(N/A),DANA LONGCOPE,MADHULIKA GUHATHAKURTA,6/16/2006,10/1/2006,9/30/2009,Awarded,Distribution
4200158662,NNX06AB84G,UNIVERSITY OF CALIFORNIA AT LOS ANGELES,HQ,QUANTIFYING LOSSES AND SOURCES OF RELATIVISTIC ELECTRONS USING KALMAN FILTERING,(N/A),YURI SHPRITS,MADHULIKA GUHATHAKURTA,6/23/2006,6/1/2006,5/31/2009,Awarded,Distribution
4200158548,NNX06AB85G,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,HQ,INTERMITTENT HEATING OF THE SOLAR WIND IN CORONAL HOLES,(N/A),SERGEI MARKOVSKII,MADHULIKA GUHATHAKURTA,6/14/2006,5/18/2006,5/17/2009,Awarded,Distribution
4200158601,NNX06AB86G,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,HQ,MULTI INSTRUMENT INVESTIGATION OF INNER MAGNETOSPHERE / IONOSPHERE DISTURBANCES,(N/A),JOHN FOSTER,MADULIKA GUHATHAKURTA,6/12/2006,5/9/2006,5/8/2009,Awarded,Distribution
4200158626,NNX06AB87G,JOHNS HOPKINS UNIVERSITY,HQ,"PLASMA SHEET ION PROPERTIES, SOURCES AND TRANSPORT FOR DIFFERENT SOLAR WIND, GEOMAGNETIC AND SOLAR",(N/A),SIMON WING,MADHULIKA GUHATHAKURTA,7/6/2006,9/1/2006,8/31/2009,Awarded,Distribution
4200158627,NNX06AB88G,JOHNS HOPKINS UNIVERSITY,HQ,A PHOTOMETRY-BASED MODEL OF GLOBAL THERMOSPHERIC COLUMN O/N2 DRIVEN BY SOLAR AND MAGNETOSPHERIC,(N/A),KAN LIOU,MADHULIKA GUHATHAKURTA,6/8/2006,6/1/2006,5/31/2009,Awarded,Distribution
4200158549,NNX06AB89G,UNIVERSITY OF CALIFORNIA,HQ,SOLAR WIND GEOEFFECTIVENESS AS A FUNCTION OF IMF AND DYNAMIC PRESSURE AND ITS EFFECT ON HIGH-LATITUDE,(N/A),ANTHANASIOS BOUDOURIDIS,MADHULIKA GUHATHAKURTA,6/14/2006,5/24/2006,5/23/2009,Awarded,Distribution
4200158714,NNX06AB90G,UNIVERSITY OF MINNESOTA,HQ,TERRESTRIAL PLANET EVOLUTION,(N/A),VICKI HANSEN,STEVE SAUNDERS,7/6/2006,7/15/2006,7/14/2009,Awarded,Distribution
4200156758,NNX06AB91G,UNIVERSITY OF CALIFORNIA LA,HQ,SOUNDING OF SATELLITE INTERIORS BY USING ELECTROMAGNETIC INDUCTION,(N/A),KRISHAN KHURANA,CURT NIEBUR,6/21/2006,5/18/2006,5/17/2009,Awarded,Distribution
4200158717,NNX06AB92G,WASHINGTON UNIVERSITY,HQ,PLANETARY INTERIOR MODELING AND TECTONIC IMPLICATIONS,(N/A),ROGER PHILLIPS,STEVE SAUNDERS,7/15/2006,7/1/2006,6/30/2009,Awarded,Distribution
4200159018,NNX06AB94G,SMITHSONIAN ASTROPHYSICAL OBSERVATORY,GSFC,TARGET OF OPPORTUNITY OBSERVATION OF A MAJOR RADIO....,(N/A),MICHAEL MCCOLLOUGH,Bonnard Teegarden,6/28/2006,5/31/2006,5/30/2007,Awarded,Distribution
4200158799,NNX06AB95G,JOHNS HOPKINS UNIVERSITY,HQ,UNDERSTANDING THE EVOLUTION AND IMPACTS OF STORM-ENHANCED ELECTRIC FIELDS IN THE MID-LATITUDE,(N/A),RAYMOND GREENWALD,MADHULIKA GUHATHAKURTA,7/6/2006,6/1/2006,5/31/2009,Awarded,Distribution
4200159019,NNX06AB96G,PURDUE UNIVERSITY,GSFC,RAPID FLARES FROM TEV BLAZARS,(N/A),WEI CUI,STEVE SNOWDEN,6/29/2006,6/1/2006,5/31/2007,Awarded,Distribution
4200154952,NNX06AB97G,University of Colorado - CASA,GSFC,O VI and C III Emission from LMC Superbubble,(N/A),Charles Danforth,George Sonneborn,6/12/2006,6/6/2006,6/5/2007,Awarded,Distribution
4200158718,NNX06AB98G,SETI INSTITUTE,HQ,PLANETARY RINGS; OBSERVATION AND INTERPRETATION,(N/A),MARK SHOWALTER,STEVE SAUNDERS,7/11/2006,6/15/2006,6/14/2009,Awarded,Distribution
4200154900,NNX06AB99G,University of Massachusetts,GSFC,O VI EMISSION FROM THE HALO OF THE EDGE-ON GALAXY NGC 3556,(N/A),DANIEL WANG,GEORGE SONNEBORN,6/21/2006,6/6/2006,6/5/2007,Awarded,Distribution
4200158844,NNX06AC01G,UNIVERSITY OF COLORADO,HQ,DEVELOPMENT OF TRANSMISSION FILTERS FOR THE RESONANT LINES OF OXYGEN IN ...,(N/A),MATTHEW BEASLEY,ERIC P SMITH,6/15/2006,5/24/2006,5/23/2007,Awarded,Distribution
4200158862,NNX06AC02G,University of New Hampshire,HQ,INTERNATIONAL SYMPOSIUM ON RECENT OBSERVATIONS AND SIMULATIONS OF THE SUN-EARTH SYSTEM,(N/A),VANIA JORDANOVA,MADHUIKA GUHATHAKURTA,6/12/2006,5/24/2006,5/23/2007,Awarded,Distribution
4200158820,NNX06AC03G,William Rice University,HQ,Modeling the impact of stromtime electrodynamics on the mid and low latitude ionosphere,(N/A),Stanislav Sazykin,Madhulika Guhathakurta,6/7/2006,5/24/2006,5/23/2009,Awarded,Distribution
4200158816,NNX06AC04G,Trustees of Boston University,HQ,Daytime Multiwavelength ground based optical investigations of precursors to low-latitude plasma irr,(N/A),DUGGIRALA PALLAMRAJU,MADHULIKA GUHATHAKURTA,6/5/2006,5/24/2006,5/23/2009,Awarded,Distribution
