Purchase Requisition Number,Grant Number,Institution,NASA Center,Proposal Title,Program Title,Principal Investigator Name,Technical Officer,Award Date,Performance Start Date,Performance End Date,Status,Description of Action
4200226690,NNX06AB14G S03,UNIVERSITY OF COLORADO - BOULDER,HQ,ADMINISTRATIVE CHANGE,ASTRONOMY AND PHYSICS RESEARCH AND ANALYSIS,THEODORE SNOW,PAMELA MARCUM,1/14/2008,5/25/2006,5/24/2009,Awarded,Distribution
4200246202,NNX06AB14G S04,UNIVERSITY OF COLORADO - BOULDER,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,ASTRONOMY AND PHYSICS RESEARCH AND ANALYSIS,THEODORE SNOW,PAMELA MARCUM,4/23/2008,5/25/2006,5/24/2009,Awarded,Distribution
4200179022,NNX06AB15G S02,UNIVERSITY OF IDAHO,GSFC,ADMINISTRATIVE - NO COST EXTENSION,FY06 EARMARK REQUEST FOR PROPOSAL LETTER,GARY MAKI,MICHAEL JOHNSON,3/19/2008,10/1/2006,3/31/2009,Awarded,Distribution
4200165293,NNX06AB16G S01,CENTENARY COLLEGE,GSFC,ADMINISTRATIVE - NO COST EXTENSION,FY06 EARMARK REQUEST FOR PROPOSAL LETTER,BRYON GRIGSBY,BRAULIO SANCHEZ,3/18/2008,8/7/2006,8/6/2008,Awarded,Distribution
4200176043,NNX06AB17G S01,UNIVERSITY OF IDAHO,HQ,ADMINISTRATIVE - NO COST EXTENSION,FY06 EARMARK REQUEST FOR PROPOSAL LETTER,GARY MAKI,DAVID LAVERY,3/4/2008,9/14/2006,3/13/2009,Awarded,Distribution
4200244910,NNX06AB18G S02,BROWN UNIVERSITY,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,MARS FUNDAMENTAL RESEARCH,LINDA ELKINS-TANTON,MARILYN LINDSTROM,5/6/2008,5/10/2006,5/9/2009,Awarded,Distribution
4200244910,NNX06AB18G S03,BROWN UNIVERSITY,HQ,DEOBLIGATION - PI TRANSFER,MARS FUNDAMENTAL RESEARCH PROGRAM,LINDA ELKINS-TANTON,MARILYN LINDSTROM,9/18/2008,5/10/2006,9/18/2008,Awarded,Distribution
4200241322,NNX06AB19G S02,SOUTHWEST RESEARCH INSTITUTE,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,MARS FUNDAMENTAL RESEARCH,SCOTT PAINTER,MARILYN LINDSTROM,3/27/2008,5/10/2006,5/9/2009,Awarded,Distribution
4200155880,NNX06AB20G S02,CALIFORNIA INSTITUTE OF TECHNOLOGY,HQ,ADMINISTRATIVE - NO COST EXTENSION,MARS FUNDAMENTAL RESEARCH,GEORGE ROSSMAN,MARILYN LINDSTROM,3/20/2008,5/10/2006,5/9/2009,Awarded,Distribution
4200248211/ 4200250207,NNX06AB21G S02,PLANETARY SCIENCE INSTITUTE,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,MARS FUNDAMENTAL RESEARCH,REBECCA WILLIAMS,MARILYN LINDSTROM,5/21/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200249346,NNX06AB23G S03,SETI INSTITUTE,HQ,YEAR 3 FUNDING,MARS FUNDAMENTAL RESEARCH,JANICE BISHOP,MARILYN LINDSTROM,5/16/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200206863,NNX06AB24G S02,NORTH DAKOTA STATE UNIVERSITY,HQ,ADMINISTRATIVE - NO COST EXTENSION,MARS FUNDAMENTAL RESEARCH,KENNETH LEPPER,MARILYN LINDSTROM,2/7/2008,5/10/2006,5/9/2009,Awarded,Distribution
4200249330,NNX06AB25G S02,ARIZONA STATE UNIVERSITY,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,MARS FUNDAMENTAL RESEARCH,THOMAS SHARP,MARILYN LINDSTROM,5/13/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200241629,NNX06AB26G S01,UNIVERSITY OF WASHINGTON,HQ,YEAR 2 FUNDING - REVIEWED AND APPROVED FOR FUNDING,PLANETARY GEOLOGY AND GEOPHYSICS,KEITH HOLSAPPLE,STEPHEN SAUNDERS,3/28/2008,5/10/2006,5/9/2009,Awarded,Distribution
4200233312,NNX06AB27G S02,SOUTHWEST RESEARCH INSTITUTE,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,PLANETARY GEOLOGY AND GEOPHYSICS,DAVID NESVORNY,STEPHEN SAUNDERS,2/12/2008,5/10/2006,5/9/2009,Awarded,Distribution
4200241324,NNX06AB28G S02,UNIVERSITY OF ARIZONA,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,MARS FUNDAMENTAL RESEARCH,TIMOTHY SWINDLE,MARILYN LINDSTROM,4/1/2008,5/10/2006,5/9/2009,Awarded,Distribution
4200252573,NNX06AB33G S03,UNIVERSITY OF TENNESSEE -  CHATTANOOGA,HQ,YEAR 2 INCREMENTAL FUNDING & YEAR 3 FUNDING,MARS FUNDAMENTAL RESEARCH,STEVEN SYMES,MARILYN LINDSTROM,6/10/2008,7/17/2006,7/16/2009,Awarded,Distribution
4200230273,NNX06AB37G S03,PURDUE UNIVERSITY,HQ,FUNDING - INCREMENTAL,NORTH AMERICAN CARBON PROGRAM,KEVIN GURNEY,WILLIAM EMANUEL,2/12/2008,5/10/2006,5/9/2008,Awarded,Distribution
4200230273,NNX06AB37G S04,PURDUE UNIVERSITY,HQ,ADMINISTRATIVE - NO COST EXTENSION,NORTH AMERICAN CARBON PROGRAM,KEVIN GURNEY,WILLIAM EMANUEL,3/28/2008,5/10/2006,5/9/2009,Awarded,Distribution
4200250620,NNX06AB41G S02,CALIFORNIA INSTITUTE OF TECHNOLOGY,HQ,YEAR 3 FUNDING,OUTER PLANETS RESEARCH,CHRISTINA COHEN,CURT NIEBUR,6/5/2008,5/10/2006,5/9/2009,Awarded,Distribution
4200155295,NNX06AB45G S02,SPACE TELESCOPE SCIENCE INSTITUTE,GSFC,2ND NO COST EXTENSION,GALEX GUEST OBSERVER,HENRY FERGUSON,SUSAN NEFF,5/21/2008,5/8/2006,5/7/2009,Awarded,Distribution
4200155293,NNX06AB46G S02,UNIVERSITY OF COLORADO - BOULDER,GSFC,ADMINISTRATIVE - NO COST EXTENSION,GALEX GUEST INVESTIGATOR - CYCLE 2,ALEXANDER BROWN,SUSAN NEFF,6/2/2008,7/1/2006,6/30/2009,Awarded,Distribution
4200155119,NNX06AB47G S02,THE COLLEGE OF CHARLESTON,GSFC,ADMINISTRATIVE - NO COST EXTENSION & ADM CHANGE IN P.I.,SWIFT GUEST INVESTIGATOR - CYCLE 2,JON HAKKILA,FRANCIS MARSHALL,5/7/2008,5/8/2006,6/30/2008,Awarded,Distribution
4200240501,NNX06AB48G S02,COLUMBIA UNIVERSITY,GSFC,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,EARTH-SUN SYSTEM,ADAM SOBEL,MICHELE RIENECKER,4/3/2008,5/8/2006,5/7/2009,Awarded,Distribution
4200246165,NNX06AB49A S02,GEORGE MASON UNIVERSITY,GSFC,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,ADVANCING COLLABORATIVE CONNECTIONS FOR EARTH-SUN SYSTEM SCIENCE,LIPING DI,CHRISTOPHER LYNNES,4/21/2008,5/8/2006,5/7/2009,Awarded,Distribution
4200244940,NNX06AB50G S02,UNIVERSITY OF COLORADO - BOULDER,GSFC,YEAR 3 FUNDING,EARTH-SUN SYSTEM DIVISION,JIALIN LIN,SIEGFRIED SCHUBERT,5/22/2008,5/1/2006,4/30/2011,Awarded,Distribution
4200221878,NNX06AB53G S02,UNIVERSITY OF HAWAII,HQ,ADMINISTRATIVE - NO COST EXTENSION,(N/A),VICTORIA HAMILTON,MARILYN LINDSTROM,8/15/2008,5/10/2006,11/9/2008,Awarded,Distribution
4200221878,NNX06AB53G S03,UNIVERSITY OF HAWAII,HQ,PI TRANSFER,MARS FUNDAMENTAL RESEARCH PROGRAM,VICTORIA HAMILTON,MARILYN LINDSTROM,9/11/2008,5/10/2006,7/31/2008,Awarded,Distribution
4200256618,NNX06AB57G S02,UNIVERSITY OF MARYLAND - BALTIMORE COUNTY,GSFC,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,EARTH-SUN SYSTEM,SUSHIL CHANDRA,P.K. BHARTIA,7/1/2008,6/15/2006,6/14/2009,Awarded,Distribution
4200156505,NNX06AB58G S03,UNIVERSITY OF HAWAII,GSFC,ADMIN - NO-COST EXTENSION,UNSOLICTED,TOBIAS OWEN,WAYNE KASPRZAK,8/6/2008,5/4/2006,12/31/2008,Awarded,Distribution
4200248284,NNX06AB60G S02,THE REGENTS OF THE UNIVERSITY OF MICHIGAN,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,OUTER PLANETS RESEARCH,MICHAEL COMBI,CURT NIEBUR,5/7/2008,5/10/2006,5/9/2009,Awarded,Distribution
4200248169,NNX06AB62G S02,PLANETARY SCIENCE INSTITUTE,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,MARS FUNDAMENTAL RESEARCH,MELISSA LANE,MARILYN LINDSTROM,5/2/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200236955,NNX06AB64G S02,UNIVERSITY OF ARIZONA,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,ASTRONOMY AND PHYSICS RESEARCH AND ANALYSIS,LUCY ZIURYS,PAMELA MARCUM,2/26/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200233207,NNX06AB65G S03,PLANETARY SCIENCE INSTITUTE,HQ,FUNDING - EPO AUGMENTATION,MARS FUNDAMENTAL RESEARCH,ELISABETTA PIERAZZO,MARILYN LINDSTROM,2/12/2008,5/15/2006,5/14/2009,Awarded,Distribution
4200248215,NNX06AB65G S04,PLANETARY SCIENCE INSTITUTE,HQ,YEAR 3 INCREMENTAL FUNDING - REVIEWED AND APPROVED FOR FUNDING,MARS FUNDAMENTAL RESEARCH,ELISABETTA PIERAZZO,MARILYN LINDSTROM,5/8/2008,5/16/2006,5/14/2009,Awarded,Distribution
4200156251,NNX06AB66G S01,COLORADO STATE UNIVERSITY,GSFC,ADMIN - NO-COST EXTENSION,ADVANCING COLLABORATIVE CONECTIONS FOR EARTH-SUN SYSTEM SCIENCE (ACCESS),DONALD REINKE,STEVEN KEMPLER,8/25/2008,5/9/2006,5/8/2009,Awarded,Distribution
4200254207,NNX06AB68G S02,UNIVERSITY OF ALABAMA - HUNTSVILLE,HQ,YEAR 3 FUNDING,TERRESTRIAL ECOLOGY AND BIODIVERSITY,ROBERT LAWTON,WILLIAM TURNER,6/12/2008,5/31/2006,5/30/2009,Awarded,Distribution
4200254589,NNX06AB72H S02,UNIVERSITY OF VIRGINIA,GSFC,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,GRADUATE STUDENT RESEARCHERS PROGRAM,MICHAEL SKRUTSKIE,MABLELENE BURRELL,6/26/2008,9/1/2006,8/31/2009,Awarded,Distribution
4200245963,NNX06AB74G S02,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,ADVANCING COLLABORATIVE CONNECTIONS FOR EARTH-SUN SYSTEM SCIENCE,JAMES HACK,DONALD ANDERSON,4/28/2008,5/18/2006,5/17/2009,Awarded,Distribution
4200245963,NNX06AB74G S03,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,HQ,ADMINISTRATIVE - CHANGE IN PI,ADVANCING COLLABORATIVE CONNECTIONS FOR EARTH-SUN SYSTEM SCIENCE,RICHARD NEALE,DONALD ANDERSON,8/27/2008,5/18/2006,5/17/2009,Awarded,Distribution
4200248683,NNX06AB82G S02,SRI INTERNATIONAL,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,OUTER PLANETS RESEARCH,TOM SLANGER,CURT NIEBUR,5/14/2008,5/18/2006,5/17/2009,Awarded,Distribution
4200266497,NNX06AB83G S02,MONTANA STATE UNIVERSITY,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING - FULLY FUNDS YEAR 3 & ADMINISTRATIVE - CHANGE IN TO,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,DANA LONGCOPE,RAMONA KESSEL,9/5/2008,10/1/2006,9/30/2009,Awarded,Distribution
4200244408,NNX06AB84G S02,UNIVERSITY OF CALIFORNIA - LOS ANGELES,HQ,YEAR 3 FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,YURI SHPRITS,MADHULIKA GUHATHAKURTA,4/18/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200256359,NNX06AB84G S03,UNIVERSITY OF CALIFORNIA,HQ,YR. 3 AUGMENTATION,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,YURI SHPRITS,RAMONA KESSEL,6/30/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200264744,NNX06AB85G S02,UNIVERSITY OF NEW HAMPSHIRE,GSFC,ADMINISTRATIVE - CHANGE IN TO & YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,SERGEI MARKOVSKII,RAMONA L. KESSEL,8/14/2008,5/18/2006,5/17/2009,Awarded,Distribution
4200233620,NNX06AB86G S04,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,HQ,FUNDING - EPO AUGMENTATION,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,JOHN FOSTER,MADHULIKA GUHATHAKURTA,2/13/2008,5/9/2006,5/8/2009,Awarded,Distribution
4200240146,NNX06AB86G S05,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,JOHN FOSTER,MADHULIKA GUHATHAKURTA,3/18/2008,5/9/2006,5/8/2009,Awarded,Distribution
4200256373,NNX06AB87G S02,JOHNS HOPKINS UNIVERSITY,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,LIVING WTH A STAR TARGETED RESEARCH AND TECHNOLOGY,SIMON WING,RAMONA KESSEL,6/26/2008,9/1/2006,8/31/2009,Awarded,Distribution
4200249377,NNX06AB88G S02,JOHNS HOPKINS UNIVERSITY,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,KAN LIOU,MADHULIKA GUHATHAKURTA,5/20/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200244387,NNX06AB89G S02,UNIVERSITY OF CALIFORNIA - LOS ANGELES,HQ,YEAR 3 FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,ATHANASIOS BOUDOURIDIS,MADHULIKA GUHATHAKURTA,4/11/2008,5/24/2006,5/23/2009,Awarded,Distribution
4200253649,NNX06AB90G S02,UNIVERSITY OF MINNESOTA,HQ,YEAR 3 FUNDING & T.O. CHANGE,PLANETARY GEOLOGY AND GEOPHYSICS,VICKI HANSEN,MICHAEL KELLEY,6/11/2008,7/15/2006,7/14/2009,Awarded,Distribution
4200248666,NNX06AB91G S02,UNIVERSITY OF CALIFORNIA - LOS ANGELES,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,OUTER PLANETS RESEARCH,KRISHAN KHURANA,CURT NIEBUR,5/7/2008,5/18/2006,5/17/2009,Awarded,Distribution
4200158717,NNX06AB92G S01,WASHINGTON UNIVERSITY,HQ,FUNDING - DEOBLIGATION DUE TO PI TRANSFER,PLANETARY GEOLOGY AND GEOPHYSICS,ROGER PHILLIPS,STEPHEN SAUNDERS,3/25/2008,7/1/2006,6/30/2009,Awarded,Distribution
4200158717,NNX06AB92G S02,WASHINGTON UNIVERSITY,HQ,ADMINISTRATIVE CHANGE- POP DATES & CHANGE IN TO.,PLANETARY GEOLOGY AND GEOPHYSICS PROGRAM,ROGER PHILLIPS,MICHAEL KELLEY,7/28/2008,7/1/2006,7/28/2008,Awarded,Distribution
4200159018,NNX06AB94G S02,SMITHSONIAN INSTITUTION,GSFC,ADMINISTRATIVE - NO COST EXTENSION,INTEGRAL GUEST OBSERVER PROGRAM,MICHAEL MCCOLLOUGH,CORNELIS GEHRELS,5/23/2008,5/31/2006,5/30/2009,Awarded,Distribution
4200234447,NNX06AB95G S02,JOHNS HOPKINS UNIVERSITY,HQ,FUNDING - INCREMENTAL,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,RAYMOND GREENWALD,RAMONA KESSEL,2/7/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200253591,NNX06AB98G S02,SETI INSTITUTE,HQ,YEAR 3 FUNDING & T.O. CHANGE,PLANETARY GEOLOGY AND GEOPHYSICS,MARK SHOWALTER,MICHAEL KELLEY,6/10/2008,6/15/2006,6/14/2009,Awarded,Distribution
4200154900,NNX06AB99G S02,UNIVERSITY OF MASSACHUSETTS,GSFC,ADMINISTRATIVE - NO COST EXTENSION,FUSE CYCLE 5 GUEST INVESTIGATOR PROGRAM,DANIEL WANG,GEORGE SONNEBORN,5/14/2008,6/6/2006,6/5/2009,Awarded,Distribution
4200154900,NNX06AB99G S03,UNIVERSITY OF MASSACHUSETTS,GSFC,Administrative Change,FUSE CYCLE 5 GUEST INVESTIGATOR PROGRAM,DANIEL WANG,GEORGE SONNEBORN,7/8/2008,6/6/2006,6/5/2009,Awarded,Distribution
4200198630,NNX06AC03G S02,RICE UNIVERSITY,HQ,ADMINISTRATIVE CHANGE,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,STANISLAV SAZYKIN,MADHULIKA GUHATHAKURTA,3/28/2008,5/24/2006,5/23/2009,Awarded,Distribution
4200259343,NNX06AC03G S03,WILLIAM MARSH RICE UNIVERSITY,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,STANISLAV SAZYKIN,RAMONA KESSEL,7/22/2008,5/24/2006,5/23/2009,Awarded,Distribution
4200218115,NNX06AC04G S02,TRUSTEES OF BOSTON UNIVERSITY,HQ,ADMINISTRATIVE - CHANGE IN PI,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,SUPRIYA CHAKRABARTI,RAMONA KESSEL,2/20/2008,5/24/2006,5/23/2009,Awarded,Distribution
4200246011,NNX06AC04G S03,BOSTON UNIVERSITY,HQ,FUNDING - YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,SUPRIYA CHAKRABARTI,RAMONA KESSEL,5/22/2008,5/24/2006,5/23/2009,Awarded,Distribution
4200246247,NNX06AC05G S03,UNIVERSITY OF COLORADO - BOULDER,HQ,FUNDING YEAR 2 INCREMENTAL FUNDING - REVIEWED AND APPROVED FOR,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,CORA RANDALL,RAMONA KESSEL,4/23/2008,7/1/2006,6/30/2009,Awarded,Distribution
4200261246,NNX06AC05G S04,UNIVERSITY OF COLORADO,HQ,FUNDING - YEAR 3 INCREMENTAL FUNDING - REVIEWED AND APPROVED FOR FUNDING & ADMINISTRATIVE - CHANGE IN TO,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,CORA RANDALL,RAMONA KESSEL,7/25/2008,7/1/2006,6/30/2009,Awarded,Distribution
4200278805,NNX06AC05G S05,UNIVERSITY OF COLORADO - BOULDER,HQ,FUNDING - YEAR 3 REVIEWED AND APPROVED FOR FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,CORA RANDALL,RAMONA KESSEL,12/31/2008,7/1/2006,6/30/2009,Awarded,Distribution
4200244405,NNX06AC06G S02,UNIVERSITY OF ARZONA,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING & ADMINISTRATIVE - CHANGE IN TO,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY PROGRAM,LON HOOD,RAMONA KESSEL,7/24/2008,5/25/2006,5/24/2009,Awarded,Distribution
4200246622,NNX06AC08G S02,UNIVERSITY OF UTAH,GSFC,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,NASA AFRICAN MONSOON MULTIDISCIPLINARY ACTIVITIES,EDWARD ZIPSER,RICHARD LAWRENCE,4/28/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200243744,NNX06AC09G S02,SPEC INC.,GSFC,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,NASA AFRICAN MONSOON MULTIDISCIPLINARY ACTIVITIES,R. PAUL LAWSON,RICHARD LAWRENCE,4/10/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200248341,NNX06AC10G S03,UNIVERSITY OF WASHINGTON,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING & ADM. CHANGE IN TO,INTERDISCIPLINARY EXPLORATION SCIENCE,DALE WINEBRENNER,MICHAEL KELLEY,6/17/2008,6/13/2006,6/12/2009,Awarded,Distribution
4200244743,NNX06AC11G S03,COLORADO STATE UNIVERSITY,GSFC,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,NASA AFRICAN MONSOON MULTIDISCIPLINARY ACTIVITIES,ROBERT CIFELLI,RICHARD LAWRENCE,4/14/2008,6/1/2006,5/31/2009,Awarded,Distribution
4200253803,NNX06AC12G S02,UNIVERSITY OF IDAHO,HQ,YEAR 3 FUNDING & T.O. CHANGE,PLANETARY GEOLOGY AND GEOPHYSICS,SIMON KATTENHORN,MICHAEL KELLEY,6/10/2008,6/28/2006,6/27/2009,Awarded,Distribution
4200255752,NNX06AC13G S03,HARVARD UNIVERSITY,GSFC,T.O. CHANGE & YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,PLANETARY AND GEOPHYSICS,SARAH STEWART-MUKHOPADHYAY,MICHAEL KELLEY,6/30/2008,6/28/2006,6/27/2011,Awarded,Distribution
4200166094,NNX06AC15G S03,THE TECHNOLOGICAL RESEARCH AND DEVELOPMENT AUTHORITY,HQ,ADMINISTRATIVE - DCMA DELEGATION,(N/A),DAVE KERSHAW,CARL RAY,9/5/2008,10/1/2006,9/30/2008,Awarded,Distribution
4200244573,NNX06AC18G S02,UNIVERSITY OF MARYLAND - COLLEGE PARK,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,STEPHEN WHITE,RAMONA KESSEL,4/22/2008,5/24/2006,5/23/2009,Awarded,Distribution
4200251853,NNX06AC19G S02,UNIVERSITY OF NEW HAMPSHIRE,HQ,YEAR 3 FUNDING - REVIEWED AND APPROVED FOR FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,AMITAVA BHATTACHARJEE,RAMONA KESSEL,5/30/2008,7/1/2006,6/30/2009,Awarded,Distribution
4200249382,NNX06AC21G S02,CALIFORNIA INSTITUTE OF TECHNOLOGY,GSFC,YEAR 3 FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,RICHARD MEWALDT,RAMONA KESSEL,5/19/2008,5/24/2006,5/23/2009,Awarded,Distribution
4200252306,NNX06AC22G S03,PURDUE UNIVERSITY,GSFC,YEAR 2 INCREMENTAL FUNDING,UNSOLICITED,KATHLEEN HOWELL,DAVID FOLTA,6/9/2008,5/24/2006,5/23/2009,Awarded,Distribution
4200244407,NNX06AC24G S02,UNIVERSITY OF SOUTHERN CALIFORNIA,HQ,YEAR 3 FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,EDWARD RHODES,MADHULIKA GUHATHAKURTA,4/9/2008,5/24/2006,5/23/2009,Awarded,Distribution
4200249379,NNX06AC25G S02,DARTMOUTH COLLEGE,HQ,YEAR 3 FUNDING,LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY,JOHN LYON,RAMONA KESSEL,5/15/2008,5/24/2006,5/23/2009,Awarded,Distribution
