Purchase Requisition Number,Grant Number,Institution,NASA Center,Proposal Title,Program Title,Principal Investigator Name,Technical Officer,Award Date,Performance Start Date,Performance End Date,Status,Description of Action
4200430617,NNX07AE30G S14,CARNEGIE MELLON UNIVERSITY,GRC,ROBOTIC MOBILITY IN LUNAR POLAR TERRAIN,UNSOLICITED,DAVID WETTERGREEN,COLIN M CREAGER,4/30/2012,3/16/2007,12/31/2012,Awarded,Distribution
(N/A),NNX07AE48G S06,"UNVERSITY OF COLORADO, BOULDER",GRC,STRUCTURE AND DYNAMICS'OF FREELY SUSPENDED LIQUID CRYSTALS,UNSOLICITED,NOEL CLARK,BRIAN J MOTIL,2/17/2012,4/12/2007,4/11/2013,Awarded,Distribution
4200421988,NNX07AE48G S07,"UNVERSITY OF COLORADO, BOULDER",GRC,STRUCTURE AND DYNAMICS'OF FREELY SUSPENDED LIQUID CRYSTALS,UNSOLICITED,NOEL CLARK,BRIAN J MOTIL,6/7/2012,4/12/2007,4/11/2013,Awarded,Distribution
(N/A),NNX07AF88G S05,ARIZONA STATE UNIVERSITY,HQ,NON-RACEMIC AMINO ACIDS IN METEORITES: A GAUGE FOR AQUEOUS PROCESSES IN EARLY SOLAR SYSTEM PLANETESIMALS,ORIGINS OF SOLAR SYSTEMS PROGRAM,SANDRA PIZZARELLO,MAX BERNSTEIN,3/31/2012,6/1/2007,5/31/2013,Awarded,Distribution
(N/A),NNX07AG24G S05,UNIVERSITY OF MARYLAND,HQ,PHOTOMETRIC STUDIES OF COMETARY NUCLEI,DISCOVERY DATA ANALYSIS PROGRAM,MICHAEL F. A'HEARN,Michael S. Kelley,1/9/2012,2/15/2007,8/14/2012,Awarded,Distribution
(N/A),NNX07AG27G S05,GEORGE MASON UNIVERSITY,GSFC,ANALYSIS AND SPECIALIZED PRODUCTS TOWARDS THE IMPROVEMENT OF SATELLITE PRECIPITATION RETRIEVAL ALGORITHMS,PRECIPITATION SCIENCE,JOHN M KWIATKOWSKI,MATHEW R SCHWALLER,3/13/2012,3/19/2007,3/18/2013,Awarded,Distribution
(N/A),NNX07AG49G S06,JOHNS HOPKINS UNIVERSITY,HQ,"FAST:  SELF-CONSISTENT INVESTIGATION OF POLAR IONOSPHERIC PRECIPITATION AND CONVECTION, AND EFFECTS ON THE THERMOSPHERE",HELIOPHYSICS GUEST INVESTIGATORS PROGRAM,THOMAS SOTIRELIS,THERESE KUCERA,3/13/2012,3/1/2007,2/28/2013,Awarded,Distribution
(N/A),NNX07AG52G S06,LOCKHEED MARTIN CORPORATION,HQ,QUANTIFYING RING CURRENT LOSSES DUE TO EMIC WAVE SCATTERING,HELIOPHYSICS GUEST INVESTIGATORS PROGRAM,MARIA SPASOJEVIC,THERESE KUCERA,1/19/2012,3/1/2007,2/28/2013,Awarded,Distribution
(N/A),NNX07AG76G S07,MONTANA STATE UNIVERSITY,GSFC,PROBING THE SOURCES OF THE HIGH SPEED SOLAR WIND WITH THE MULTI-ORDER SOLAR EUV SPECTROGRAPH,SOLAR AND HELIOSPHERIC PHYSICS SR&T AND LCAS PROGRAM,CHARLES KANKELBORG,JOHN C BRINTON,4/19/2012,3/1/2007,4/28/2013,Awarded,Distribution
(N/A),NNX07AG77G S05,UNIVERSITY OF COLORADO - BOULDER,HQ,THE FIRST STARS AND THEIR IMPACT ON GALAXY FORMATION,ASTROPHYSICS THEORY PROGRAM,MICHAEL SHULL,LINDA SPARKE,1/24/2012,2/2/2007,1/30/2013,Awarded,Distribution
(N/A),NNX07AG78G S05,THE UNIVERSITY OF VIRGINIA,JSC,PULSAR WIND NEBULAE AND COMPACT OBJECTS IN SUPERNOVAE,ASTROPHYSICS THEORY,ROGER A CHEVALIER,LINDA S. SPARKE,3/13/2012,4/1/2007,3/31/2012,Awarded,Distribution
(N/A),NNX07AH84G S14,WRIGHT STATE UNIVERSITY,HQ,"AEROSPACE MEDICINE TRAINING FOR THE ERA OF THE MOON, MARS AND BEYOND (WRIGHT STATE)",UNSOLICITED,FARHAD SAHIAR,MARC A SHEPANEK,1/20/2012,2/8/2007,2/7/2012,Awarded,Distribution
(N/A),NNX07AH84G S15,WRIGHT STATE UNIVERSITY,HQ,"AEROSPACE MEDICINE TRAINING FOR THE ERA OF THE MOON, MARS AND BEYOND (WRIGHT STATE)",UNSOLICITED,FARHAD SAHIAR,MARC A SHEPANEK,2/16/2012,2/8/2007,6/30/2012,Awarded,Distribution
4200432184,NNX07AH84G S16,WRIGHT STATE UNIVERSITY,HQ,"AEROSPACE MEDICINE TRAINING FOR THE ERA OF THE MOON, MARS AND BEYOND (WRIGHT STATE)",UNSOLICITED,FARHAD SAHIAR,MARC A SHEPANEK,4/24/2012,2/8/2007,6/30/2012,Awarded,Distribution
(N/A),NNX07AI40G S08,CALIFORNIA STATE UNIVERSITY,GSFC,XMM-NEWTON EDUCATION AND PUBLIC OUTREACH,UNSOLICITED,LYNN COMINSKY,STEVEN L SNOWDEN,3/7/2012,3/15/2007,3/14/2013,Awarded,Distribution
(N/A),NNX07AI40G S09,CALIFORNIA STATE UNIVERSITY,GSFC,XMM-NEWTON EDUCATION AND PUBLIC OUTREACH,UNSOLICITED,LYNN COMINSKY,STEVEN L SNOWDEN,5/22/2012,3/15/2007,5/22/2012,Awarded,Distribution
(N/A),NNX07AI48G S05,CARNEGIE INSTITUTION OF WASHINGTON,HQ,APPLICATION OF ULTRAVIOLET AND INFRARED LASER MICROPROBE FOR IN SITU AND BULK MEASUREMENTS OF OXYGEN AND SULFUR ISOTOPES IN METEORITIC MATERIALS,COSMOCHEMISTRY PROGRAM,DOUGLAS RUMBLE,JEFFREY GROSSMAN,3/13/2012,3/14/2007,3/15/2013,Awarded,Distribution
(N/A),NNX07AI84A S44,UNIVERSITY OF MARYLAND - COLLEGE PARK,GSFC,COLLABORATIVE EARTH SYSTEM SCIENCE RESEARCH BETWEEN NASA/GSFC AND UNIVERSITY OF MARYLAND,UNSOLICITED,ANTONIO BUSALACCHI,JACK E RICHARDS,1/10/2012,5/17/2007,2/29/2012,Awarded,Distribution
(N/A),NNX07AI84A S45,UNIVERSITY OF MARYLAND - COLLEGE PARK,GSFC,COLLABORATIVE EARTH SYSTEM SCIENCE RESEARCH BETWEEN NASA/GSFC AND UNIVERSITY OF MARYLAND,UNSOLICITED,ANTONIO BUSALACCHI,JACK E RICHARDS,8/23/2012,5/17/2007,8/23/2012,Awarded,Distribution
(N/A),NNX07AJ53G S06,National Academy of Sciences,HQ,"CAPITALIZING ON SCIENCES, TECHNOLOGY, AND INNOVATIONS; AN ASSESSMENT OF THE SMALL BUSINESS INNOVATION RESEARCH PROGRAM-PHASE II",UNSOLICITED,CHARLES W WESSNER,RICHARD LESHNER,2/23/2012,6/1/2007,3/31/2013,Work In Progress,Receiving
(N/A),NNX07AJ97G S05,UNIVERSITY OF IOWA,GSFC,AURORA CURRENT AND ELECTRODYNAMIC STRUCTURE (ACES) SOUNDING ROCKET EXPERIMENT,GEOSPACE SCIENCE PROGRAM,SCOTT BOUNDS,JOHN C BRINTON,4/7/2012,5/1/2007,4/30/2013,Awarded,Distribution
(N/A),NNX07AK27G S11,THE WASHINGTON UNIVERSITY,MSFC,"STUDIES OF NUCLEATION AND GROWTH, SPECIFIC HEAT AND VISCOSITY OF UNDERCOOLED MELTSOF QUASICRYSTALS AND POLYTETRAHEDRAL-PHASE-FORMING ALLOYS",EXPLORATION SYSTEMS MISSION,KENNETH KELTON,JAMES P DOWNEY,4/18/2012,6/1/2007,5/31/2013,Awarded,Distribution
(N/A),NNX07AK49A S05,PENNSYLVANIA STATE UNIVERSITY,GRC,HEALTH STATE ASSESSMENT AND FAILURE PROGNOSIS OF INTEGRATED AIRCRAFT PROPULSION,AVIATION SAFETY PROGRAM: INTEGRATED VEHICLE HEALTH MANAGEMENT PROJECT,ASOK RAY,DONALD L SIMON,1/26/2012,5/1/2007,4/30/2013,Awarded,Distribution
(N/A),NNX07AK69G S10,IOWA STATE UNIVERSITY,MSFC,DYNAMICAL SELECTION OF THREE-DIMENSIONAL INTERFACIAL PATTERNS IN DIRECTIONAL SOLIDIFICATION,EXPLORATION SYSTEMS MISSION DIRECTORATE PROGRAM,ROHIT TRIVEDI,JAMES P DOWNEY,6/7/2012,6/1/2007,11/30/2012,Awarded,Distribution
(N/A),NNX07AK70G S05,UNIVERSITY OF CALIFORNIA - BERKELEY,HQ,OBSERVING URANUS RINGS DURING RPX 2007-2008,PLANETARY ASTRONOMY PROGRAM,IMKE DE PATER,KELLY E FAST,5/7/2012,5/1/2007,4/30/2013,Awarded,Distribution
(N/A),NNX07AK91A S05,UNIVERSITY OF NORTH DAKOTA,HQ,NORTH DAKOTA NASA EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,SANTHOSH SEELAN,DIANE DETROYE,1/13/2012,5/2/2007,5/1/2013,Awarded,Distribution
4200415795,NNX07AK92A S04,UNIVERSITY OF VERMONT,HQ,VERMONT EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,WILLIAM LAKIN,DIANE D DETROYE,1/4/2012,5/2/2007,5/1/2012,Awarded,Distribution
(N/A),NNX07AK92A S05,UNIVERSITY OF VERMONT,HQ,VERMONT EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,WILLIAM LAKIN,DIANE D DETROYE,3/29/2012,5/2/2007,5/1/2013,Awarded,Distribution
4200415791,NNX07AL01A S05,COLLEGE OF CHARLESTON,HQ,SC NASA EPSCOR 2007 (Experimental Program to Stimulate Competitive Research) Research Infrastructure Development Proposal,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,MITCHELL COLGAN,DIANE D DETROYE,3/8/2012,5/2/2007,5/1/2013,Awarded,Distribution
(N/A),NNX07AL01A S06,COLLEGE OF CHARLESTON,HQ,SC NASA EPSCOR 2007 (Experimental Program to Stimulate Competitive Research) Research Infrastructure Development Proposal,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,CASSANDRA J RUNYON,DIANE D DETROYE,5/21/2012,5/2/2007,5/1/2013,Awarded,Distribution
(N/A),NNX07AL02A S06,MONTANA STATE UNIVERSITY,HQ,MONTANA NASA EPSCOR PHASE III RESEARCH INFRASTRUCTURE DEVELOPMENT PROGRAM,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,ANGELA DES JARDINS,DIANE D DETROYE,3/9/2012,5/2/2007,4/30/2013,Awarded,Distribution
(N/A),NNX07AL03A S04,LOUISIANA BOARD REGENTS,JSC,LOUISIANA RESEARCH INFRASTRUCTURE DEVELOPMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,JOHN WEFEL,DIANE D. DETROYE,4/3/2012,7/1/2007,6/30/2013,Awarded,Distribution
(N/A),NNX07AL04A S06,SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY,HQ,SOUTH DAKOTA NASA EPSCOR RESEARCH INFRASTRUCTURE DEVELOPEMENT PROGRAM,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,EDWARD F DUKE,DIANE D DETROYE,4/16/2012,5/2/2007,5/1/2013,Awarded,Distribution
(N/A),NNX07AL05A S06,UNIVERSITY OF IDAHO,HQ,Idaho NASA EPSCoR Research INFRASTRUCTURE Development,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),AARON THOMAS,DIANE D DETROYE,7/23/2012,8/1/2007,7/31/2013,Awarded,Distribution
(N/A),NNX07AL37G S07,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,HQ,MULT-INSTRUMENT DATA ANALYSIS OF SATELLITE CONSTITUTENT DATA IN THE COMBINED DATA ASSIMILATION AND INVERSE MODELING SYSTEM,ATMOSPHERIC COMPOSITION,VALERY YUDIN,RICHARD S ECKMAN,1/24/2012,5/7/2007,7/7/2012,Awarded,Distribution
(N/A),NNX07AL49A S06,UNIVERSITY OF OKLAHOMA,HQ,"OKLAHOMA NASA EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVENESS RESEARCH, RESEARCH INFRASTRUCTURE DEVELOPMENT",EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,VICTORIA SNOWDEN,DIANE D DETROYE,4/15/2012,7/1/2007,6/30/2013,Awarded,Distribution
(N/A),NNX07AL53A S06,WEST VIRGINIA UNIVERSITY,HQ,RESEARCH INFRASTRUCTURE DEVELOPMENT (RID) IN WEST VIRGINIA:  A PROPOSAL TO NASA EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,MAJID JARIDI,DIANE DETROYE,6/20/2012,7/1/2007,6/30/2013,Awarded,Distribution
(N/A),NNX07AL54A S05,UNIVERSITY OF HAWAII AT MANOA,HQ,HAWAII EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,LUKE FLYNN,DIANE D DETROYE,5/9/2012,5/10/2007,5/9/2013,Awarded,Distribution
4200415783,NNX07AL56A S05,UNIVERSITY OF NEBRASKA - OMAHA,HQ,NEBRASKA NASA EBSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,SCOTT TARRY,DIANE D. DETROYE,1/5/2012,8/1/2007,7/31/2012,Awarded,Distribution
(N/A),NNX07AL56A S06,UNIVERSITY OF NEBRASKA - OMAHA,HQ,NEBRASKA NASA EBSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,TARRY SCOTT,DIANE D. DETROYE,5/23/2012,8/1/2007,7/31/2013,Awarded,Distribution
(N/A),NNX07AL74G S06,UNIVERSITY OF CALIFORNIA - SANTA CRUZ,HQ,DYNAMICS OF THE SOLAR TACHOCLINE: THE CREATION AND EVOLUTION OF BUOYANT MAGNETIC STRUCTURES,SOLAR AND HELIOSPHERIC PHYSICS SR&T AND LCAS PROGRAM,NICHOLAS BRUMMELL,JEFFREY S NEWMARK,4/27/2012,5/14/2007,5/31/2013,Awarded,Distribution
(N/A),NNX07AM15A S07,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,LaRC,DEVELOPMENT AND DEMONSTRATION OF COMPUTATIONAL NDE TECHNIQUES,UNSOLICITED,LISA BRASCHE,WILLIAM P WINFREE,5/24/2012,6/1/2007,5/31/2013,Awarded,Distribution
4200415694,NNX07AM18A S05,UNIVERSITY OF ARKANSAS - LITTLE ROCK,HQ,ARKANSAS NASA EPSCOR RESEARCH INFRASTRUCTURE DEVELOPEMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,KEITH HUDSON,DIANE D DETROYE,2/2/2012,6/1/2007,5/31/2012,Awarded,Distribution
(N/A),NNX07AM18A S06,UNIVERSITY OF ARKANSAS - LITTLE ROCK,HQ,ARKANSAS NASA EPSCOR RESEARCH INFRASTRUCTURE DEVELOPEMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,KEITH HUDSON,DIANE D DETROYE,3/7/2012,6/1/2007,5/31/2013,Awarded,Distribution
(N/A),NNX07AM19A S04,UNIVERSITY OF WYOMING,HQ,WYOMING NASA EPSCOR PROGRAM-RESEARCH INFRASTRUCTURE DEVELOPMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,PAUL JOHNSON,DIANE DETROYE,5/3/2012,6/1/2007,5/31/2013,Awarded,Distribution
(N/A),NNX07AM20A S05,NEVADA SYSTEM OF HIGHER EDUCATION,HQ,NEVEADA EPSCoR RESEARCH INFRASTRUCTURE DEVELOPMENT,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,CHRISTIAN FRITSEN,DIANE D DETROYE,1/20/2012,6/1/2007,5/31/2013,Awarded,Distribution
4200415771,NNX07AM36A S04,UNIVERSITY OF MISSISSIPPI,HQ,MISSISSIPPI EPSCOR: RESEARCH INFRASTRUCTURE DEVELOPMENT PROGRAM,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,(N/A),DIANE D. DETROYE,1/5/2012,8/1/2007,7/31/2012,Awarded,Distribution
(N/A),NNX07AM36A S05,UNIVERSITY OF MISSISSIPPI,HQ,MISSISSIPPI EPSCOR: RESEARCH INFRASTRUCTURE DEVELOPMENT PROGRAM,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH,PETER SUKANEK,DIANE D DETROYE,3/12/2012,8/1/2007,7/31/2013,Awarded,Distribution
(N/A),NNX07AM84G S05,UNIVERSITY OF HAWAII,HQ,DEVELOPMENT OF NEXT GENERATION TWO DIMENSIONAL SOLID STATE ION DETECTOR (SCAPS),SAMPLE RETURN LABORATORY INSTRUMENTS AND DATA ANALYSIS,KAZAHIDE NAGASHIMA,JEFFREY GROSSMAN,6/12/2012,6/15/2007,6/14/2013,Awarded,Distribution
(N/A),NNX07AM87A S14,SIENA COLLEGE (INC),GSFC,C/NOFS SYSTEMS ENGINEERING AND MMS DES DESIGN/ IMPLEMENTATION,UNSOLICITED,ALLAN WEATHERWAX,ARTHUR D JACQUES,9/18/2012,8/1/2007,3/31/2013,Awarded,Distribution
(N/A),NNX07AM98G S05,UNIVERSITY OF CALIFORNIA - SAN FRANCISCO,ARC,SENSITIVITY MODULATION OF DIFFERENT T-CELLS ACTIVATION PATHWAYS BY MICROGRAVITY,LIFE SCIENCES,MILLIE H FULFORD,JACOB COHEN,1/18/2012,7/1/2007,6/30/2013,Awarded,Distribution
(N/A),NNX07AM98G S06,UNIVERSITY OF CALIFORNIA - SAN FRANCISCO,ARC,SENSITIVITY MODULATION OF DIFFERENT T-CELLS ACTIVATION PATHWAYS BY MICROGRAVITY,LIFE SCIENCES,MILLIE H FULFORD,EDWARD M AUSTIN,4/26/2012,7/1/2007,6/30/2013,Awarded,Distribution
(N/A),NNX07AM98G S07,UNIVERSITY OF CALIFORNIA - SAN FRANCISCO,ARC,SENSITIVITY MODULATION OF DIFFERENT T-CELLS ACTIVATION PATHWAYS BY MICROGRAVITY,LIFE SCIENCES,MILLIE H FULFORD,SIDNEY SUN,5/20/2012,7/1/2007,6/30/2013,Awarded,Distribution
4200431392,NNX07AN47G S06,"ASPEN GLOBAL CHANGE INSTITUTE, INC",HQ,ASPEN GLOBAL CHANGE INSTITUTE SUMMER SCIENCE SESSIONS,UNSOLICITED,JOHN KATZENBERGER,WILLIAM W TURNER,4/27/2012,7/18/2007,7/17/2014,Awarded,Distribution
4200426354,NNX07AO12A S15,GEORGIA TECH RESEARCH CORPORATION,LaRC,MODELING OF VEHICLE ENVIRONMENTAL CHARACTERISTICS INCLUDING NEW TECHNOLOGIES/ CONCEPTS FOR THE NEXT GENERATION AIR TRANSPORTATION SYSTEM,FUNDAMENTAL AERONAUTICS PROGRAM: SUBSONIC FIXED WING PROJECT 2,DIMITRI N MAVRIS,PHILIP C ARCARA,3/23/2012,10/1/2007,9/30/2012,Awarded,Distribution
(N/A),NNX07AO12A S16,GEORGIA TECH RESEARCH CORPORATION,LaRC,MODELING OF VEHICLE ENVIRONMENTAL CHARACTERISTICS INCLUDING NEW TECHNOLOGIES/ CONCEPTS FOR THE NEXT GENERATION AIR TRANSPORTATION SYSTEM,FUNDAMENTAL AERONAUTICS PROGRAM: SUBSONIC FIXED WING PROJECT 2,DIMITRI N MAVRIS,PHILIP C ARCARA,9/26/2012,10/1/2007,10/30/2012,Awarded,Distribution
(N/A),NNX07AO13A S10,PURDUE UNIVERSITY,GRC,SYSTEM OF SYSTEMS APPROACH FOR ASSESSING NEW TECHNOLOGIES IN NGATS,FUNDAMENTAL AERONAUTICS PROGRAM: SUBSONIC FIXED WING PROJECT 2,WILLIAM CROSSLEY,WILLIAM J HALLER,3/8/2012,10/1/2007,9/30/2012,Awarded,Distribution
(N/A),NNX07AO13A S11,PURDUE UNIVERSITY,GRC,SYSTEM OF SYSTEMS APPROACH FOR ASSESSING NEW TECHNOLOGIES IN NGATS,FUNDAMENTAL AERONAUTICS PROGRAM: SUBSONIC FIXED WING PROJECT 2,WILLIAM CROSSLEY,WILLIAM J HALLER,9/25/2012,10/1/2007,10/31/2012,Awarded,Distribution
(N/A),NNX07AO15A S06,UNIVERSITY OF FLORIDA,LaRC,"UNSTEADY CIRCULATION CONTROL FOR HIGH PERFORMANCE, LOW NOISE AIRCRAFT",FUNDAMENTAL AERONAUTICS PROGRAM,LOUIS N CATTAFESTA III,JOHN C LIN,5/8/2012,8/21/2007,8/20/2013,Awarded,Distribution
(N/A),NNX07AO16A S10,THE GOODYEAR TIRE & RUBBER CO,GRC,REPLICATION OF THE LUNAR ROVING VEHICLE TIRES,UNSOLICITED,JOE LETTIERI,VIVAKE M ASNANI,11/16/2012,5/8/2007,10/15/2013,Awarded,Distribution
4200415738,NNX07AO27A S04,WICHITA STATE UNIVERSITY,HQ,KANSAS NASA EPSCOR: RESARCH INFRASTRUCTURE DEVELOPMENT PROGRAM,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),SCOTT MILLER,DIANE DETROYE,3/27/2012,6/28/2007,6/27/2012,Awarded,Distribution
(N/A),NNX07AO27A S05,WICHITA STATE UNIVERSITY,HQ,KANSAS NASA EPSCOR: RESARCH INFRASTRUCTURE DEVELOPMENT PROGRAM,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),SCOTT MILLER,DIANE DETROYE,6/6/2012,6/28/2007,6/27/2013,Awarded,Distribution
4200415789,NNX07AO30A S04,UNIVERSITY OF PUERTO RICO - SAN JUAN,HQ,PUERTO RICO NASA EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT,DNNXEVELOPING RESEARCH EXPERTISE IN SUPPORT OF SPACE EXPLORATION,GERARDO MORELL,DIANE DETROYE,3/13/2012,6/28/2007,6/27/2012,Awarded,Distribution
