Purchase Requisition Number,Grant Number,Institution,NASA Center,Proposal Title,Program Title,Principal Investigator Name,Technical Officer,Award Date,Performance Start Date,Performance End Date,Status,Description of Action
"(N/A)","80NSSC17K0016 P00005","NEW JERSEY INSTITUTE OF TECHNOLOGY","HQ","DATA-CONSTRAINED, DATA-DRIVEN AND LABORATORY-TESTED MHD SIMULATIONS TO UNDERSTAND THE SUCCESSFUL AND FAILED SOLAR ERUPTIONS","HELIOPHYSICS GRAND CHALLENGES RESEARCH","Haimin Wang","Guan Le","2020-05-08","2017-06-23","2021-06-22","Approved/ Awarded","Distribution"
"4200744433","80NSSC17K0018 P00002","WASHINGTON UNIVERSITY","HQ","ANALYSES AND INTERPRETATIONS OF NOBLE GASES DELIVERED BY GENESIS AND STARDUST MISSIONS - PHASE 2","LABORATORY ANALYSIS OF RETURNED SAMPLES","STEPHANIE BEMBERG","JEFFREY GROSSMAN","2020-09-09","2018-05-01","2021-04-30","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0019 P00004","UNIVERSITY OF CALIFORNIA - RIVERSIDE","HQ","THE BIGGEST BADDEST BABIES IN THE NURSERY: COMBINING SPITZER, WISE & HERSCHEL OBSERVATIONS TO STUDY THE FIRST SAMPLE OF MASSIVE GALAXIES AND THEIR ENVIRONMENTS AT 2 < Z< 6","ASTROPHYSICS DATA ANALYSIS","GILLIAN WILSON","DOUGLAS HUDGINS","2020-11-20","2018-01-01","2021-12-31","Approved/ Awarded","Distribution"
"4200731147","80NSSC17K0021 P00010","UNIVERSITY OF FLORIDA","JSC","BED REST COMBINED WITH 0.5% CO2 AS A SPACEFLIGHT ANALOG TO STUDY NEUROCOGNITIVE CHANGES: EXTENT, LONGEVITY, AND NEURAL BASES","BEHAVIORAL HEALTH & PERFORMANCE AND HUMAN HEALTH COUNTERMEASURES  TOPICS","RACHEL SEIDLER","Diana Risin","2020-05-13","2017-06-29","2021-01-01","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0021 P00011","UNIVERSITY OF FLORIDA","JSC","BED REST COMBINED WITH 0.5% CO2 AS A SPACEFLIGHT ANALOG TO STUDY NEUROCOGNITIVE CHANGES: EXTENT, LONGEVITY, AND NEURAL BASES","BEHAVIORAL HEALTH & PERFORMANCE AND HUMAN HEALTH COUNTERMEASURES  TOPICS","RACHEL SEIDLER","Diana Risin","2020-11-30","2017-06-29","2022-01-01","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0022 P00006","SOUTHERN METHODIST UNIVERSITY","HQ","DEVELOPMENT OF AN INCORPORATED PLATFORM TO CHARACTERIZE HYDROLOGY-DRIVEN LANDSLIDE HAZARDS IN NORTHWESTERN US","INTERDISCIPLINARY SCIENCE","ZHONG LU","Gerald Bawden","2020-05-14","2017-06-12","2021-06-22","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0024 P00007","STANFORD UNIVERSITY   (Leland Stanford Junior University)","HQ","INTRA-BINARY SHOCK EMISSION IN THE BLACK WIDOW POPULATION","ASTROPHYSICS DATA ANALYSIS","ROGER ROMANI","DOUGLAS HUDGINS","2020-04-23","2017-06-12","2021-06-11","Approved/ Awarded","Distribution"
"4200730857","80NSSC17K0025 P00003","CALIFORNIA INSTITUTE OF TECHNOLOGY","HQ","GENESIS SAMPLES: ANALYSIS AND TECHNICAL ENABLING","LABORATORY ANALYSIS OF RETURNED SAMPLES","DONALD BURNETT","JEFFREY GROSSMAN","2020-05-01","2017-09-01","2020-08-31","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0025 P00004","CALIFORNIA INSTITUTE OF TECHNOLOGY","HQ","GENESIS SAMPLES: ANALYSIS AND TECHNICAL ENABLING","LABORATORY ANALYSIS OF RETURNED SAMPLES","DONALD BURNETT","JEFFREY GROSSMAN","2020-06-08","2017-09-01","2021-08-31","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0026 P00006","CALIFORNIA INSTITUTE OF TECHNOLOGY","HQ","STAR, DISK, AND PLANET PHENOMENA AT <10 MILLION YEAR AGES WITH K2","ASTROPHYSICS DATA ANALYSIS","Lynne Hillenbrand","DOUGLAS HUDGINS","2020-06-15","2017-06-23","2021-06-22","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0028 P00006","UNIVERSITY OF MIAMI - RSMAS","HQ","RAINFALL-TRIGGERED VOLCANIC ERUPTIONS","INTERDISCIPLINARY SCIENCE","FALK AMELUNG","Gerald Bawden","2020-06-08","2017-06-23","2021-06-22","Approved/ Awarded","Distribution"
"4200724329","80NSSC17K0030 P00005","UNIVERSITY OF DENVER","HQ","EVOLUTION OF A MULTI-FUNCTIONAL ADHESION MODULE NECESSARY FOR COMPLEX MULTICELLULARITY","EXOBIOLOGY","SCOTT NICHOLS","Lindsay Hays","2020-02-18","2017-07-05","2020-07-04","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0030 P00006","UNIVERSITY OF DENVER","HQ","EVOLUTION OF A MULTI-FUNCTIONAL ADHESION MODULE NECESSARY FOR COMPLEX MULTICELLULARITY","EXOBIOLOGY","SCOTT NICHOLS","Lindsay Hays","2020-06-24","2017-07-05","2021-07-04","Approved/ Awarded","Distribution"
"4200724304","80NSSC17K0031 P00005","University of California-Santa Barbara","HQ","RESURRECTING RNA POLYMERASE RIBOZYMES FROM THE RIBOSOME","EXOBIOLOGY","LUC JAEGER","MICHAEL NEW","2020-02-14","2017-04-03","(N/A)","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0031 P00006","University of California-Santa Barbara","HQ","RESURRECTING RNA POLYMERASE RIBOZYMES FROM THE RIBOSOME","EXOBIOLOGY","LUC JAEGER","MICHAEL NEW","2020-06-05","2017-04-03","2022-07-02","Approved/ Awarded","Distribution"
"4200735742","80NSSC17K0032 P00003","UNIVERSITY OF CALIFORNIA - BERKELEY","HQ","CURIE: CUBESAT RADIO INTERFEROMETRY EXPERIMENT","HELIOPHYSICS TECHNOLOGY AND INSTRUMENT DEVELOPMENT FOR SCIENCE","DAVID SUNDKVIST","John Moses","2020-07-10","2017-07-05","2021-07-04","Approved/ Awarded","Distribution"
"4200724328","80NSSC17K0033 P00004","TEMPLE UNIVERSITY","HQ","DNA REPAIR UNDER EXTREME CONDITIONS - EXTENDED STUDIES","EXOBIOLOGY","ROBERT STANLEY","Lindsay Hays","2020-03-03","2017-09-01","2021-08-31","Approved/ Awarded","Distribution"
"4200737495","80NSSC17K0033 P00005","TEMPLE UNIVERSITY","HQ","DNA REPAIR UNDER EXTREME CONDITIONS - EXTENDED STUDIES","EXOBIOLOGY","ROBERT STANLEY","Lindsay Hays","2020-07-22","2017-09-01","2021-08-31","Approved/ Awarded","Distribution"
"4200724327","80NSSC17K0034 P00005","PENNSYLVANIA STATE UNIVERSITY","HQ","PRE-CELLULAR COMPARTMENTALIZATION FOR RNA SYNTHESIS, STRUCTURE, AND FUNCTION","EXOBIOLOGY","CHRISTINE KEATING","Lindsay Hays","2020-03-18","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200733379","80NSSC17K0034 P00006","PENNSYLVANIA STATE UNIVERSITY","HQ","PRE-CELLULAR COMPARTMENTALIZATION FOR RNA SYNTHESIS, STRUCTURE, AND FUNCTION","EXOBIOLOGY","CHRISTINE KEATING","Lindsay Hays","2020-06-09","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200747817","80NSSC17K0034 P00007","PENNSYLVANIA STATE UNIVERSITY","HQ","PRE-CELLULAR COMPARTMENTALIZATION FOR RNA SYNTHESIS, STRUCTURE, AND FUNCTION","EXOBIOLOGY","CHRISTINE KEATING","Lindsay Hays","2020-10-16","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200723243","80NSSC17K0036 P00008","UNIVERSITY OF COLORADO - BOULDER","MSFC","CHARACTERIZATION OF BIOFILM FORMATION, GROWTH, AND GENE EXPRESSION ON DIFFERENT MATERIALS AND ENVIRONMENTAL CONDITIONS IN MICROGRAVITY","RESEARCH OPPORTUNITIES IN MATERIALS SCIENCE - MATERIALSLAB OPEN SCIENCE CAMPAIGNS FOR EXPERIMENTS ON THE INTERNATIONAL SPACE STATION","LUIS ZEA","Jan Rogers","2020-02-12","2017-01-03","2021-01-02","Approved/ Awarded","Distribution"
"4200736733","80NSSC17K0036 P00009","UNIVERSITY OF COLORADO - BOULDER","MSFC","CHARACTERIZATION OF BIOFILM FORMATION, GROWTH, AND GENE EXPRESSION ON DIFFERENT MATERIALS AND ENVIRONMENTAL CONDITIONS IN MICROGRAVITY","RESEARCH OPPORTUNITIES IN MATERIALS SCIENCE - MATERIALSLAB OPEN SCIENCE CAMPAIGNS FOR EXPERIMENTS ON THE INTERNATIONAL SPACE STATION","LUIS ZEA","Jan Rogers","2020-09-02","2017-01-03","2021-06-02","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0036 P00010","UNIVERSITY OF COLORADO - BOULDER","MSFC","CHARACTERIZATION OF BIOFILM FORMATION, GROWTH, AND GENE EXPRESSION ON DIFFERENT MATERIALS AND ENVIRONMENTAL CONDITIONS IN MICROGRAVITY","RESEARCH OPPORTUNITIES IN MATERIALS SCIENCE - MATERIALSLAB OPEN SCIENCE CAMPAIGNS FOR EXPERIMENTS ON THE INTERNATIONAL SPACE STATION","LUIS ZEA","Jan Rogers","2020-12-28","2017-01-03","2021-06-02","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0038 P00003","THE AEROSPACE CORPORATION","GSFC","TOMEX PLUS: TURBULENT OXYGEN MIXING EXPERIMENT PLUS","HELIOPHYSICS TECHNOLOGY AND INSTRUMENT DEVELOPMENT FOR SCIENCE","JAMES CLEMMONS","JULIE BLOXOM","2020-01-21","2017-07-05","2018-11-25","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0038 P00004","THE AEROSPACE CORPORATION","GSFC","TOMEX PLUS: TURBULENT OXYGEN MIXING EXPERIMENT PLUS","HELIOPHYSICS TECHNOLOGY AND INSTRUMENT DEVELOPMENT FOR SCIENCE","JAMES CLEMMONS","JULIE BLOXOM","2020-10-07","2017-07-05","2018-11-25","Approved/ Awarded","Distribution"
"4200726028","80NSSC17K0043 P00007","UNIVERSITY OF FLORIDA - GAINSVILLE","JSC","CHARACTERIZATION OF FRAGMENTS RESULTING FROM THE DEBRISAT/DEBRISLV HYPER-VELOCITY IMPACT EXPERIMENT","UNSOLICITED","NORMAN FITZ-COY","Jer Chyi Liou","2020-03-13","2017-07-01","2022-06-30","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0044 P00006","THE AEROSPACE CORPORATION","HQ","LOW-LATITUDE IONOSPHERE/THERMOSPHERE ENHANCEMENTS IN DENSITY (LLITED) CUBESAT MISSION","HELIOPHYSICS TECHNOLOGY AND INSTRUMENT DEVELOPMENT FOR SCIENCE","Rebecca Bishop","Thomas Johnson","2020-04-29","2017-05-22","2021-05-21","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0046 P00004","UNIVERSITY OF MARYLAND - COLLEGE PARK","GSFC","DISTURBANCE, GROWTH, AND RECOVERY OF BOREAL FORESTS SPANNING THE SATELLITE ERA: 3D STRUCTURE, SITE INDEX, AND ECOCYSTEM CARBON FLUX WITH CHANGING CLIMATE","CARBON CYCLE SCIENCE","JOSEPH SEXTON","Christopher Rudasill-neigh","2020-01-30","2017-07-03","2019-10-31","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0050 P00005","UNIVERSITY OF WISCONSIN- WHITEWATER","HQ","THE STELLAR STRUCTURE OF THE MILKY WAY: MAPPING THE NON-AXISYMMETRIC STRUCTURE OF THE BULGE, DISK, AND BAR(S)","ASTROPHYSICS DATA ANALYSIS","ROBERT BENJAMIN","DOUGLAS HUDGINS","2020-06-24","2017-06-26","2021-06-25","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0051 P00005","NEW MEXICO STATE UNIVERSTIY","HQ","SUPPORTING PASTORALIST COMMUNITIES IN WEST AFRICA THROUGH REMOTE SENSING OF RANGELAND FORAGE PRODUCTION, VEGETATION, STRUCTURE, FORAGE PRODUCTION, AND LONG-TERM TREND ANALYSIS","RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES ? 2015","Niall Hanan","Nancy Searby","2020-09-24","2017-07-12","2020-12-31","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0056 P00003","XS RESEARCH LLC","HQ","DIRECT EVALUATION OF BALLOONING INSTABILITY THEORY FOR SUBSTORM ONSET USING MULTI-SPACECRAFT OBSERVATIONS - GMEPE","HELIOPHYSICS SUPPORTING RESEARCH","XIAOYAN XING","ARIK POSNER","2020-09-18","2017-09-05","2021-09-04","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0057 P00003","SPACE TELESCOPE SCIENCE INSTITUTE","HQ","MASS LOSS AT HIGHER METALLICITY: QUANTIFYING THE MASS RETURN FROM EVOLVED STARS IN THE GALACTIC BULGE","ASTROPHYSICS DATA ANALYSIS","Benjamin Sargent","DOUGLAS HUDGINS","2020-07-14","2017-07-24","2021-07-23","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0059 P00003","UNIVERSITY OF ARIZONA","HQ","CLIMATIC CONTROL OF EXPLOSIVE COLCANISM ON MARS","RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES ? 2014","JEFFREY ANDREWS-HANNA","Delia Santiago-materese","2020-07-28","2017-07-20","2021-07-19","Approved/ Awarded","Distribution"
"4200721409","80NSSC17K0060 P00005","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","JSC","HZE PARTICLE EXPOSURE-INDUCED IMPROVEMENT OF PATTERN SEPARATION IN MATURE MICE: ALTERATIONS IN MISSION-RELEVANT BEHAVIORS AND NEURAL CIRCUITRY","GROUND-BASED STUDIES IN SPACE RADIOLOGY","AMELIA EISCH","Diana Risin","2020-01-14","2017-08-01","2020-07-31","Approved/ Awarded","Distribution"
"4200726803","80NSSC17K0060 P00006","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","JSC","HZE PARTICLE EXPOSURE-INDUCED IMPROVEMENT OF PATTERN SEPARATION IN MATURE MICE: ALTERATIONS IN MISSION-RELEVANT BEHAVIORS AND NEURAL CIRCUITRY","GROUND-BASED STUDIES IN SPACE RADIOLOGY","AMELIA EISCH","Diana Risin","2020-04-03","2017-08-01","2021-02-28","Approved/ Awarded","Distribution"
"4200729595","80NSSC17K0064 P00004","WORLD METEOROLOGICAL ORGANIZATION - GROUP ON EARTH OBSERVATIONS","HQ","THE GROUP ON EARTH OBSERVATIONS: MAXIMIZING THE VALUE OF EARTH OBSERVATIONS FOR SOCIETAL BENEFIT IN THE FACE OF GLOBAL CHALLENGES","UNSOLICITED","BARBARA RYAN","LAWRENCE FRIEDL","2020-07-28","2017-02-03","2022-02-02","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0070 P00004","UNIVERSITY OF ILLINOIS - URBANA?CHAMPAIG","HQ","COMPACT BINARY MERGERS IN GENERAL RELATIVITY","ASTROPHYSICS THEORY","Stuart Shapiro","Evan Scannapieco","2020-06-04","2017-07-01","2021-06-30","Approved/ Awarded","Distribution"
"4200743100","80NSSC17K0071 P00004","UNIVERSITY OF COLORADO - BOULDER","HQ","CHARACTERIZATION OF THE SPATIO-TEMPORAL VARIABILITY OF SNOW PROPERTIES TO SUPPORT ACTIVE AND PASSIVE MICROWAVE REMOTE SENSING OF SNOW","TERRESTRIAL HYDROLOGY","NOAH MOLOTCH","Jared Entin","2020-09-09","2017-06-26","2022-06-25","Approved/ Awarded","Distribution"
"4200735918","80NSSC17K0073 P00003","UNIVERSITY CORPORATION FOR ATMOSPHERIC R","HQ","ADVANCING CLOUD MICROPHYSICS FOR SEAMLESS PREDICTION OF WEATHER AND CLIMATE","MODELING, ANALYSIS, AND PREDICTION","ANDREW GETTELMAN","DAVID CONSIDINE","2020-07-13","2017-06-26","2021-06-25","Approved/ Awarded","Distribution"
"4200733340","80NSSC17K0075 P00004","UNIVERSITY OF CALIFORNIA - SANTA BARBARA","HQ","IMPROVING MKID PERFORMANCE AT THE UVOIR WAVELENGTHS","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","BENJAMIN MAZIN","HUNG NGUYEN","2020-06-09","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200733341","80NSSC17K0076 P00006","UNIVERSITY OF CALIFORNIA - LOS ANGELES","HQ","A HIGH DV MINIATURE ION THRUSTER FOR SMALLSAT PRIMARY PROPULSION","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","RICHARD WIRZ","HUNG NGUYEN","2020-06-18","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200743872","80NSSC17K0076 P00007","UNIVERSITY OF CALIFORNIA - LOS ANGELES","HQ","A HIGH DV MINIATURE ION THRUSTER FOR SMALLSAT PRIMARY PROPULSION","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","RICHARD WIRZ","HUNG NGUYEN","2020-09-10","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200733512","80NSSC17K0077 P00007","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HQ","ENHANCING DOCKING AND MANIPULATION CAPABILITY FOR MICROGRAVITY ROBOTIC FREE FLYERS","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","REBECCA MASTERSON","HUNG NGUYEN","2020-06-09","2017-09-01","2021-08-31","Approved/ Awarded","Distribution"
"4200733513","80NSSC17K0081 P00004","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HQ","2D MATERIALS FOR ENERGY HARVESTING AND SENSING","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","TOMAS PALACIOS","HUNG NGUYEN","2020-07-07","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200733514","80NSSC17K0082 P00004","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HQ","ADDITIVE MANUFACTURING OF LOW WORK FUNCTION OXIDES FOR SPACEBORNE THERMIONIC EMISSION APPLICATIONS","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","ANASTASIOS HART","Kurt Sacksteder","2020-06-08","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200749925","80NSSC17K0082 P00005","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HQ","ADDITIVE MANUFACTURING OF LOW WORK FUNCTION OXIDES FOR SPACEBORNE THERMIONIC EMISSION APPLICATIONS","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","ANASTASIOS HART","HUNG NGUYEN","2020-11-17","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200733515","80NSSC17K0083 P00004","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HQ","A GROUND-BASED ANALOG FOR CNS EXPOSURE TO SPACE RADIATION: A SYSTEM FOR INTEGRATING MICROBEAM TECHNOLOGY AND NEURONAL CULTURE","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","JULIE GREENBERG","HUNG NGUYEN","2020-06-09","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200749360","80NSSC17K0083 P00005","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HQ","A GROUND-BASED ANALOG FOR CNS EXPOSURE TO SPACE RADIATION: A SYSTEM FOR INTEGRATING MICROBEAM TECHNOLOGY AND NEURONAL CULTURE","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","JULIE GREENBERG","HUNG NGUYEN","2020-11-12","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200733516","80NSSC17K0084 P00004","UNIVERSITY OF CALIFORNIA - SANTA BARBARA","HQ","MATERIALS DEGRADATION DURING THE STRESSED OXIDATION OF CMCS","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","SAMANTHA DALY","HUNG NGUYEN","2020-06-09","2017-09-01","2021-08-31","Approved/ Awarded","Distribution"
"4200733517","80NSSC17K0085 P00004","UNIVERSITY OF COLORADO ? BOULDER","HQ","A CONCEPTUAL DESIGN AND CONCEPT OF OPERATIONS FOR INTERMITTENT SHORT-RADIUS CENTRIFUGATION FOR ARTIFICIAL GRAVITY","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","TORIN CLARK","HUNG NGUYEN","2020-06-09","2017-08-15","2021-08-14","Approved/ Awarded","Distribution"
"4200733518","80NSSC17K0089 P00004","UNIVERSITY OF TEXAS - AUSTIN","HQ","DEVELOPMENT OF SECONDARY LITHIUM-SULFUR BATTERIES FOR LOW TEMPERATURE ENVIRONMENTS","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","ARUMUGAM MANTHIRAM","HUNG NGUYEN","2020-06-12","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200748864","80NSSC17K0089 P00005","UNIVERSITY OF TEXAS - AUSTIN","HQ","DEVELOPMENT OF SECONDARY LITHIUM-SULFUR BATTERIES FOR LOW TEMPERATURE ENVIRONMENTS","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","ARUMUGAM MANTHIRAM","HUNG NGUYEN","2020-10-21","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"4200733519","80NSSC17K0090 P00004","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HQ","MODELING OXYGEN PRODUCTION ON MARS AND EXTENSION TO A HUMAN-SCALE MISSION","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","JEFFREY HOFFMAN","HUNG NGUYEN","2020-06-12","2017-09-01","2021-08-31","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0092 P00002","Colgate University","HQ","THE TITAN TUMBLER: INVESTIGATING ENDMEMBER SEDIMENTOLOGICAL PROCESSES ON TITAN","SOLAR SYSTEM WORKINGS","JOSEPH LEVY","Delia Santiago-Materese","2020-01-15","2017-08-30","2020-08-29","Approved/ Awarded","Distribution"
"4200733520","80NSSC17K0093 P00004","GEORGIA TECH RESEARCH CORPORATION","HQ","STOCHASTIC OPTIMAL CONTROL FOR POWERED DESCENT GUIDANCE","NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017","PANAGIOTIS TSIOTRAS","HUNG NGUYEN","2020-06-12","2017-08-01","2021-07-31","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0098 P00007","FLORIDA INTERNATIONAL UNIVERSITY","HQ","CASCADING HAZARDS: UNDERSTANDING TRIGGERING RELATIONS BETWEEN WET TROPICAL CYCLONES, LANDSLIDES, AND EARTHQUAKES","INTERDISCIPLINARY SCIENCE","Shimon Wdowinski","Gerald Bawden","2020-04-21","2017-06-28","2021-06-27","Approved/ Awarded","Distribution"
"4200723003","80NSSC17K0099 P00011","SOUTHWEST RESEARCH INSTITUTE","HQ","EXTENDING IN-SITU DATING TO NEW GEOCHRONOMETERS: PB-PB, SM-ND, RE-OS, AND LU-HF","PLANETARY INSTRUMENT CONCEPTS FOR THE ADVANCEMENT OF SOLAR SYSTEM OBSERVATIONS","SCOTT ANDERSON","STEPHEN A RINEHART","2020-02-06","2017-06-28","2020-06-27","Approved/ Awarded","Distribution"
"(N/A)","80NSSC17K0099 P00012","SOUTHWEST RESEARCH INSTITUTE","HQ","EXTENDING IN-SITU DATING TO NEW GEOCHRONOMETERS: PB-PB, SM-ND, RE-OS, AND LU-HF","PLANETARY INSTRUMENT CONCEPTS FOR THE ADVANCEMENT OF SOLAR SYSTEM OBSERVATIONS","SCOTT ANDERSON","STEPHEN A RINEHART","2020-06-19","2017-06-28","2021-06-27","Approved/ Awarded","Distribution"
