Purchase Requisition Number,Grant Number,Institution,NASA Center,Proposal Title,Program Title,Principal Investigator Name,Technical Officer,Award Date,Performance Start Date,Performance End Date,Status,Description of Action
(N/A),NNX12AQ10G S03,"STATE UNIVERSITY OF NEW YORK, BUFFALO",HQ,"IMPROVED FLOW INUNDATION MAPS USING NASA HIGH-RESOLUTION TOPOGRAPHY PRODUCTS, II: DYNAMIC GENERATION OF PROBABILISTIC HAZARDS MAPS",RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES ? 2010,MARCUS BURSIK,MYRON DOBSON,6/22/2015,8/22/2012,8/21/2016,Awarded,Distribution
(N/A),NNX12AQ16G S04,"Bubblelolgy Research International, Inc",HQ,HYPERSPECTRAL IMAGING SPECTROSCOPIC INVESTIGATION OF CALIFORNIA NATURAL AND ANTHROPOGENIC FOSSIL METHANE EMISSIONS IN THE SHORT-WAVE AND THERMAL INFRARED,HYSPIRI PREPARATORY AIRBORNE ACTIVITIES AND ASSOCIATED SCIENCE,IRA LEIFER,WILLIAM W TURNER,2/18/2015,10/1/2012,9/30/2015,Work In Progress,Distribution
(N/A),NNX12AQ16G S05,"Bubblelolgy Research International, Inc",HQ,HYPERSPECTRAL IMAGING SPECTROSCOPIC INVESTIGATION OF CALIFORNIA NATURAL AND ANTHROPOGENIC FOSSIL METHANE EMISSIONS IN THE SHORT-WAVE AND THERMAL INFRARED,HYSPIRI PREPARATORY AIRBORNE ACTIVITIES AND ASSOCIATED SCIENCE,IRA LEIFER,WILLIAM W TURNER,5/15/2015,10/1/2012,6/30/2016,Work In Progress,Receiving
(N/A),NNX12AQ17G S04,University of Nevada-Reno,HQ,ENERGY AND MINERAL RESOURCES: SURFACE COMPOSITION MAPPING THAT IDENTIFIES RESOURCES AND THE CHANGES AND IMPACTS ASSOCIATED WITH THEIR DEVELOPMENT,HYSPIRI PREPARATORY AIRBORNE ACTIVITIES AND ASSOCIATED SCIENCE,WENDY CALVIN,MYRON DOBSON,6/22/2015,10/1/2012,9/30/2016,Work In Progress,Receiving
(N/A),NNX12AQ18G S03,University Corporation For Atmospheric Research - UCAR/NCAR,HQ,QUANTIFYING THERMAL VARIABILITY OF THE UTLS USING GPS RADIO OCCULTATION DATA,GNSS REOMOTE SENSING SCIENCE TEAM,WILLIAM RANDEL,BENJAMIN R PHILLIPS,7/23/2015,8/22/2012,8/21/2016,Work In Progress,Receiving
4200563298,NNX12AQ18G S04,University Corporation For Atmospheric Research - UCAR/NCAR,HQ,QUANTIFYING THERMAL VARIABILITY OF THE UTLS USING GPS RADIO OCCULTATION DATA,GNSS REOMOTE SENSING SCIENCE TEAM,WILLIAM RANDEL,BENJAMIN R PHILLIPS,9/2/2015,8/22/2012,8/21/2016,Work In Progress,Distribution
(N/A),NNX12AQ18G S05,University Corporation For Atmospheric Research - UCAR/NCAR,HQ,QUANTIFYING THERMAL VARIABILITY OF THE UTLS USING GPS RADIO OCCULTATION DATA,GNSS REOMOTE SENSING SCIENCE TEAM,WILLIAM RANDEL,BENJAMIN R PHILLIPS,9/8/2015,8/22/2012,8/21/2016,Work In Progress,Distribution
(N/A),NNX12AQ23G S04,University of California-Santa Cruz,HQ,USING HYSPIRI AT THE LAND/SEA INTERFACE TO IDENTIFY PHYTOPLANKTON FUNCTIONAL TYPES,HYSPIRI PREPARATORY AIRBORNE ACTIVITIES AND ASSOCIATED SCIENCE,RAPHAEL KUDELA,WILLIAM W TURNER,8/21/2015,9/1/2012,8/31/2016,Work In Progress,Receiving
(N/A),NNX12AQ24G,ROCHESTER INSTITUTE OF TECHNOLOGY,HQ,INVESTIGATING THE IMPACT OF SPATIALLY-EXPLICIT SUB-PIXEL STRUCTURAL VARIATION ON THE ASSESSMENT OF VEGETATION STRUCTURE FROM HYSPIRI DATA,HYSPIRI PREPARATORY AIRBORNE ACTIVITIES AND ASSOCIATED SCIENCE,JAN VAN AARDT,WILLIAM W TURNER,8/12/2015,1/1/2013,12/31/2016,Approved/ Awarded,Distribution
(N/A),NNX12AQ26G S03,(N/A),HQ,ADAPTING AND TESTING MICRO MASS SPECTROMETERS TO IDENTIFY BIOMARKERS FOR ASTROBIOLOGY MISSIONS,ADAPTING AND TESTING MICRO MASS SPECTROMETERS TO IDENTIFY BIOMARKERS FOR ASTROBIOLOGY MISSIONS,FRISO H W VAN AMERON,MICHAEL H NEW,12/10/2015,10/1/2012,9/30/2016,Work In Progress,Receiving
(N/A),NNX12AQ28G S03,University of Wisconsin - Madison,HQ,MEASUREMENT OF ECOSYSTEM METABOLISM ACROSS CLIMATIC AND VEGETATION GRADIENTS IN CALIFORNIA FOR THE 2013-2014 NASA AVIRIS/MASTER AIRBORNE CAMPAIGN,HYSPIRI PREPARATORY AIRBORNE ACTIVITIES AND ASSOCIATED SCIENCE,PHILLIP TOWNSEND,WILLIAM W TURNER,7/28/2015,9/20/2012,9/19/2016,Work In Progress,Package Processing
(N/A),NNX12AQ29G S04,"ADNET Systems, Inc",HQ,NOVEL APPROACHES FOR COMPUTING ATMOSPHERE PATH DELAY USING NUMERICAL WEATHER MODELS,ADVANCED CONCEPTS IN SPACE GEODESY,LEONID PETROV,THOMAS J JOHNSON,2/20/2015,9/1/2012,6/30/2015,Work In Progress,Receiving
(N/A),NNX12AQ29G S05,"ADNET Systems, Inc",HQ,NOVEL APPROACHES FOR COMPUTING ATMOSPHERE PATH DELAY USING NUMERICAL WEATHER MODELS,ADVANCED CONCEPTS IN SPACE GEODESY,LEONID PETROV,THOMAS J JOHNSON,6/12/2015,9/1/2012,6/30/2016,Work In Progress,Distribution
(N/A),NNX12AQ32G S03,UNIVERSITY OF CALIFORNIA - BERKELEY,HQ,"INSAR IMAGING OF ACTIVE FAULTING, LAND SUBSIDENCE AND LANDSLIDING IN THE SAN FRANCISCO BAY AREA, CALIFORNIA",APPLICATIONS OF GEODETIC IMAGING,ROLAND BURGMANN,MYRON DOBSON,4/30/2015,8/24/2012,8/23/2016,Work In Progress,Receiving
4200540853,NNX12AQ35A S08,FOUNDATION FOR EARTH SCIENCE INFORMATION,HQ,"ESIP FEDERATION: SUPPORTING COMMUNITY TO EXTEND NASA?S EARTH SCIENCE, TECHNOLOGY AND INNOVATION INVESTMENTS","TROPICAL WORKSHOPS, SYMPOSIA, AND CONFERNECES",ERIN M ROBINSON,KEVIN J MURPHY,2/20/2015,12/1/2012,11/30/2015,Work In Progress,Package Prep
4200561874,NNX12AQ35A S09,FOUNDATION FOR EARTH SCIENCE INFORMATION,HQ,"ESIP FEDERATION: SUPPORTING COMMUNITY TO EXTEND NASA?S EARTH SCIENCE, TECHNOLOGY AND INNOVATION INVESTMENTS","TROPICAL WORKSHOPS, SYMPOSIA, AND CONFERNECES",ERIN M ROBINSON,KEVIN J MURPHY,8/21/2015,12/1/2012,6/30/2017,Work In Progress,Distribution
(N/A),NNX12AQ41G S04,"University of Michigan, Regents of the",HQ,CHIP-SCALE PRECISION TIMING UNIT FOR PICOSATELLITES,SPACE TECHNOLOGY RESEARCH OPPORTUNITIES FOR EARLY CAREER FACULTY,MINA RAIS-ZADEH,ANDREW ECKEL,5/1/2015,9/15/2012,9/14/2016,Work In Progress,Receiving
(N/A),NNX12AQ42G S03,University of Florida,HQ,SELF-REPAIR AND DAMAGE MITIGATION OF METALLIC STRUCTURES,SPACE TECHNOLOGY RESEARCH OPPORTUNITIES  FOR  EARLY CAREER FACULTY (STRO-ECF),MICHELE MANUEL,ANDREW J ECKEL,3/16/2015,9/15/2012,9/14/2016,Work In Progress,Distribution
(N/A),NNX12AQ43G S03,STANFORD UNIVERSITY,HQ,ALGORITHMIC FOUNDATIONS FOR REAL-TIME AND DEPENDABLE SPACECRAFT MOTION PLANNING,SPACE TECHNOLOGY RESEARCH OPPORTUNITIESFOREARLY CAREER FACULTY (STRO-ECF),MARCO PAVONE,ANDREW J ECKEL,7/27/2015,9/15/2012,9/14/2016,Awarded,Distribution
(N/A),NNX12AQ44G S03,"University of Houston, Houston - See Notes",HQ,MICROFLUIDIC LABEL-FREE SENSING FOR RAPID MULTIPLEXED PATHOGEN DETECTION IN SPACE MISSIONS,SPACE TECHNOLOGY RESEARCH OPPORTUNITIES  FOR  EARLY CAREER FACULTY (STRO-ECF),WEI-CHUAN SHIH,ANDREW ECKEL,8/21/2015,9/15/2012,3/31/2016,Work In Progress,Package Prep
(N/A),NNX12AQ45G S03,Arizona State University,HQ,DEVELOPMENT OF CORROSION-RESISTANT MOLECULAR SIEVE INCLUSION NANOCOMPOSITE,SPACE TECHNOLOGY RESEARCH OPPORTUNITIES  FOR  EARLY CAREER FACULTY (STRO-ECF),MARY LIND,ANDREW J ECKEL,8/19/2015,9/15/2012,9/14/2016,Work In Progress,Distribution
(N/A),NNX12AQ46G S03,NORTH CAROLINA STATE UNIVERSITY,HQ,"ULTRALIGHT NANOLATTICES WITH CO-OPTIMIZED MECHANICAL, THERMAL, AND OPTICAL PROPERTIES",SPACE TECHNOLOGY RESEARCH OPPORTUNITIES  FOR  EARLY CAREER FACULTY (STRO-ECF),CHIH-HAO CHANG,ANDREW J ECKEL,6/23/2015,9/15/2012,9/14/2016,Work In Progress,Package Prep
(N/A),NNX12AQ49G S04,California Institute of Tech (Caltech),HQ,"DEVELOPMENT OF LIGHTWEIGHT, RADIATION AND DAMAGE TOLERANT MICRO TRUSSES",SPACE TECHNOLOGY RESEARCH OPPORTUNITIES  FOR  EARLY CAREER FACULTY (STRO-ECF),JULIE GREER,ANDREW J ECKEL,7/29/2015,9/15/2012,9/14/2016,Work In Progress,Receiving
(N/A),NNX12AQ50G S04,"UNIVERSITY OF MARYLAND, COLLEGE PARK",HQ,RADIATION PRESSURE ON TUNABLE OPTICAL METAMATERIALS FOR PROPULSION AND STEERING WITHOUT MOVING PARTS,SPACE TECHNOLOGY RESEARCH OPPORTUNITIES  FOR  EARLY CAREER FACULTY (STRO-ECF),JEREMY MUNDAY,ANDREW J ECKEL,8/26/2015,9/15/2012,3/14/2016,Work In Progress,Receiving
(N/A),NNX12AQ61G S05,MSNW LLC,HQ,THE FUSION DRIVEN ROCKET: NUCLEAR PROPULSION THROUGH DIRECT CONVERSION OF FUSION ENERGY,NASA INNOVATIVE ADVANCED CONCEPTS (NIAC)PHASE II CALL FOR PROPOSALS,JOHN SLOUGH,JOHN M FALKER,2/19/2015,9/10/2012,3/10/2015,Awarded,Distribution
(N/A),NNX12AQ64G S02,University of Maryland-College Park,HQ,ANALYSIS OF THE COMA OF COMET HARTLEY 2 AND ITS INTERACTION WITH THE NUCLEUS,PLANETARY MISSION DATA ANALYSIS,TONY L FARNHAM,MICHAEL S KELLEY,9/8/2015,10/1/2012,9/30/2016,Work In Progress,Receiving
4200565659,NNX12AQ64G S03,University of Maryland-College Park,HQ,ANALYSIS OF THE COMA OF COMET HARTLEY 2 AND ITS INTERACTION WITH THE NUCLEUS,PLANETARY MISSION DATA ANALYSIS,TONY L FARNHAM,MICHAEL S KELLEY,9/11/2015,10/1/2012,9/30/2016,Work In Progress,Receiving
(N/A),NNX12AQ65A S06,UNIVERSITY OF MARYLAND - COLLEGE PARK,HQ,UNCERTAINTY ANALYSIS OF TROPOSPHERIC CARBON MONOXIDE DATA RECORDS USING AIRS AND IASI FROM A UNIFORM ALGORITHM,EARTH SYSTEM DATA RECORDS UNCERTAINTY ANALYSIS,JUYING WARNER,KEVIN J MURPHY,1/30/2015,9/25/2012,9/24/2015,Work In Progress,Receiving
(N/A),NNX12AQ66G S03,(N/A),HQ,"EARTH-BASED RADAR IMAGES OF VENUS: DATA RECOVERY, PDS ARCHIVING, AND THE SEARCH FOR ACTIVE VOLCANISM (SMITHSONIAN INSTITUTION)",PLANETARY MISSION DATA ANALYSIS,BRUCE CAMPBELL,MICHAEL S KELLEY,12/28/2015,10/1/2012,12/31/2016,Work In Progress,Receiving
4200558294,NNX12AQ70G S03,Columbia University,HQ,"DEVELOPMENT AND IMPLEMENTATION OF FLOOD RISK MAPPING, WATER BODIES MONITORING AND CLIMATE INFORMATION FOR DISASTER MANAGEMENT AND HUMAN HEALTH",SERVIR APPLIED SCIENCES TEAM,PIETRO CECCATO,NANCY D SEARBY,7/21/2015,8/31/2012,8/30/2016,Work In Progress,Receiving
(N/A),NNX12AQ71G S03,University of Minnesota,HQ,"GEOLOGIC MAPPING AND ANALYSIS OF THE NIOBE AND APHRODITE 1:10M MAP AREAS, VENUS",PLANETARY MISSION DATA ANALYSIS,VICKI HANSEN,MICHAEL S KELLEY,6/10/2015,8/31/2012,8/30/2016,Work In Progress,Distribution
(N/A),NNX12AQ72G S03,"Boston University, Trustees of",HQ,VENUSIAN SHIELD FIELDS AS RECORDERS OF STRESS,PLANETARY MISSION DATA ANALYSIS,BRADLEY THOMSON,MICHAEL S KELLEY,9/14/2015,8/31/2012,2/29/2016,Work In Progress,Distribution
4200565658,NNX12AQ73G S04,Johns Hopkins University,HQ,MASCS AND MDIS MERGING FROM MESSENGER MERCURY FLYBYS AND ORBIT,PLANETARY MISSION DATA ANALYSIS,NOAM IZENBERG,MICHAEL S KELLEY,9/17/2015,1/1/2013,12/31/2015,Work In Progress,Receiving
(N/A),NNX12AQ73G S05,(N/A),HQ,MASCS AND MDIS MERGING FROM MESSENGER MERCURY FLYBYS AND ORBIT,PLANETARY MISSION DATA ANALYSIS,NOAM IZENBERG,MICHAEL S KELLEY,11/3/2015,1/1/2013,12/31/2016,Work In Progress,Receiving
4200540544,NNX12AQ76G S02,UNIVERSITY OF WISCONSIN-MADISON,HQ,SNOWFALL FROM SPACE:  A SYNERGISTIC MULTI-SENSOR STRATEGY TO IMPROVE SPACEBORNE SNOWFALL ESTIMATES USING NASA MICROWAVE SENSORS AND GROUND-BASED INSTRUMENTS,NEW (EARLY CAREER) INVESTIGATOR PROGRAM IN EARTH SCIENCE,MARK KULIE,MING-YING WEI,2/9/2015,9/4/2012,9/3/2015,Awarded,Distribution
(N/A),NNX12AQ76G S03,UNIVERSITY OF WISCONSIN-MADISON,HQ,SNOWFALL FROM SPACE:  A SYNERGISTIC MULTI-SENSOR STRATEGY TO IMPROVE SPACEBORNE SNOWFALL ESTIMATES USING NASA MICROWAVE SENSORS AND GROUND-BASED INSTRUMENTS,NEW (EARLY CAREER) INVESTIGATOR PROGRAM IN EARTH SCIENCE,MARK KULIE,MING-YING WEI,5/22/2015,9/4/2012,9/3/2016,Awarded,Distribution
(N/A),NNX12AQ77G S04,(N/A),HQ,ANALYSIS OF GLOBAL RIVER WIDTH DISTRIBUTION AND PROVISION OF CORE KNOWLEDGE FOR THE SWOT SATELLITE MISSION,NEW (EARLY CAREER) INVESTIGATOR PROGRAM IN EARTH SCIENCE,TAMLIN PAVELSKY,MING-YING WEI,11/18/2015,9/18/2012,12/6/2016,Work In Progress,Distribution
4200555561,NNX12AQ78G S04,IDAHO STATE UNIVERSITY,HQ,RECOVER: REHABILITATION CAPABILITY CONVERGENCE FOR ECOSYSTEM RECOVERY,EARTH SCIENCE APPLICATIONS: WILD LAND FIRES,KEITH WEBER,LAWRENCE A FRIEDL,6/23/2015,10/1/2012,9/30/2017,Awarded,Distribution
4200569587,NNX12AQ78G S05,(N/A),HQ,RECOVER: REHABILITATION CAPABILITY CONVERGENCE FOR ECOSYSTEM RECOVERY,EARTH SCIENCE APPLICATIONS: WILD LAND FIRES,KEITH WEBER,LAWRENCE A FRIEDL,10/28/2015,10/1/2012,9/30/2017,Work In Progress,Receiving
4200560117,NNX12AQ80G S05,"UNIVERSITY OF MARYLAND, COLLEGE PARK",HQ,DESDYNI-RADAR MISSION SCIENCE DEFINITION TEAM,SCIENCE DEFINITION TEAM FOR THE DESDYNI-RADAR MISSION,RALPH DUBAYAH,CRAIG DOBSON,12/16/2015,9/4/2012,12/31/2015,Work In Progress,Distribution
(N/A),NNX12AQ80G S06,(N/A),HQ,DESDYNI-RADAR MISSION SCIENCE DEFINITION TEAM,SCIENCE DEFINITION TEAM FOR THE DESDYNI-RADAR MISSION,RALPH DUBAYAH,MYRON DOBSON,12/16/2015,9/4/2012,12/31/2016,Work In Progress,Package Processing
(N/A),NNX12AQ83G S03,MORGAN STATE UNIVERSITY,HQ,USING ADVANCED DATA ASSIMILATION AND NEW OBSERVATIONS TO IMPROVE UNDERSTANDING AND FORECASTS OF TROPICAL CYCLONES,NEW (EARLY CAREER) INVESTIGATOR PROGRAM IN EARTH SCIENCE,JASON SIPPEL,MING-YING WEI,4/29/2015,9/4/2012,4/29/2015,Awarded,Distribution
4200555592,NNX12AQ87G S03,UNIVERSITY OF MARYLAND - COLLEGE PARK,HQ,"DEVELOPMENT AND APPLICATION OF SPATIALLY REFINED REMOTE SENSING ACTIVE FIRE DATA SETS IN SUPPORT OF FIRE MONITORING, MANAGEMENT AND PLANNING",EARTH SCIENCE APPLICATIONS: WILD LAND FIRES,WILFRID SCHROEDER,LAWRENCE A FRIEDL,6/22/2015,10/1/2012,9/30/2017,Awarded,Distribution
4200555595,NNX12AQ89G S04,MICHIGAN TECHNOLOGICAL UNIVERSITY,HQ,LINKING REMOTE SENSING AND PROCESS-BASED HYDROLOGICAL MODELS TO INCREASE UNDERSTANDING OF WILDFIRE EFFECTS ON WATERSHEDS AND IMPROVE POST-FIRE REMEDIATION EFFORTS,EARTH SCIENCE APPLICATIONS: WILD LAND FIRES,MARY MILLER,LAWRENCE A FRIEDL,6/22/2015,9/4/2012,9/3/2017,Work In Progress,Receiving
4200569551,NNX12AQ89G S05,(N/A),HQ,LINKING REMOTE SENSING AND PROCESS-BASED HYDROLOGICAL MODELS TO INCREASE UNDERSTANDING OF WILDFIRE EFFECTS ON WATERSHEDS AND IMPROVE POST-FIRE REMEDIATION EFFORTS,EARTH SCIENCE APPLICATIONS: WILD LAND FIRES,Mary Miller,LAWRENCE A FRIEDL,10/29/2015,9/4/2012,9/3/2017,Work In Progress,Receiving
(N/A),NNX12AQ94G S04,"Sonoma Technology, Inc",HQ,AFTEERS: AUTOMATED FUELS TREATMENT EFFECTIVENESS EVALUATION USING REMOTE-SENSING INFORMATION,EARTH SCIENCE APPLICATIONS: WILDLAND FIRES,STACY DRURY,LAWRENCE A FRIEDL,2/27/2015,9/5/2012,3/30/2015,Work In Progress,Receiving
(N/A),NNX12AQ94G S05,"Sonoma Technology, Inc",HQ,AFTEERS: AUTOMATED FUELS TREATMENT EFFECTIVENESS EVALUATION USING REMOTE-SENSING INFORMATION,EARTH SCIENCE APPLICATIONS: WILDLAND FIRES,STACY DRURY,LAWRENCE A FRIEDL,3/5/2015,9/5/2012,9/30/2015,Work In Progress,Receiving
(N/A),NNX12AQ98G S03,University of California-Los Angeles,HQ,INVENTORYING COLLISIONS OF SMALL ASTEROIDS AND COMETS IN INTERPLANETARY SPACE FROM THEIR MAGNETIC SIGNATURES,PLANETARY MISSION DATA ANALYSIS,HANYING WEI,MICHAEL S KELLEY,6/30/2015,9/5/2012,9/4/2016,Work In Progress,Distribution
4200555597,NNX12AR08G,CONSERVATION INTERNATIONAL FOUNDATION,HQ,AN INTEGRATED FOREST AND FIRE MONITORING AND FORECASTING SYSTEM FOR IMPROVED FOREST MANAGEMENT IN THE TROPICS,EARTH SCIENCE APPLICATIONS: WILDLAND FIRES,KARYN TABOR,LAWRENCE A FRIEDL,8/26/2015,9/5/2012,9/4/2017,Work In Progress,Base Award
4200569589,NNX12AR08G S04,(N/A),HQ,AN INTEGRATED FOREST AND FIRE MONITORING AND FORECASTING SYSTEM FOR IMPROVED FOREST MANAGEMENT IN THE TROPICS,EARTH SCIENCE APPLICATIONS: WILDLAND FIRES,KARYN TABOR,LAWRENCE A FRIEDL,11/20/2015,9/5/2012,9/4/2017,Work In Progress,Funding |
(N/A),NNX12AR53G S03,UNIVERSITY OF MICHIGAN - ANN ARBOR,HQ,A MINIATURE SENSOR FOR MEASURING SOIL WETNESS AND SEARCHING FOR BRINES ON MARS AND BEYOND,ASTROBIOLOGY SCIENCE AND TECHNOLOGY FOR INSTRUMENT DEVELOPMENT,NILTON RENNO,MICHAEL H NEW,9/3/2015,10/1/2012,9/30/2016,Awarded,Distribution
(N/A),NNX12AR54G S04,NORTHERN ARIZONA UNIVERSITY,HQ,FINDING INTERIOR EARTH OBJECTS IN STEREO DATA,NEW EARTH OBJECT OBSERVATIONS,DR. DAVID TRILLING,LINDLEY N JOHNSON,6/30/2015,9/18/2012,9/17/2016,Awarded,Distribution
4200552212,NNX12AR55G S04,UNIVERSITY OF HAWAII,HQ,ATLAS - ASTEROID TERRESTRIAL-IMPACT LAST ALERT SYSTEM,NEAR EARTH OBJECTS OBSERVATIONS,JOHN TONRY,LINDLEY N JOHNSON,5/22/2015,1/1/2013,12/31/2017,Awarded,Distribution
4200558929,NNX12AR57G S03,"Resources for the Future, Inc.",HQ,USING EARTH OBSERVATION DATA TO IMPROVE REDD + POLICY IN MESOSOAMERICA AND THE DOMINICAN REPUBLIC,SERVIR APPLIED SCIENCES TEAM,ALLEN BLACKMAN,NANCY D SEARBY,7/22/2015,9/20/2012,9/19/2016,Work In Progress,Receiving
(N/A),NNX12AR58G S03,University of California-Berkeley,HQ,INSTRUMENTATION FOR THE SEARCH FOR EXTRATERRESTRIAL INTELLIGENCE,ASTROBIOLOGY SCIENCE AND TECHNOLOGY FOR INSTRUMENT DEVELOPMENT,DAN WERTHIMER,MICHAEL H NEW,8/28/2015,9/20/2012,9/19/2016,Work In Progress,Distribution
4200562561,NNX12AR60G S03,UNIVERSITY OF ARKANSAS,HQ,IRON-SULFUR CLUSTERS IN THE EVOLUTION OF THE ENZYNATIC SYNTHESIS OF RNA,ASTROBIOLOGY: EXOBIOLOGY AND EVOLUTIONARY BIOLOGY,DANIEL LESSNER,MICHAEL H NEW,8/18/2015,1/14/2013,1/13/2017,Awarded,Distribution
(N/A),NNX12AR64G S04,UNIVERSITY OF CENTRAL FLORIDA,HQ,ORIGIN OF NEAR-EARTH ASTEROIDS TARGETED BY SPACCECRAFT,NEAR EARTH OBJECT OBSERVATIONS,HUMBERTO CAMPINS,LINDLEY N JOHNSON,4/24/2015,9/26/2012,9/25/2016,Awarded,Distribution
4200542144,NNX12AR65G S05,UNIVERSITY OF HAWAII,HQ,NEO DISCOVERY AND CHARACTERIZATION WITH THE PAN-STARRS PSI TELESCOPE,NEAR EARTH OBJECT OBSERVATIONS,RICHARD WAINSCOAT,LINDLEY N JOHNSON,2/19/2015,9/26/2012,9/25/2015,Work In Progress,Receiving
(N/A),NNX12AR65G S06,UNIVERSITY OF HAWAII,HQ,NEO DISCOVERY AND CHARACTERIZATION WITH THE PAN-STARRS PSI TELESCOPE,NEAR EARTH OBJECT OBSERVATIONS,RICHARD WAINSCOAT,LINDLEY N JOHNSON,7/16/2015,9/26/2012,9/25/2016,Work In Progress,Receiving
4200562461,NNX12AR66G S03,ARIZONA STATE UNIVERSITY,HQ,"MODELING EROSION BY LAVA ON THE MOON, MARS, AND EARTH",PLANETARY GEOLOGY AND GEOPHYSICS,DAVID WILLLIAMS,MICHAEL S KELLEY,9/9/2015,9/28/2012,9/27/2016,Work In Progress,Receiving
(N/A),NNX12AR68G S03,Planetary Science Institute,HQ,GEOLOGY OF THE LUNAR SOUTH POLE QUADRANGLE (LQ-30),PLANETARY GEOLOGY AND GEOPHYSICS,SCOTT MEST,MICHAEL S KELLEY,9/1/2015,9/28/2012,9/27/2016,Work In Progress,Receiving
4200538639,NNX13AB03G S04,University of Notre Dame,HQ,SPECTRA AND DYNAMICAL MASSES OF BROWN DWARFS AND EXTRASOLAR PLANETS,ORIGINS OF SOLAR SYSTEMS,JUSTIN CREPP,MAX P BERNSTEIN,5/14/2015,11/5/2012,11/4/2015,Work In Progress,Receiving
(N/A),NNX13AB03G S05,(N/A),HQ,SPECTRA AND DYNAMICAL MASSES OF BROWN DWARFS AND EXTRASOLAR PLANETS,ORIGINS OF SOLAR SYSTEMS,JUSTIN CREPP,MAX BERNSTEIN,10/21/2015,11/5/2012,11/4/2016,Work In Progress,Receiving
(N/A),NNX13AB09A S04,University of Alabama - Huntsville,HQ,ALABAMA NASA EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT FY12,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),JOHN GREGORY,JEPPIE R COMPTON,7/20/2015,10/18/2012,10/17/2016,Work In Progress,Receiving
(N/A),NNX13AB10A S06,University of Idaho,HQ,2012 EPSCOR RID PROPOSAL- IDAHO,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),JOSEPH LAW,JEPPIE R COMPTON,8/5/2015,10/18/2012,10/17/2016,Work In Progress,Receiving
(N/A),NNX13AB11A S04,Wichita State University,HQ,2012 EPSCoR RID PROPOSAL- KANSAS,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),LEONARD SCOTT MILLER,JEPPIE R COMPTON,9/30/2015,10/18/2012,6/1/2016,Work In Progress,Resolve/FPDS-NG
(N/A),NNX13AB12A S04,University of Kentucky - Lexington,HQ,2012 EPSCoR RID PROPOSAL - KENTUCKY,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),SUZANNE SMITH,JEPPIE R COMPTON,2/6/2015,10/18/2012,10/17/2016,Work In Progress,Receiving
(N/A),NNX13AB13A S04,UNIVERSITY OF WYOMING,HQ,2012 EPSCoR RID PROPOSAL - WYOMING,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),PAUL JOHNSON,JEPPIE R COMPTON,3/31/2015,10/18/2012,5/31/2016,Work In Progress,Receiving
(N/A),NNX13AB15A S03,Maine Space Grant Consortium,HQ,MAINE NASA EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT PROGRAM,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),TERRY SHEHATA,JEPPIE R COMPTON,4/10/2015,10/18/2012,10/17/2016,Work In Progress,Distribution
(N/A),NNX13AB16A S04,MONTANA STATE UNIVERSITY,HQ,EPSCOR RESEARCH INFRASTRUCTURE DEVELOPMENT (RID) PROPOSAL 2012,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),ANGELA DES JARDINS,JEPPIE R COMPTON,1/13/2015,10/18/2012,10/17/2016,Work In Progress,Receiving
(N/A),NNX13AB17A S04,University of Nebraska - Omaha,HQ,2012 EPSCOR RID PROPOSAL- NEBRASKA,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),SCOTT TARRY,JEPPIE R COMPTON,2/20/2015,10/18/2012,10/17/2016,Work In Progress,Distribution
(N/A),NNX13AB18A S05,Nevada System of Higher Education,HQ,NEVADA NASA EPSCOR RID 2012,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),LYNN F FENSTERMAKER,JEPPIE R COMPTON,3/27/2015,10/18/2012,10/17/2016,Work In Progress,Receiving
(N/A),NNX13AB20A S04,"UNIVERSITY OF NORTH DAKOTA, GRAND FORKS",HQ,2012 EPSCOR RID PROPOSAL- NORTH DAKOTA,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),SANTHOSH SEELAN,JEPPIE R COMPTON,5/30/2015,10/18/2012,10/17/2016,Work In Progress,Receiving
(N/A),NNX13AB22A S04,UNIVERSITY OF PUERTO RICO,HQ,2012 EPSCOR RID PROPOSAL- PUERTO RICO,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),GERARDO MORELL,JEPPIE R COMPTON,8/5/2015,10/18/2012,10/17/2016,Work In Progress,Receiving
