Purchase Requisition Number,Grant Number,Institution,NASA Center,Proposal Title,Program Title,Principal Investigator Name,Technical Officer,Award Date,Performance Start Date,Performance End Date,Status,Description of Action
(N/A),NNX09AQ10A S12,Universities Space Research Association-USRA,HQ,PLANET SEPOF: EXTENDING THE COHERENCE AND REACH OF NASA PLANETARY SCIENCE AND SMD ED/PO,SCIENCE EDUCATION AND PUBLIC OUTREACH FORUMS,STEPHANIE SHIPP,KRISTEN J ERICKSON,7/8/2015,10/1/2009,9/30/2015,Work In Progress,Administrative |
(N/A),NNX09AQ10A S13,Universities Space Research Association-USRA,HQ,PLANET SEPOF: EXTENDING THE COHERENCE AND REACH OF NASA PLANETARY SCIENCE AND SMD ED/PO,SCIENCE EDUCATION AND PUBLIC OUTREACH FORUMS,STEPHANIE SHIPP,KRISTEN J ERICKSON,9/2/2015,10/1/2009,12/31/2015,Work In Progress,Administrative |
(N/A),NNX09AQ10A S14,(N/A),HQ,PLANET SEPOF: EXTENDING THE COHERENCE AND REACH OF NASA PLANETARY SCIENCE AND SMD ED/PO,SCIENCE EDUCATION AND PUBLIC OUTREACH FORUMS,STEPHANIE SHIPP,KRISTEN J ERICKSON,12/30/2015,10/1/2009,6/30/2016,Work In Progress,Administrative | Administrative - 1st No Cost Extension
4200540904,NNX09AQ11A S10,SPACE TELESCOPE SCIENCE INSTITUTE,HQ,ASTROPHYSICS SCIENCE EDUCATION AND PUBLIC OUTREACH FORUM,SCIENCE EDUCATION AND PUBLIC OUTREACH FORUMS,DENISE SMITH,STEPHANIE A STOCKMAN,2/10/2015,10/1/2009,9/30/2015,Work In Progress,Distribution
(N/A),NNX09AQ11A S11,SPACE TELESCOPE SCIENCE INSTITUTE,HQ,ASTROPHYSICS SCIENCE EDUCATION AND PUBLIC OUTREACH FORUM,SCIENCE EDUCATION AND PUBLIC OUTREACH FORUMS,DENISE SMITH,KRISTEN J ERICKSON,7/14/2015,10/1/2009,9/30/2015,Work In Progress,Receiving
(N/A),NNX09AQ11A S12,SPACE TELESCOPE SCIENCE INSTITUTE,HQ,ASTROPHYSICS SCIENCE EDUCATION AND PUBLIC OUTREACH FORUM,SCIENCE EDUCATION AND PUBLIC OUTREACH FORUMS,DENISE SMITH,KRISTEN J ERICKSON,8/31/2015,10/1/2009,9/30/2016,Work In Progress,Package Prep
4200540907,NNX09AQ12A S11,UNIVERSITY OF CALIFORNIA,HQ,HEPOF: A FORUM TO SUPPORT EXCELLENCE IN HELIOPHYSICS EDUCATION AND PUBLIC OUTREACH THROUGH SUSTAINED COLLABORATION,SCIENCE EDUCATION AND PUBLIC OUTREACH FORUMS,LAURA PETICOLAS,KRISTEN J ERICKSON,2/20/2015,10/1/2009,9/30/2015,Work In Progress,Receiving
4200563180,NNX09AQ12A S12,UNIVERSITY OF CALIFORNIA,HQ,HEPOF: A FORUM TO SUPPORT EXCELLENCE IN HELIOPHYSICS EDUCATION AND PUBLIC OUTREACH THROUGH SUSTAINED COLLABORATION,SCIENCE EDUCATION AND PUBLIC OUTREACH FORUMS,LAURA PETICOLAS,KRISTEN J ERICKSON,8/21/2015,10/1/2009,9/30/2015,Work In Progress,Package Processing
(N/A),NNX09AQ12A S13,UNIVERSITY OF CALIFORNIA,HQ,HEPOF: A FORUM TO SUPPORT EXCELLENCE IN HELIOPHYSICS EDUCATION AND PUBLIC OUTREACH THROUGH SUSTAINED COLLABORATION,SCIENCE EDUCATION AND PUBLIC OUTREACH FORUMS,LAURA PETICOLAS,KRISTEN J ERICKSON,9/17/2015,10/1/2009,9/30/2016,Work In Progress,Distribution
(N/A),NNX09AR45G S08,University of California-Los Angeles,HQ,OPTIMAL CHARACTERIZATION OF THE INTERIOR OF MERCURY BY INTEGRATING EXISTING AND FUTURE SPIN STATE MEASUREMENTS,MESSENGER PARTICIPATING SCIENTIST PROGRAM,JEAN-LUC MARGOT,EDWIN J. GRAYZECK,8/3/2015,8/28/2009,8/27/2016,Work In Progress,Distribution
(N/A),NNX09AU97G S04,Grambling State University,HQ,"MINORITY PARTICIPATION FOR FUTURE NASA WORKFORCE: CURRICULUM IMPROVEMENT, 2-YEAR TO 4-YEAR COLLEGES BRIDGE, UNIVERSITY - NASA RESEARCH CENTERS COLLABORATION",MINORITY UNIVERSITY RESEARCH AND EDUCATION PROGRAM: CURRICULUM IMPROVEMENT PARTNERSHIP AWARD FOR THE INTEGRATION OF RESEARCH INTO THE UNDERGRADUATE CURRICULUM (CIPAIR),NAIDU SEETALA,JOELETTA O PATRICK,8/12/2015,8/25/2009,8/24/2016,Work In Progress,Receiving
(N/A),NNX09AV77G S06,"University of Houston, Houston - See Notes",HQ,ENERGY BALANCE OF SATURN AND JUPITER,OUTER PLANETS RESEARCH (OPR) PROGRAM,LIMING LI,TERRY A HURFORD,9/16/2015,10/1/2009,9/30/2016,Work In Progress,Receiving
4200543212,NNX09AV88G S20,SETI INSTITUTE,HQ,THE RINGS NODE FOR THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM (PDS),MARK SHOWALTER,WILLIAM P KNOPF,3/3/2015,8/28/2009,9/30/2015,Work In Progress,Package Prep
4200546574,NNX09AV88G S21,SETI INSTITUTE,HQ,THE RINGS NODE FOR THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM (PDS),MARK SHOWALTER,WILLIAM P KNOPF,4/3/2015,8/28/2009,9/30/2015,Work In Progress,Receiving
(N/A),NNX09AV88G S22,SETI INSTITUTE,HQ,THE RINGS NODE FOR THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM (PDS),MARK SHOWALTER,WILLIAM P KNOPF,6/23/2015,8/28/2009,11/30/2015,Work In Progress,Distribution
4200557002,NNX09AV88G S23,SETI INSTITUTE,HQ,THE RINGS NODE FOR THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM (PDS),MARK SHOWALTER,WILLIAM P KNOPF,7/8/2015,8/28/2009,11/30/2015,Work In Progress,Receiving
4200543187,NNX09AV89G S23,Washington University (St. Louis),HQ,THE GEOSCIENCES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM SENIOR REVIEW 2009,RAYMOND E ARVIDSON,WILLIAM P KNOPF,3/3/2015,12/1/2009,9/30/2015,Work In Progress,Receiving
4200550258,NNX09AV89G S24,Washington University (St. Louis),HQ,THE GEOSCIENCES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM SENIOR REVIEW 2009,RAYMOND E ARVIDSON,WILLIAM P KNOPF,5/9/2015,12/1/2009,9/30/2015,Work In Progress,Distribution
(N/A),NNX09AV89G S25,Washington University (St. Louis),HQ,THE GEOSCIENCES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM SENIOR REVIEW 2009,RAYMOND E ARVIDSON,WILLIAM P KNOPF,6/16/2015,12/1/2009,12/31/2015,Work In Progress,Receiving
4200543190,NNX09AV90G S20,New Mexico State University,HQ,THE ATMOSPHERES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,RETA BEEBE,WILLIAM P KNOPF,3/4/2015,12/16/2009,9/30/2015,Work In Progress,Receiving
4200546559,NNX09AV90G S21,New Mexico State University,HQ,THE ATMOSPHERES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,RETA BEEBE,WILLIAM P KNOPF,4/3/2015,12/16/2009,9/30/2015,Work In Progress,Receiving
(N/A),NNX09AV90G S22,New Mexico State University,HQ,THE ATMOSPHERES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,RETA BEEBE,WILLIAM P KNOPF,7/9/2015,12/16/2009,1/31/2016,Work In Progress,Receiving
(N/A),NNX09AV90G S23,New Mexico State University,HQ,THE ATMOSPHERES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,RETA BEEBE,WILLIAM P KNOPF,8/18/2015,12/16/2009,1/31/2016,Work In Progress,Receiving
4200543191,NNX09AV91G S21,University of California-Los Angeles,HQ,THE PLANETARY PLASMA INTERACTIONS NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,RAYMOND J. WALKER,WILLIAM P KNOPF,3/5/2015,12/1/2009,9/30/2015,Work In Progress,Receiving
4200546560,NNX09AV91G S22,University of California-Los Angeles,HQ,THE PLANETARY PLASMA INTERACTIONS NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,RAYMOND J. WALKER,WILLIAM P KNOPF,4/3/2015,12/1/2009,9/30/2015,Work In Progress,Receiving
(N/A),NNX09AV91G S23,University of California-Los Angeles,HQ,THE PLANETARY PLASMA INTERACTIONS NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,RAYMOND J. WALKER,WILLIAM P KNOPF,9/8/2015,12/1/2009,11/30/2015,Work In Progress,Receiving
4200540966,NNX09AV92G S19,"UNIVERSITY OF MARYLAND, COLLEGE PARK",HQ,THE SMALL BODIES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,MICHAEL F A'HEARN,WILLIAM P KNOPF,2/11/2015,12/1/2009,11/30/2015,Work In Progress,Receiving
4200544052,NNX09AV92G S20,"UNIVERSITY OF MARYLAND, COLLEGE PARK",HQ,THE SMALL BODIES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,MICHAEL F A'HEARN,WILLIAM P KNOPF,3/11/2015,12/1/2009,11/30/2015,Work In Progress,Distribution
4200546558,NNX09AV92G S21,"UNIVERSITY OF MARYLAND, COLLEGE PARK",HQ,THE SMALL BODIES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,MICHAEL F A'HEARN,WILLIAM P KNOPF,4/2/2015,12/1/2009,11/30/2015,Work In Progress,Receiving
4200556860,NNX09AV92G S22,"UNIVERSITY OF MARYLAND, COLLEGE PARK",HQ,THE SMALL BODIES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,MICHAEL F A'HEARN,WILLIAM P KNOPF,7/2/2015,12/1/2009,11/30/2015,Work In Progress,Receiving
(N/A),NNX09AV92G S23,UNIVERSITY OF MARYLAND - COLLEGE PARK,HQ,THE SMALL BODIES NODE OF THE PLANETARY DATA SYSTEM,PLANETARY DATA SYSTEM PROGRAM,MICHAEL F A'HEARN,WILLIAM P KNOPF,9/29/2015,12/1/2009,12/31/2015,Work In Progress,Distribution
(N/A),NNX09AV96G S07,Planetary Science Institute,HQ,OPTIMIZING LUNAR SCIENCE RETURN FROM LUNAR MOBILE ROBOTIC MISSIONS BY TESTING ROVER FIELD METHODOLOGIES,MOON AND MARS ANALOGUE MISSIONS ACTIVITIES (MMAMA),R. AILEEN YINGST,SARAH K NOBLE,8/31/2015,9/15/2009,9/14/2016,Work In Progress,Receiving
(N/A),NNX10AB27G S06,Massachusetts Institute of Technology,HQ,EXPLORING THE OUTER SOLAR SYSTEM WITH STELLAR OCCULTATIONS,PLANETARY ASTRONOMY (PAST) PROGRAM,MICHAEL J PERSON,KELLY FAST,3/23/2015,5/1/2010,4/30/2016,Work In Progress,Receiving
(N/A),NNX10AB42G S09,Ashima Research,HQ,THE MARTIAN WATER CYCLE,PLANETARY ATMOSPHERES (PATM) PROGRAM,MARK RICHARDSON,KELLY E FAST,3/4/2015,11/4/2009,12/31/2015,Work In Progress,Distribution
(N/A),NNX10AB42G S10,Ashima Research,HQ,THE MARTIAN WATER CYCLE,PLANETARY ATMOSPHERES (PATM) PROGRAM,MARK RICHARDSON,KELLY E FAST,7/2/2015,11/4/2009,12/31/2016,Work In Progress,Receiving
(N/A),NNX10AB84G S05,Johns Hopkins University,HQ,PLANETARY AERONOMY,PLANETARY ATMOSPHERES PROGRAM,DARRELL STROBEL,KELLY FAST,2/12/2015,5/1/2010,4/30/2016,Work In Progress,Receiving
(N/A),NNX10AB91G S08,(N/A),HQ,JETS ON THE GIANT PLANETS,PLANETARY ATMOSPHERES PROGRAM,ADAM P. SHOWMAN,KELLY E FAST,10/28/2015,1/1/2010,12/31/2016,Work In Progress,Receiving
